id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/2/hide_char_id,characters/3/hide_char_id,play_sound
event_onemoretime_02_e_133,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_133,True,,1,idle,,3,special,,30,30,1.0,,clay,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_134,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_134,True,,1,idle,,3,special,,70,70,1.0,,tia,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_135,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_135,True,,1,idle,,3,idle,,70,6,1.0,,tia,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_136,40044,event_onemoretime_02_e,Speech,naga,Locale_SubScenario:event_onemoretime_02_e_136,True,,1,idle,,3,idle,,6,6,1.0,,naga,,,7,idle,,5,delight,,,,
event_onemoretime_02_e_137,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_137,True,,1,idle,,3,idle,,6,6,1.0,,tia,,,7,worry,,5,delight,,,,
event_onemoretime_02_e_138,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_138,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,7,worry,,5,delight,,,,
event_onemoretime_02_e_139,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_139,True,,1,idle,,3,idle,,10,10,1.0,,tia,,,7,worry,,5,delight,,,,
event_onemoretime_02_e_140,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_140,True,,1,idle,,3,idle,,10,100,1.0,,bay,,,7,worry,,5,idle,,,,
event_onemoretime_02_e_141,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_141,True,,1,delight,,3,idle,,100,100,1.0,,bay,,,7,worry,,5,idle,,,,
event_onemoretime_02_e_142,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_142,True,,1,delight,,3,idle,,70,70,1.0,,tia,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_143,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_143,True,,1,delight,,3,delight,,2,2,1.0,,bay,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_144,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_144,True,,1,delight,,3,delight,,2,2,1.0,,clay,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_145,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_145,True,,1,idle,,3,delight,,2,2,1.0,,tia,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_146,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_146,True,,1,idle,,3,delight,,2,2,1.0,,bay,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_147,40044,event_onemoretime_02_e,Speech,naga,Locale_SubScenario:event_onemoretime_02_e_147,True,,1,idle,,3,idle,,50,50,1.0,,naga,,,7,idle,,5,surprise,,,,
event_onemoretime_02_e_148,40044,event_onemoretime_02_e,Self,naga,Locale_SubScenario:event_onemoretime_02_e_148,False,,1,idle,,3,idle,,50,50,1.0,,,,,7,idle,,5,surprise,,,,
event_onemoretime_02_e_149,40044,event_onemoretime_02_e,Speech,naga,Locale_SubScenario:event_onemoretime_02_e_149,True,,1,idle,,3,idle,,50,50,1.0,,naga,,,7,idle,,5,void,,,,
event_onemoretime_02_e_150,40044,event_onemoretime_02_e,Speech,naga,Locale_SubScenario:event_onemoretime_02_e_150,True,,1,idle,,3,idle,,50,50,1.0,,naga,,,7,idle,,5,void,,,,
event_onemoretime_02_e_151,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_151,True,,1,idle,,3,idle,,50,6,1.0,,tia,,,7,sad,,5,void,,,,
event_onemoretime_02_e_152,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_152,True,,1,worry,,3,idle,,6,6,1.0,,tia,,,7,sad,,5,void,,,,
event_onemoretime_02_e_153,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_153,True,,1,worry,,3,idle,,6,6,1.0,,bay,,,7,sad,,5,idle,,,,
event_onemoretime_02_e_154,40044,event_onemoretime_02_e,Speech,naga,Locale_SubScenario:event_onemoretime_02_e_154,True,,1,worry,,3,idle,,6,6,1.0,,naga,,,7,sad,,5,idle,,,,
event_onemoretime_02_e_155,40044,event_onemoretime_02_e,Speech,naga,Locale_SubScenario:event_onemoretime_02_e_155,True,,1,idle,,3,idle,,6,6,1.0,,naga,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_156,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_156,True,,1,idle,,3,idle,,6,6,1.0,,tia,,,7,delight,,5,idle,,,,
event_onemoretime_02_e_157,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_157,True,,1,surprise,,3,idle,,10,10,1.0,,bay,,,7,delight,,5,idle,,tia,naga,
event_onemoretime_02_e_158,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_158,True,,1,sad,,3,sad,OutpostOut,2,2,1.0,none,bay,,,,,,,,black,,,
event_onemoretime_02_e_159,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_159,True,,1,sad,,3,sad,,2,2,1.0,bgm_story_leisuretime,bay,,,,,,,,,,,
event_onemoretime_02_e_160,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_160,True,,1,idle,,3,sad,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_161,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_161,True,,1,sad,,3,sad,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_162,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_162,True,,1,sad,,3,sad,,2,2,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_163,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_163,True,,1,sad,,3,sad,,2,2,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_164,40044,event_onemoretime_02_e,Self,clay,Locale_SubScenario:event_onemoretime_02_e_164,False,,1,sad,,3,sad,,2,2,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_165,40044,event_onemoretime_02_e,Self,clay,Locale_SubScenario:event_onemoretime_02_e_165,False,,1,sad,,3,sad,,2,2,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_166,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_166,False,,1,sad,,3,sad,,2,2,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_167,40044,event_onemoretime_02_e,Choice,clay,Locale_SubScenario:event_onemoretime_02_e_167,False,,1,sad,,3,sad,,2,2,1.0,,,event_onemoretime_02_e_169,,,,,,,,,,
event_onemoretime_02_e_168,40044,event_onemoretime_02_e,Choice,clay,Locale_SubScenario:event_onemoretime_02_e_168,False,,1,sad,,3,sad,,2,2,1.0,,,event_onemoretime_02_e_200,,,,,,,,,,
event_onemoretime_02_e_169,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_169,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_170,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_170,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_171,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_171,False,,1,idle,,3,idle,,black,black,1.0,none,,,diesel,13,idle,,,,,,,
event_onemoretime_02_e_172,40044,event_onemoretime_02_e,Speech,diesel,Locale_SubScenario:event_onemoretime_02_e_172,True,,1,idle,,3,idle,Station,13,130,1.0,bgm_story_orangepop,diesel,,,13,idle,,,,black,,,
event_onemoretime_02_e_173,40044,event_onemoretime_02_e,Speech,diesel,Locale_SubScenario:event_onemoretime_02_e_173,True,,1,idle,,3,idle,,130,130,1.0,,diesel,,,13,delight,,,,,,,
event_onemoretime_02_e_174,40044,event_onemoretime_02_e,Speech,diesel,Locale_SubScenario:event_onemoretime_02_e_174,True,,1,idle,,3,idle,,130,130,1.0,,diesel,,,13,idle,,,,,,,
event_onemoretime_02_e_175,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_175,True,,1,surprise,,3,idle,,10,10,1.0,,bay,,,13,idle,,,,,,,
event_onemoretime_02_e_176,40044,event_onemoretime_02_e,Self,bay,Locale_SubScenario:event_onemoretime_02_e_176,False,,1,surprise,,3,idle,,10,10,1.0,,,,,13,idle,,,,,,,
event_onemoretime_02_e_177,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_177,True,,1,surprise,,3,idle,,10,10,1.0,,bay,,,13,idle,,,,,,,
event_onemoretime_02_e_178,40044,event_onemoretime_02_e,Speech,diesel,Locale_SubScenario:event_onemoretime_02_e_178,True,,1,surprise,,3,idle,,130,130,1.0,,diesel,,,13,idle,,,,,,,
event_onemoretime_02_e_179,40044,event_onemoretime_02_e,Speech,diesel,Locale_SubScenario:event_onemoretime_02_e_179,True,,1,surprise,,3,idle,,130,13,1.0,,diesel,,,13,delight,,,,,,,
event_onemoretime_02_e_180,40044,event_onemoretime_02_e,Narration,diesel,Locale_SubScenario:event_onemoretime_02_e_180,False,,1,idle,,3,idle,,13,130,0.5,,,,,13,idle,,,,,,,
event_onemoretime_02_e_181,40044,event_onemoretime_02_e,Narration,diesel,Locale_SubScenario:event_onemoretime_02_e_181,False,,1,idle,,3,idle,,130,13,0.5,,,,,13,idle,,,,,,,
event_onemoretime_02_e_182,40044,event_onemoretime_02_e,Monologue,diesel,Locale_SubScenario:event_onemoretime_02_e_182,False,,1,idle,,3,idle,,black,black,1.0,,,,,13,idle,,,,,,,
event_onemoretime_02_e_183,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_183,True,,1,worry,,3,idle,,10,10,1.0,,bay,,,13,idle,,,,,,,
event_onemoretime_02_e_184,40044,event_onemoretime_02_e,Monologue,bay,Locale_SubScenario:event_onemoretime_02_e_184,False,,1,worry,,3,idle,,10,10,1.0,,,,,13,idle,,,,,,,
event_onemoretime_02_e_185,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_185,True,,1,idle,,3,idle,,10,12,1.0,,bay,,,13,idle,,,,,,,
event_onemoretime_02_e_186,40044,event_onemoretime_02_e,Monologue,bay,Locale_SubScenario:event_onemoretime_02_e_186,False,,1,idle,,3,idle,,12,12,1.0,,,,,13,idle,,,,,,,
event_onemoretime_02_e_187,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_187,True,,1,idle,,3,idle,,12,12,1.0,,bay,,,13,idle,,,,,,,
event_onemoretime_02_e_188,40044,event_onemoretime_02_e,Speech,diesel,Locale_SubScenario:event_onemoretime_02_e_188,True,,1,idle,,3,idle,,12,12,1.0,,diesel,,,13,surprise,,,,,,,
event_onemoretime_02_e_189,40044,event_onemoretime_02_e,Speech,diesel,Locale_SubScenario:event_onemoretime_02_e_189,True,,1,idle,,3,idle,,12,130,1.0,,diesel,,,13,delight,,,,,,,
event_onemoretime_02_e_190,40044,event_onemoretime_02_e,Monologue,diesel,Locale_SubScenario:event_onemoretime_02_e_190,False,,1,idle,,3,idle,,130,130,1.0,,,,,13,delight,,,,,,,
event_onemoretime_02_e_191,40044,event_onemoretime_02_e,Self,diesel,Locale_SubScenario:event_onemoretime_02_e_191,False,,1,worry,,3,surprise,,2,2,1.0,,,,,13,idle,,,,,,,
event_onemoretime_02_e_192,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_192,False,,1,worry,,3,surprise,,2,2,1.0,,bay,,,13,idle,,,,,,,
event_onemoretime_02_e_193,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_193,True,,1,worry,,3,surprise,,2,2,1.0,,clay,,,13,idle,,,,,,,
event_onemoretime_02_e_194,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_194,True,,1,worry,,3,sad,,2,2,1.0,,clay,,,13,idle,,,,,,,
event_onemoretime_02_e_195,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_195,True,,1,worry,,3,sad,,2,2,1.0,,clay,,,13,idle,,,,,,,
event_onemoretime_02_e_196,40044,event_onemoretime_02_e,Speech,diesel,Locale_SubScenario:event_onemoretime_02_e_196,True,,1,worry,,3,sad,,130,130,1.0,,diesel,,,13,delight,,,,,,,
event_onemoretime_02_e_197,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_197,True,,1,worry,,3,shy,,2,2,1.0,,clay,,,13,delight,,,,,,,
event_onemoretime_02_e_198,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_198,False,,1,worry,,3,shy,,2,2,1.0,,bay,,,13,delight,,,,,,,
event_onemoretime_02_e_199,40044,event_onemoretime_02_e,Monologue,bay,Locale_SubScenario:event_onemoretime_02_e_199,False,,1,worry,,3,shy,,black,black,1.0,,,event_onemoretime_02_e_218,,13,delight,,,,,diesel,,
event_onemoretime_02_e_200,40044,event_onemoretime_02_e,Monologue,bay,Locale_SubScenario:event_onemoretime_02_e_200,False,,1,idle,,3,idle,OutpostOut,black,black,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_201,40044,event_onemoretime_02_e,Monologue,bay,Locale_SubScenario:event_onemoretime_02_e_201,False,,1,idle,,3,idle,,black,black,1.0,none,,,,,,,,,,,,
event_onemoretime_02_e_202,40044,event_onemoretime_02_e,Narration,bay,Locale_SubScenario:event_onemoretime_02_e_202,False,,1,idle,,3,idle,Armory,17,17,1.0,bgm_story_orangepop,,,eunhwa,17,idle,,,,black,,,sfx_scn_automaticdoor
event_onemoretime_02_e_203,40044,event_onemoretime_02_e,Speech,eunhwa,Locale_SubScenario:event_onemoretime_02_e_203,True,,1,idle,,3,idle,,17,170,1.0,,eunhwa,,,17,idle,,,,,,,
event_onemoretime_02_e_204,40044,event_onemoretime_02_e,Speech,eunhwa,Locale_SubScenario:event_onemoretime_02_e_204,True,,1,idle,,3,idle,,170,170,1.0,,eunhwa,,,17,idle,,,,,,,
event_onemoretime_02_e_205,40044,event_onemoretime_02_e,Self,eunhwa,Locale_SubScenario:event_onemoretime_02_e_205,False,,1,idle,,3,idle,,170,170,1.0,,,,,17,idle,,,,,,,
event_onemoretime_02_e_206,40044,event_onemoretime_02_e,Speech,eunhwa,Locale_SubScenario:event_onemoretime_02_e_206,True,,1,idle,,3,idle,,170,170,1.0,,eunhwa,,,17,idle,,,,,,,
event_onemoretime_02_e_207,40044,event_onemoretime_02_e,Self,eunhwa,Locale_SubScenario:event_onemoretime_02_e_207,False,,1,idle,,3,idle,,170,170,1.0,,,,,17,idle,,,,,,,
event_onemoretime_02_e_208,40044,event_onemoretime_02_e,Self,eunhwa,Locale_SubScenario:event_onemoretime_02_e_208,False,,1,idle,,3,idle,,170,170,1.0,,,,,17,idle,,,,,,,
event_onemoretime_02_e_209,40044,event_onemoretime_02_e,Speech,eunhwa,Locale_SubScenario:event_onemoretime_02_e_209,True,,1,idle,,3,idle,,170,17,1.0,,eunhwa,,,17,angry,,,,,,,
event_onemoretime_02_e_210,40044,event_onemoretime_02_e,Self,eunhwa,Locale_SubScenario:event_onemoretime_02_e_210,False,,1,idle,,3,idle,,17,17,1.0,,,,,17,angry,,,,,,,
event_onemoretime_02_e_211,40044,event_onemoretime_02_e,Speech,eunhwa,Locale_SubScenario:event_onemoretime_02_e_211,True,,1,idle,,3,idle,,17,17,1.0,,eunhwa,,,17,surprise,,,,,,,
event_onemoretime_02_e_212,40044,event_onemoretime_02_e,Speech,eunhwa,Locale_SubScenario:event_onemoretime_02_e_212,True,,1,idle,,3,idle,,17,17,1.0,,eunhwa,,,17,angry,,,,,,,
event_onemoretime_02_e_213,40044,event_onemoretime_02_e,Speech,eunhwa,Locale_SubScenario:event_onemoretime_02_e_213,True,,1,idle,,3,idle,,17,17,1.0,,eunhwa,,,17,angry,,,,,,,
event_onemoretime_02_e_214,40044,event_onemoretime_02_e,Self,eunhwa,Locale_SubScenario:event_onemoretime_02_e_214,False,,1,idle,,3,idle,,17,17,1.0,,,,,17,angry,,,,,,,
event_onemoretime_02_e_215,40044,event_onemoretime_02_e,Speech,eunhwa,Locale_SubScenario:event_onemoretime_02_e_215,True,,1,worry,,3,shy,,17,17,1.0,,eunhwa,,,17,angry,,,,,,,
event_onemoretime_02_e_216,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_216,False,,1,worry,,3,shy,,2,2,1.0,,bay,,,17,angry,,,,,,,
event_onemoretime_02_e_217,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_217,True,,1,worry,,3,shy,,2,2,1.0,,clay,,,17,angry,,,,,eunhwa,,
event_onemoretime_02_e_218,40044,event_onemoretime_02_e,Narration,bay,Locale_SubScenario:event_onemoretime_02_e_218,False,,1,idle,,3,idle,OutpostOut,black,black,1.0,none,,,,,,,,,,,,sfx_scn_emptywind
event_onemoretime_02_e_219,40044,event_onemoretime_02_e,Monologue,bay,Locale_SubScenario:event_onemoretime_02_e_219,False,,1,idle,,3,idle,,black,black,1.0,bgm_inark,,,,,,,,,,,,
event_onemoretime_02_e_220,40044,event_onemoretime_02_e,Monologue,bay,Locale_SubScenario:event_onemoretime_02_e_220,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_221,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_221,True,,1,sad,,3,sad,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_222,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_222,True,,1,sad,,3,sad,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_223,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_223,True,,1,sad,,3,sad,,2,2,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_224,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_224,False,,1,idle,,3,sad,,black,black,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_225,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_225,False,,1,idle,,3,sad,,black,black,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_226,40044,event_onemoretime_02_e,Speech,poli,Locale_SubScenario:event_onemoretime_02_e_226,True,,1,idle,,3,idle,,19,19,1.0,,unknown,,poli,15,idle,,,,,,,
event_onemoretime_02_e_227,40044,event_onemoretime_02_e,Self,clay,Locale_SubScenario:event_onemoretime_02_e_227,False,,1,idle,,3,idle,,19,XS_150,0.7,,,,,15,idle,,,,,,,
event_onemoretime_02_e_228,40044,event_onemoretime_02_e,Speech,poli,Locale_SubScenario:event_onemoretime_02_e_228,True,,1,idle,,3,idle,,XS_150,XS_150,1.0,,poli,,,15,idle,,,,,,,
