id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,jump_target,characters/3/hide_char_id
event_bluewaterisland2_intermission_01_99,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_99,True,,XS_150,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
event_bluewaterisland2_intermission_01_100,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_100,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
event_bluewaterisland2_intermission_01_101,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_101,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
event_bluewaterisland2_intermission_01_102,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_102,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,worry,,4,idle,,,
event_bluewaterisland2_intermission_01_103,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_103,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,worry,,4,idle,,,
event_bluewaterisland2_intermission_01_104,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_104,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,worry,,4,idle,,,
event_bluewaterisland2_intermission_01_105,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_105,False,,15,15,1.0,,,,8,idle,,6,idle,,2,idle,,,,,15,worry,,4,idle,,,
event_bluewaterisland2_intermission_01_106,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_106,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,shy,,4,idle,,,
event_bluewaterisland2_intermission_01_107,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_107,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,shy,,4,idle,,,
event_bluewaterisland2_intermission_01_108,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_108,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,shy,,4,idle,,,
event_bluewaterisland2_intermission_01_109,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_109,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_110,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_110,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,no,,4,idle,,,
event_bluewaterisland2_intermission_01_111,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_111,False,,15,15,1.0,,,,8,idle,,6,idle,,2,idle,,,,,15,no,,4,idle,,,
event_bluewaterisland2_intermission_01_112,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_112,True,,15,XS_150,2.0,none,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
event_bluewaterisland2_intermission_01_113,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_113,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
