id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,set_camera_shake,characters/2/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id
event_footstepwalkrun1_06_s_119,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_119,True,,1,idle,,15,surprise,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_120,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_120,True,,1,idle,,15,surprise,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_121,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_121,True,,1,idle,,15,surprise,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_122,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_122,False,,1,idle,,15,surprise,,13,idle,,1315,13,1.0,,,,,,,
event_footstepwalkrun1_06_s_123,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_123,True,,1,idle,,15,surprise,,13,idle,,13,130,1.0,bgm_story_monochrome,,,,,,
event_footstepwalkrun1_06_s_124,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_124,True,,1,idle,,15,surprise,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_125,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_125,False,,1,idle,,15,surprise,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_126,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_126,True,,1,idle,,15,surprise,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_127,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_127,True,,1,idle,,15,surprise,,13,idle,,130,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_128,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_128,True,,1,idle,,15,sad,,13,idle,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_129,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_129,True,,1,idle,,15,sad,,13,idle,,1300,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_130,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_130,True,,1,idle,,15,sad,,13,idle,,130,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_131,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_131,True,,1,idle,,15,sad,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_132,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_132,False,,1,idle,,15,sad,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_133,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_133,True,,1,idle,,15,sad,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_134,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_134,True,,1,idle,,15,sad,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_135,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_135,True,,1,idle,,15,sad,,13,idle,,113,13,1.0,,,,,,,
event_footstepwalkrun1_06_s_136,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_136,True,,1,idle,,15,sad,,13,idle,,13,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_137,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_137,True,,1,idle,,15,sad,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_138,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_138,True,,1,idle,,15,sad,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_139,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_139,True,,1,idle,,15,sad,,13,idle,,130,1300,0.7,,,,,,,
event_footstepwalkrun1_06_s_140,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_140,True,,1,idle,,15,sad,,13,idle,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_141,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_141,True,,1,idle,,15,sad,,13,idle,,1500,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_142,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_142,True,,1,idle,,15,sad,,13,idle,,1300,130,0.7,,,,,,,
event_footstepwalkrun1_06_s_143,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_143,True,,1,idle,,15,sad,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_144,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_144,True,,1,idle,,15,sad,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_145,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_145,True,,1,idle,,15,sad,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_146,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_146,True,,1,idle,,15,sad,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_147,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_147,True,,1,idle,,15,sad,,13,idle,,130,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_148,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_148,False,,1,idle,,15,sad,,13,idle,,100,100,1.0,,,,,,,
event_footstepwalkrun1_06_s_149,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_149,False,,1,idle,,15,sad,,13,idle,,1500,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_150,40066,event_footstepwalkrun1_06_s,Narration,wendi,,Locale_MainScenario:event_footstepwalkrun1_06_s_150,False,,1,idle,,15,sad,,13,idle,,black,black,1.0,,,,,,,
event_footstepwalkrun1_06_s_151,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_151,True,,1,idle,,15,sad,,13,idle,,1500,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_152,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_152,False,,1,idle,,15,sad,,13,idle,,1500,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_153,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_153,True,,1,idle,,15,sad,,13,idle,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_154,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_154,True,,1,idle,,15,sad,,13,idle,,1300,1315,1.5,,,,,,,
event_footstepwalkrun1_06_s_155,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_155,False,,1,idle,,15,sad,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_156,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_156,True,,1,idle,,15,sad,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_157,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_157,True,,1,idle,,15,sad,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_158,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_158,True,,1,idle,,15,sad,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_159,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_159,True,,1,idle,,15,sad,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_160,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_160,True,,1,idle,,15,sad,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_161,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_161,True,,1,idle,,15,sad,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_162,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_162,True,,1,idle,,15,sad,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_163,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_163,True,,1,idle,,15,sad,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_164,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_164,False,,1,idle,,15,sad,,13,sad,,1315,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_165,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_165,True,,1,idle,,15,sad,,13,sad,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_166,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_166,True,,1,idle,,15,sad,,13,sad,,black,black,1.0,,,,,,,
event_footstepwalkrun1_06_s_167,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_167,False,,1,idle,,15,idle,,13,idle,CityForest_03_d,black,black,1.0,,black,,,,,
event_footstepwalkrun1_06_s_168,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_168,True,,1,idle,,15,idle,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_169,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_169,True,,1,idle,,15,idle,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_170,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_170,False,,1,idle,,15,idle,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_171,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_171,True,,1,idle,,15,idle,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_172,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_172,True,,1,idle,,15,idle,,13,idle,,113,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_173,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_173,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_174,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_174,True,,1,idle,,15,idle,,13,idle,,1315,13,1.0,,,,,,,
event_footstepwalkrun1_06_s_175,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_175,True,,1,idle,,15,idle,,13,idle,,13,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_176,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_176,True,,1,idle,,15,idle,,13,idle,,130,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_177,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_177,False,,1,idle,,15,idle,,13,idle,,1300,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_178,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_178,True,,1,idle,,15,idle,,13,idle,,1500,150,1.0,none,,,,,,
event_footstepwalkrun1_06_s_179,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_179,True,,1,idle,,15,idle,,13,idle,,10,10,1.0,,,,,,,
event_footstepwalkrun1_06_s_180,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_180,False,,1,idle,,15,idle,,13,idle,,black,black,1.0,,,,,sfx_scn_photopass,,
event_footstepwalkrun1_06_s_181,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_181,True,,1,idle,,15,idle,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_182,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_182,True,,1,smile,,15,smile,,13,idle,,130,113,1.0,bgm_story_sceneofmemory,,,,,,
event_footstepwalkrun1_06_s_183,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_183,True,,1,smile,,15,smile,,13,surprise,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_184,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_184,True,,1,smile,,15,smile,,13,surprise,,113,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_185,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_185,True,,1,smile,,15,smile,,13,surprise,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_186,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_186,True,,1,smile,,15,smile,,13,surprise,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_187,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_187,True,,1,smile,,15,smile,,13,surprise,,1315,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_188,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_188,True,,1,smile,,15,smile,,13,surprise,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_189,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_189,True,,1,smile,,15,smile,,13,surprise,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_190,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_190,True,,1,smile,,15,smile,,13,surprise,,150,1500,0.5,,,,,,,
event_footstepwalkrun1_06_s_191,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_191,False,,1,smile,,15,smile,,13,surprise,,1500,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_192,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_192,True,,1,smile,,15,smile,,13,surprise,,1300,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_193,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_193,True,,1,smile,,15,smile,,13,surprise,,130,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_194,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_194,False,,1,smile,,15,smile,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_195,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_195,True,,1,smile,,15,smile,,13,idle,,100,100,1.0,,,,,,,
event_footstepwalkrun1_06_s_196,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_196,True,,1,smile,,15,smile,,13,idle,,100,100,1.0,,,,,,,
event_footstepwalkrun1_06_s_197,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_197,True,,1,smile,,15,smile,,13,idle,,100,10,1.0,,,,,,,
event_footstepwalkrun1_06_s_198,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_198,True,,1,smile,,15,smile,,13,idle,,10,10,1.0,,,,,,,
event_footstepwalkrun1_06_s_199,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_199,True,,1,smile,,15,smile,,13,idle,,150,150,1.0,,,,,,,
event_footstepwalkrun1_06_s_200,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_200,False,,1,smile,,15,smile,,13,idle,,150,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_201,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_201,True,,1,smile,,15,smile,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_202,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_202,True,,1,smile,,15,smile,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_203,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_203,True,,1,smile,,15,smile,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_204,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_204,True,,1,smile,,15,smile,,13,delight,,130,1300,0.5,,,,,,,
event_footstepwalkrun1_06_s_205,40066,event_footstepwalkrun1_06_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_06_s_205,False,,1,smile,,15,smile,,13,delight,CityForest_03,1300,1300,1.0,,black,,,,,
event_footstepwalkrun1_06_s_206,40066,event_footstepwalkrun1_06_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_06_s_206,False,,1,smile,,15,smile,,13,delight,,1300,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_207,40066,event_footstepwalkrun1_06_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_06_s_207,False,,1,smile,,15,smile,,13,delight,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_208,40066,event_footstepwalkrun1_06_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_06_s_208,False,,1,smile,,15,smile,,13,delight,EventScene_footstepwalkrun_02_2,black,black,1.0,,black,,rio,,rapi_m,wendi
event_footstepwalkrun1_06_s_209,40066,event_footstepwalkrun1_06_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_06_s_209,False,,,,,,,,,,,1,1,1.0,,,,,,,
event_footstepwalkrun1_06_s_210,40066,event_footstepwalkrun1_06_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_06_s_210,False,,,,,,,,,,EventScene_footstepwalkrun_02_3,1,1,1.0,,,,,,,
event_footstepwalkrun1_06_s_211,40066,event_footstepwalkrun1_06_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_06_s_211,False,,,,,,,,,,,black,black,1.0,,,,,,,
event_footstepwalkrun1_06_s_212,40066,event_footstepwalkrun1_06_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_06_s_212,False,,,,,,,,,,,black,black,1.0,,,,,,,
event_footstepwalkrun1_06_s_213,40066,event_footstepwalkrun1_06_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_06_s_213,False,,,,,,,,,,,black,black,1.0,,,,,,,
event_footstepwalkrun1_06_s_214,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_214,False,rapi_m,1,idle,,,,,,,NikkeCorridor,black,black,1.0,,black,,,,,
event_footstepwalkrun1_06_s_215,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_215,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,
event_footstepwalkrun1_06_s_216,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_216,False,,1,idle,,,,,,,,100,100,1.0,,,,,,,
event_footstepwalkrun1_06_s_217,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_217,False,,1,surprise,,,,,,,,100,10,1.0,,,,,,,
event_footstepwalkrun1_06_s_218,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_218,False,,1,surprise,,,,,,,,10,1,1.0,,,,,,,
event_footstepwalkrun1_06_s_219,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_219,False,,1,surprise,,,,,,,,black,black,1.0,,,,,,,
event_footstepwalkrun1_06_s_220,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_220,False,,1,surprise,,,,,,,,black,black,1.0,,,,,,,
event_footstepwalkrun1_06_s_221,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_221,False,,1,idle,,,,,,,,1,100,1.5,,,,,,,
event_footstepwalkrun1_06_s_222,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_222,False,,1,idle,,,,,,,,100,100,1.0,,,,,,,
event_footstepwalkrun1_06_s_223,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_223,False,,1,idle,,,,,,,,100,100,1.0,,,,,,,
event_footstepwalkrun1_06_s_224,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_224,False,,1,idle,,,,,,,,black,black,1.0,,,,,,,
