id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade
event_coinsinrush2_01_e_102,40089,event_coinsinrush2_01_e,Speech,bay_b,Locale_MainScenario:event_coinsinrush2_01_e_102,True,,,,,14,14,1.0,,bay_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_103,40089,event_coinsinrush2_01_e,Speech,rouge_b,Locale_MainScenario:event_coinsinrush2_01_e_103,True,,,,,14,2,1.0,,rouge_b,,,3,sad,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_104,40089,event_coinsinrush2_01_e,Speech,rouge_b,Locale_MainScenario:event_coinsinrush2_01_e_104,True,,,,,2,2,1.0,,rouge_b,,,3,sad,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_105,40089,event_coinsinrush2_01_e,Speech,rouge_b,Locale_MainScenario:event_coinsinrush2_01_e_105,True,,,,,2,2,1.0,,rouge_b,,,3,sad,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_106,40089,event_coinsinrush2_01_e,Speech,rouge_b,Locale_MainScenario:event_coinsinrush2_01_e_106,True,,,,,2,2,1.0,,rouge_b,,,3,sad,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_107,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_107,True,,,,,2,2,1.0,,mustang,,,3,sad,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_108,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_108,True,,,,,2,2,1.0,,mustang,,,3,sad,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_109,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_109,True,,,,,2,L_100,1.0,,mustang,,,3,sad,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_110,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_110,True,,,,,L_100,L_100,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_111,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_111,True,,,,,L_100,L_100,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_112,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_112,True,,,,,L_100,L_100,1.0,,mustang,,,3,idle,,,,,5,worry,,1,shy,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_113,40089,event_coinsinrush2_01_e,Speech,ade_b,Locale_MainScenario:event_coinsinrush2_01_e_113,False,,,,,500,500,1.0,,ade_b,,,3,idle,,,,,5,worry,,1,shy,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_114,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_114,True,,,,,L_100,L_100,1.0,,mustang,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_115,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_115,True,,,,,L_100,L_100,1.0,,mustang,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_116,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_116,True,,,,,L_100,L_100,1.0,,mustang,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_117,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_117,True,,,,,L_100,L_10,1.0,,mustang,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_118,40089,event_coinsinrush2_01_e,Speech,exia_b,Locale_MainScenario:event_coinsinrush2_01_e_118,True,,,,,S_170,S_170,1.0,,exia_b,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_119,40089,event_coinsinrush2_01_e,Speech,exia_b,Locale_MainScenario:event_coinsinrush2_01_e_119,True,,,,,S_170,S_170,1.0,,exia_b,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_120,40089,event_coinsinrush2_01_e,Speech,exia_b,Locale_MainScenario:event_coinsinrush2_01_e_120,True,,,,,S_170,S_170,1.0,,exia_b,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_121,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_121,True,,,,,12,12,1.0,,mustang,,,3,idle,,,,,5,worry,,1,delight,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_122,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_122,True,,,,,12,12,1.0,,milk_b,,,3,idle,,,,,5,worry,,1,delight,,,,,,,13,good,,15,idle,,17,idle,
event_coinsinrush2_01_e_123,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_123,True,,,,,12,12,1.0,,milk_b,,,3,idle,,,,,5,worry,,1,delight,,,,,,,13,good,,15,idle,,17,idle,
event_coinsinrush2_01_e_124,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_124,True,,,,,12,12,1.0,,mustang,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,good,,15,idle,,17,idle,
