id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,set_filter_02,fade,set_camera_shake,characters/2/hide_char_id,characters/3/hide_char_id,characters/1/hide_char_id
snowfall_episode_emma_07_114,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_120,True,,S_70,S_70,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_115,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_121,True,,S_70,S_70,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_116,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_122,True,,S_70,S_70,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_117,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_123,True,,S_70,6,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_118,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_124,True,,6,6,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_119,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_125,True,,6,6,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_120,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_126,True,EventScene_snowfalloasis_05_2,black,black,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_121,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_127,False,,snowfall_episode_emma_07,snowfall_episode_emma_07,1.0,,,,,,,,,,7,idle,,5,idle,,,,,,,,secondoldestsister,,lumi_03
snowfall_episode_emma_07_122,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_128,False,,snowfall_episode_emma_07,snowfall_episode_emma_07,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_123,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_129,False,,snowfall_episode_emma_07,snowfall_episode_emma_07,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_124,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_130,False,,snowfall_episode_emma_07,snowfall_episode_emma_07,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_125,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_131,False,,snowfall_episode_emma_07,snowfall_episode_emma_07,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_126,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_132,False,,snowfall_episode_emma_07,snowfall_episode_emma_07,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_127,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_133,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
