id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,conversation_id,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,jump_target,characters/5/hide_char_id,characters/6/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/7/hide_char_id,set_camera_shake,set_filter_01,fade,characters/4/hide_char_id
event_neverland1_02_e_100,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_100,True,,8,8,1.0,,,,blanc,blanc,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,think,,9,idle,,,,,,,,,,
event_neverland1_02_e_101,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_101,True,,8,8,1.0,,,,noir,noir,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,think,,9,idle,,,,,,,,,,
event_neverland1_02_e_102,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_102,True,,14,14,1.0,,,,emma,emma,,13,idle,,,,,15,surprise,,,,,,,,3,idle,,5,idle,,7,think,,9,surprise,,,,,,,,,,
event_neverland1_02_e_103,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_103,True,,14,14,1.0,,,,signal,signal,,13,delight,,,,,15,surprise,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_104,40034,event_neverland1_02_e,Self,Locale_MainScenario:event_neverland1_02_e_104,False,,14,19,1.0,,,,,,,13,delight,,,,,15,surprise,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_105,40034,event_neverland1_02_e,Narration,Locale_MainScenario:event_neverland1_02_e_105,False,HotSpringInnOut_d,black,black,1.0,,,sfx_scn_knock,,,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_106,40034,event_neverland1_02_e,Narration,Locale_MainScenario:event_neverland1_02_e_106,False,,black,black,1.0,,,sfx_scn_rustydooropen,,,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_107,40034,event_neverland1_02_e,Monologue,Locale_MainScenario:event_neverland1_02_e_107,False,,black,black,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_108,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_108,True,,19,190,1.0,,,,ludmilla_w,ludmilla_w,,13,idle,,,,,15,idle,ludmilla_w,19,idle,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_109,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_109,True,,190,190,1.0,,,,ludmilla_w,ludmilla_w,,13,idle,,,,,15,idle,,19,idle,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_110,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_110,True,,190,190,1.0,,,,ludmilla_w,ludmilla_w,,13,idle,,,,,15,idle,,19,smile,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_111,40034,event_neverland1_02_e,Monologue,Locale_MainScenario:event_neverland1_02_e_111,False,,190,190,1.0,,,,,,,13,idle,,,,,15,idle,,19,smile,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
