id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
snowfall_global_04_111,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_111,True,,12,12,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_112,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_112,False,,12,12,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_113,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_113,True,,12,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_114,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_114,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_115,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_115,False,EventScene_snowfalloasis_10,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_sparkla,belorta,blanc_c,noir_c,mica_w,emma,ludmilla_w
snowfall_global_04_116,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_116,True,,snowfalloasis_10_1,snowfalloasis_10_1,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_117,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_117,True,,snowfalloasis_10_1,snowfalloasis_10_1,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_118,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_118,True,,snowfalloasis_10_1,snowfalloasis_10_1,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_119,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_119,True,,snowfalloasis_10_1,snowfalloasis_10_1,1.0,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_120,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_120,True,,snowfalloasis_10_1,snowfalloasis_10_1,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_121,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_121,True,,snowfalloasis_10_1,snowfalloasis_10_1,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_122,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_122,True,,snowfalloasis_10_1,snowfalloasis_10_1,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_123,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_123,True,,snowfalloasis_10_1,snowfalloasis_10_2,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_124,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_124,True,,snowfalloasis_10_2,snowfalloasis_10_2,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_125,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_125,True,,snowfalloasis_10_2,snowfalloasis_10_2,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_126,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_126,False,,snowfalloasis_10_2,snowfalloasis_10_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_127,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_127,True,,snowfalloasis_10_2,snowfalloasis_10_2,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_128,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_128,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_129,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_129,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_04_130,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_130,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
