id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade
event_perfectmaid_05_e_123,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_123,True,,1,idle,,,,,4,2,1.0,,privaty_m,,,,,3,serious,,13,idle,,5,idle,,,,
event_perfectmaid_05_e_124,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_124,True,,1,happy,,,,,2,2,1.0,,privaty_m,,,,,3,serious,,13,idle,,5,idle,,,,
event_perfectmaid_05_e_125,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_125,True,,1,happy,,,,,2,10,1.0,,privaty_m,,,,,3,serious,,13,idle,,5,idle,,,,
event_perfectmaid_05_e_126,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_126,False,,1,no,ade,13,idle,,black,black,1.0,,,,,,,3,serious,,13,idle,,5,idle,cocoa,drake_m,soda,
event_perfectmaid_05_e_127,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_127,True,,1,no,,13,idle,,100,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_128,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_128,False,,1,no,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_129,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_129,True,,1,idle,,13,idle,,10,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_130,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_130,False,,1,idle,,13,idle,,10,12,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_131,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_131,True,,1,idle,,13,delight,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_132,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_132,False,,1,idle,,13,delight,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_133,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_133,True,,1,delight,,13,delight,,12,12,1.0,,privaty_m,,Low_2,,,,,,,,,,,,,,
event_perfectmaid_05_e_134,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_134,True,,1,delight,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_135,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_135,True,,1,happy,,13,idle,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_136,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_136,True,,1,happy,,13,idle,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_137,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_137,False,,1,happy,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,black
event_perfectmaid_05_e_138,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_138,False,,1,happy,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,
