id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,jump_target,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,set_camera_shake
event_nyanyaparadise_03_s_104,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_104,False,,3,idle,,1,special,,L_30,L_30,1.0,,,,,,,,,,,,,,,,event_nyanyaparadise_03_s_110,,,,,
event_nyanyaparadise_03_s_105,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_105,True,,3,idle,,1,angry,,31,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_106,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_106,True,,3,idle,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_107,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_107,False,,3,idle,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_108,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_108,True,,3,idle,,1,angry,,XS_10,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_109,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_109,False,,3,idle,,1,angry,,L_30,L_30,1.0,,,,,,,,,,,,,,,,event_nyanyaparadise_03_s_110,,,,,
event_nyanyaparadise_03_s_110,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_110,True,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_111,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_111,True,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_112,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_112,True,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_113,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_113,True,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_114,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_114,True,,3,idle,,1,shy,,L_30,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_115,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_115,True,,3,idle,,1,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_116,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_116,True,,3,idle,,1,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_117,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_117,True,,3,idle,,1,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_118,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_118,True,,3,idle,,1,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_119,40022,event_nyanyaparadise_03_s,Narration,,,Locale_SubScenario:event_nyanyaparadise_03_s_119,False,,3,idle,,1,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_120,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_120,False,,3,idle,,1,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_121,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_121,True,,3,idle,,1,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_122,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_122,False,,3,idle,,1,idle,,31,L_30,2.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_123,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_123,False,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_124,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_124,False,,3,idle,,1,idle,,L_30,L_300,2.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_125,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_125,True,,3,idle,,1,idle,,L_300,L_300,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_126,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_126,True,,3,idle,,1,idle,,L_300,L_300,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_127,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_127,False,,3,idle,,1,sad,,L_300,XS_10,2.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_128,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_128,False,,3,idle,,1,sad,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_129,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_129,False,,3,idle,,1,sad,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_130,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_130,False,,3,idle,,1,surprise,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_131,40022,event_nyanyaparadise_03_s,Narration,,,Locale_SubScenario:event_nyanyaparadise_03_s_131,False,,3,idle,,1,sad,,XS_10,1,0.5,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_132,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_132,False,,3,idle,,1,sad,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_133,40022,event_nyanyaparadise_03_s,Choice,,,Locale_SubScenario:event_nyanyaparadise_03_s_133,False,,3,idle,,1,sad,,1,1,1.0,,,,,,,,,,,,,,,,event_nyanyaparadise_03_s_135,,,,,
event_nyanyaparadise_03_s_134,40022,event_nyanyaparadise_03_s,Choice,,,Locale_SubScenario:event_nyanyaparadise_03_s_134,False,,3,idle,,1,sad,,1,1,1.0,,,,,,,,,,,,,,,,event_nyanyaparadise_03_s_135,,,,,
event_nyanyaparadise_03_s_135,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_135,True,,3,idle,,1,sad,,1,31,2.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_136,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_136,False,,3,idle,,1,sad,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_137,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_137,False,,3,idle,,1,sad,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_138,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_138,False,,3,idle,,1,sad,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_139,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_139,False,,3,idle,,1,shy,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
