id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_lastkingdom2_03_e_107,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_107,False,,XXS_30,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_108,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_108,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_109,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_109,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_110,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_110,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_111,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_111,True,,53,1,2.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_112,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_112,True,,1,10,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_113,40046,event_lastkingdom2_03_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_03_e_113,True,,10,130,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_114,40046,event_lastkingdom2_03_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_03_e_114,True,,130,150,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_115,40046,event_lastkingdom2_03_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_03_e_115,True,,150,170,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_116,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_116,False,,S_50,S_50,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_117,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_117,True,,S_50,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_118,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_118,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_119,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_119,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_120,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_120,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_121,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_121,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_122,40046,event_lastkingdom2_03_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_03_e_122,True,,130,130,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_123,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_123,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_124,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_124,True,,XXS_30,XXS_300,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_125,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_125,True,,XXS_300,XXS_300,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_126,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_126,True,,XXS_300,S_500,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_127,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_127,False,,S_500,S_500,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_128,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_128,True,,S_500,S_500,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_129,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_129,True,,S_500,S_50,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
