id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_filter_01,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/4/hide_char_id,play_sound,characters/6/hide_char_id,characters/5/hide_char_id
event_ce003_2_02_s_108,40042,event_ce003_2_02_s,Speech,laplace,laplace,Locale_SubScenario:event_ce003_2_02_s_108,True,,1,surprise,,13,idle,,15,idle,,S_50,S_500,0.5,,,,,,,3,idle,,5,angry,,7,angry,,9,idle,,,,
event_ce003_2_02_s_109,40042,event_ce003_2_02_s,Monologue,laplace,,Locale_SubScenario:event_ce003_2_02_s_109,False,,1,surprise,,13,idle,,15,idle,,S_500,S_500,1.0,,,,,,,3,idle,,5,angry,,7,angry,,9,idle,laplace,sfx_scn_runaway,,
event_ce003_2_02_s_110,40042,event_ce003_2_02_s,Self,laplace,,Locale_SubScenario:event_ce003_2_02_s_110,False,,1,surprise,,13,idle,,15,idle,,S_500,S_500,1.0,,,,,,,3,idle,,,,,7,angry,,9,idle,,,,
event_ce003_2_02_s_111,40042,event_ce003_2_02_s,Speech,drake,drake,Locale_SubScenario:event_ce003_2_02_s_111,True,,1,surprise,,13,idle,,15,idle,,900,90,0.7,,,,,,,3,idle,,,,,7,angry,,9,angry,,,,
event_ce003_2_02_s_112,40042,event_ce003_2_02_s,Speech,drake,drake,Locale_SubScenario:event_ce003_2_02_s_112,True,,1,surprise,,13,idle,,15,idle,,90,90,1.0,,,,,,,3,idle,,,,,7,angry,,9,angry,,,,
event_ce003_2_02_s_113,40042,event_ce003_2_02_s,Speech,drake,drake,Locale_SubScenario:event_ce003_2_02_s_113,True,,1,surprise,,13,idle,,15,idle,,90,90,1.0,,,,,,,3,idle,,,,,7,angry,,9,delight,,,,
event_ce003_2_02_s_114,40042,event_ce003_2_02_s,Speech,drake,drake,Locale_SubScenario:event_ce003_2_02_s_114,True,,1,surprise,,13,idle,,15,idle,,90,90,1.0,,,,,,,3,idle,,,,,7,angry,,9,delight,,,,
event_ce003_2_02_s_115,40042,event_ce003_2_02_s,Monologue,drake,,Locale_SubScenario:event_ce003_2_02_s_115,False,,1,surprise,,13,idle,,15,idle,,90,90,1.0,,,,,,,3,idle,,,,,7,angry,,9,delight,,sfx_scn_runaway,drake,
event_ce003_2_02_s_116,40042,event_ce003_2_02_s,Self,drake,,Locale_SubScenario:event_ce003_2_02_s_116,False,,1,surprise,,13,idle,,15,idle,,90,90,1.0,,,,,,,3,idle,,,,,7,angry,,,,,,,
event_ce003_2_02_s_117,40042,event_ce003_2_02_s,Speech,maxwell,maxwell,Locale_SubScenario:event_ce003_2_02_s_117,True,,1,surprise,,13,idle,,15,idle,,90,70,1.0,,,,,,,3,idle,,,,,7,angry,,,,,,,
event_ce003_2_02_s_118,40042,event_ce003_2_02_s,Self,maxwell,,Locale_SubScenario:event_ce003_2_02_s_118,False,,1,surprise,,13,idle,,15,idle,,70,70,1.0,,,,,,,3,idle,,,,,7,angry,,,,,,,
event_ce003_2_02_s_119,40042,event_ce003_2_02_s,Speech,maxwell,maxwell,Locale_SubScenario:event_ce003_2_02_s_119,True,,1,surprise,,13,idle,,15,idle,,70,70,1.0,,,,,,,3,idle,,,,,7,sad,,,,,,,
event_ce003_2_02_s_120,40042,event_ce003_2_02_s,Speech,maxwell,maxwell,Locale_SubScenario:event_ce003_2_02_s_120,True,,1,surprise,,13,idle,,15,idle,,70,70,1.0,,,,,,,3,idle,,,,,7,idle,,,,,,,
event_ce003_2_02_s_121,40042,event_ce003_2_02_s,Self,maxwell,,Locale_SubScenario:event_ce003_2_02_s_121,False,,1,surprise,,13,idle,,15,idle,,70,70,1.0,,,,,,,3,idle,,,,,7,idle,,,,,,,
event_ce003_2_02_s_122,40042,event_ce003_2_02_s,Speech,maxwell,maxwell,Locale_SubScenario:event_ce003_2_02_s_122,True,,1,surprise,,13,idle,,15,idle,,70,7,1.0,,,,,,,3,idle,,,,,7,delight,,,,,,,
event_ce003_2_02_s_123,40042,event_ce003_2_02_s,Monologue,maxwell,,Locale_SubScenario:event_ce003_2_02_s_123,False,,1,surprise,,13,idle,,15,idle,,7,7,1.0,,,,,,,3,idle,,,,,7,delight,,,,,sfx_scn_runaway,,maxwell
event_ce003_2_02_s_124,40042,event_ce003_2_02_s,Speech,clara,clara,Locale_SubScenario:event_ce003_2_02_s_124,True,,1,surprise,,13,idle,,15,idle,,7,3,2.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_125,40042,event_ce003_2_02_s,Speech,clara,clara,Locale_SubScenario:event_ce003_2_02_s_125,True,,1,surprise,,13,idle,,15,idle,,3,XS_30,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_126,40042,event_ce003_2_02_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_2_02_s_126,True,,1,surprise,,13,idle,,15,idle,,130,130,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_127,40042,event_ce003_2_02_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_2_02_s_127,True,,1,surprise,,13,worry,,15,idle,,130,130,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_128,40042,event_ce003_2_02_s,Speech,clara,clara,Locale_SubScenario:event_ce003_2_02_s_128,True,,1,surprise,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_129,40042,event_ce003_2_02_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_2_02_s_129,True,,1,surprise,,13,idle,,15,idle,,130,130,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_130,40042,event_ce003_2_02_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_2_02_s_130,True,,1,surprise,,13,idle,,15,idle,,130,130,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_131,40042,event_ce003_2_02_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_2_02_s_131,True,,1,surprise,,13,delight,,15,idle,,130,130,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_132,40042,event_ce003_2_02_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_2_02_s_132,True,,1,surprise,,13,delight,,15,idle,,130,130,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_133,40042,event_ce003_2_02_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_02_s_133,True,,1,idle,,13,delight,,15,smile,,150,150,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_134,40042,event_ce003_2_02_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_02_s_134,True,,1,smile,,13,delight,,15,smile,,S_10,S_10,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_135,40042,event_ce003_2_02_s,Self,ce_003_01,,Locale_SubScenario:event_ce003_2_02_s_135,False,,1,smile,,13,delight,,15,smile,,S_10,S_10,1.0,,,,,,,3,idle,,,,,,,,,,,,,
event_ce003_2_02_s_136,40042,event_ce003_2_02_s,Monologue,ce_003_01,,Locale_SubScenario:event_ce003_2_02_s_136,False,,1,smile,,13,delight,,15,smile,,black,black,1.0,,,,,,,3,idle,,,,,,,,,,,,,
