id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,set_camera_shake,set_filter_01,set_filter_02,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_seayouagain_19_125,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_125,False,,10,10,1.0,,,,,,,,,3,sad,,,1,angry,,,,,
d_ex_seayouagain_19_126,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_126,True,,10,100,1.0,,,,,,,,,3,sad,,,1,sad,,,,,
d_ex_seayouagain_19_127,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_127,True,,100,100,1.0,,,,,,,,,3,sad,,,1,sad,,,,,
d_ex_seayouagain_19_128,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_128,True,,100,100,1.0,,,,,,,,,3,sad,,,1,sad,,,,,
d_ex_seayouagain_19_129,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_129,False,,black,black,1.0,,,,,,,,,3,sad,anchor,,1,sad,helm_s,,,,
d_ex_seayouagain_19_130,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_130,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_ex_seayouagain_19_131,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_131,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_ex_seayouagain_19_132,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_132,False,,17,170,1.0,,,,,Red,Vignetting,,,,,,,,,,,,,
d_ex_seayouagain_19_133,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_133,False,,170,170,1.0,,,,,Red,Vignetting,,,,,,,,,,,,,
d_ex_seayouagain_19_134,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_134,False,,170,170,1.0,,,,,Red,Vignetting,,,,,,,,,,,,,
