id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01,set_filter_02,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/hide_char_id,characters/3/hide_char_id
event_unbreakablesphere2_06_s_111,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_111,True,,,,,,,,1315,1315,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_112,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_112,True,,,,,,,,1315,1315,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_113,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_113,True,,,,,,,,1315,1315,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_114,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_114,True,,,,,,,,1315,1315,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_115,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_115,True,,,,,,,,1315,1315,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_116,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_116,False,,,,,,,,1315,15,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_117,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_117,True,,,,,,,,15,S_150,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_118,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_118,True,,,,,,,,S_150,S_150,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_119,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_119,True,,,,,,,,L_130,L_130,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_120,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_120,True,,,,,,,,L_130,L_130,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_121,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_121,False,,,,,,,,black,black,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_122,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_122,False,,,,,,,,black,black,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_123,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_123,True,,,,,,,,L_130,L_130,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_124,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_124,True,,,,,,,,L_130,L_1300,0.5,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_125,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_125,False,,,,,,,,black,black,1.0,,sfx_scn_tsunamiquake,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_126,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_126,False,,,,,,,,black,black,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_127,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_127,True,,,,,,,,L_1300,L_130,0.5,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_128,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_128,False,,,,,,,,L_130,S_150,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_129,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_129,False,,,,,,,,S_150,S_150,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_130,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_130,True,,,,,,,,S_150,S_1500,0.5,,,,,,,13,delight,,15,angry,,,,,
event_unbreakablesphere2_06_s_131,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_131,False,,,,,,,,black,black,1.0,,,,,,,13,delight,,15,angry,,,,,
event_unbreakablesphere2_06_s_132,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_132,False,,,,,,,,black,black,1.0,,sfx_scn_watergun_fire,,,,,13,delight,,15,angry,,,,,
event_unbreakablesphere2_06_s_133,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_133,False,,,,,,,,black,black,1.0,,,,,,,13,delight,,15,angry,,,,,
event_unbreakablesphere2_06_s_134,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_134,False,,,,,,,,black,black,1.0,,,,,,,13,delight,,15,angry,,,,,
event_unbreakablesphere2_06_s_135,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_135,True,,,,,,,,S_1500,S_150,0.5,,,,,,,13,delight,,15,angry,,,,,
event_unbreakablesphere2_06_s_136,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_136,True,,,,,,,,L_1300,L_130,0.5,,,,,,,13,special,,15,angry,,,,,
event_unbreakablesphere2_06_s_137,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_137,False,,,,,,,,black,black,1.0,,sfx_scn_sglassbreak,,,,,13,special,,15,angry,,,,,
event_unbreakablesphere2_06_s_138,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_138,False,mihara_b,1,idle,yuni_n,3,idle,SilentBeach,black,black,1.0,,sfx_scn_crystalgrowuplarge,,,,,13,special,,15,angry,,,,,
event_unbreakablesphere2_06_s_139,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_139,True,,1,idle,,3,idle,,S_1500,S_1500,1.0,,,,,,,13,idle,,15,think,,,black,,
event_unbreakablesphere2_06_s_140,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_140,True,,1,idle,,3,idle,,S_1500,S_1500,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_141,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_141,False,,1,idle,,3,idle,,S_1500,S_150,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_142,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_142,True,,1,idle,,3,idle,,10,10,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_143,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_143,True,,1,idle,,3,idle,,10,L_130,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_144,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_144,True,,1,idle,,3,idle,,L_130,L_130,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_145,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_145,False,,1,idle,,3,idle,,L_130,L_130,1.0,,sfx_scn_largewinchpull,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_146,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_146,False,,1,idle,,3,idle,,L_130,L_130,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_147,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_147,True,,1,idle,,3,idle,,L_130,113,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_148,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_148,True,,1,idle,,3,idle,,113,113,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_149,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_149,True,,1,idle,,3,idle,,113,113,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_150,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_150,False,,1,idle,,3,idle,EventScene_unbreakablesphere_10_1,black,black,1.0,,,,,,,13,idle,,15,think,mihara_b,yuni_n,,littlemermaid,mori
event_unbreakablesphere2_06_s_151,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_151,False,,,,,,,,5,1,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_152,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_152,False,,,,,,,,1,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_153,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_153,True,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_154,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_154,True,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_155,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_155,True,mihara_b,1,surprise,yuni_n,3,idle,SilentBeach,black,black,1.0,,,,,,littlemermaid,13,idle,mori,15,shy_02,,,,,
event_unbreakablesphere2_06_s_156,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_156,True,,1,surprise,,3,idle,,L_1300,L_1300,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_157,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_157,True,,1,surprise,,3,idle,,L_1300,L_1300,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_158,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_158,False,,1,surprise,,3,idle,,L_1300,100,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_159,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_159,True,,1,surprise,,3,idle,,100,100,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_160,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_160,True,,1,surprise,,3,idle,,100,100,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_161,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_161,True,,1,idle,,3,idle,,100,10,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_162,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_162,True,,1,idle,,3,idle,,10,10,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_163,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_163,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_164,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_164,True,,1,idle,,3,idle,,S_150,S_150,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_165,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_165,True,,1,idle,,3,idle,,S_150,S_1500,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_166,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_166,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_167,40076,event_unbreakablesphere2_06_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_06_s_167,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,13,idle,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_168,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_168,True,,1,idle,,3,idle,,L_1300,L_1300,1.0,,,,,,,13,delight,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_169,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_169,True,,1,idle,,3,idle,,L_1300,L_1300,1.0,,,,,,,13,delight,,15,shy_02,,,,,
event_unbreakablesphere2_06_s_170,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_170,True,,1,idle,,3,idle,,S_1500,S_1500,1.0,,,,,,,13,rage,,15,idle,,,,,
event_unbreakablesphere2_06_s_171,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_171,True,,1,idle,,3,idle,,L_1300,L_130,0.5,,,,,,,13,rage,,15,idle,,,,,
