id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/6/hide_char_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/7/hide_char_id,characters/5/hide_char_id,jump_target,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id,conversation_id,characters/1/hide_char_id,characters/8/hide_char_id
event_neverland1_03_e_117,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_117,True,,,,,,,,,,,,,,13,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_118,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_118,False,,,,,,,,,,,,,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_119,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_119,False,,,,,,,,,,,,,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_120,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_120,True,,,,,,,,,,,,,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_121,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_121,True,,,,,,,,,,,,,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_122,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_122,False,,,,,,,,,,,,,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_123,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_123,True,,,,,,,,,,,,,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_124,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_124,True,,,,,,,,,,,,,,XS_130,XS_1300,1.0,,,,,,,,,,,,,,,,,,,,,,13,worry,,,,,,,,,,
event_neverland1_03_e_125,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_125,False,,,,,,,,,,,,,,XS_1300,XS_1300,1.0,,,,,,,,,,,,,,,,,,,,,,13,worry,,,,,,,,,,
event_neverland1_03_e_126,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_126,False,,,,,,,,,,,,,,XS_1300,XS_1300,1.0,,,,,,,,,,,,,,,,,,,,,,13,worry,,,,,,,,,,
event_neverland1_03_e_127,40034,event_neverland1_03_e,Narration,,,Locale_MainScenario:event_neverland1_03_e_127,False,,,,,,,,,,,,,,18,180,1.0,,,,,,,,,sfx_scn_snoweat,,,,,,,,,,,,,13,worry,,,,,,,,,,
event_neverland1_03_e_128,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_128,False,,,,,,,,,,,,,,180,180,1.0,,,,,,,,,,,,,,,,,,,,,,13,worry,,,,,,,,,,
event_neverland1_03_e_129,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_129,False,,,,,,,,,,,,,,180,18,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_130,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_130,False,,,,,,,,,,,,,,18,18,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_131,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_131,True,,,,,,,,,,,,,,XS_1300,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_132,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_132,True,,,,,,,,,,,,,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_133,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_133,True,,,,,,,,,,,,,,XS_130,13,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_134,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_134,True,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_135,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_135,False,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,5,delight,,,,,,,,,,
event_neverland1_03_e_136,40034,event_neverland1_03_e,Choice,,,Locale_MainScenario:event_neverland1_03_e_136,False,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,5,delight,,,event_neverland1_03_e_138,,,,,,,
event_neverland1_03_e_137,40034,event_neverland1_03_e,Choice,,,Locale_MainScenario:event_neverland1_03_e_137,False,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,5,delight,,,event_neverland1_03_e_139,,,,,,,
event_neverland1_03_e_138,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_138,True,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,5,delight,,,,,,,,,,
event_neverland1_03_e_139,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_139,False,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,5,delight,,,,,,,,,,
event_neverland1_03_e_140,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_140,False,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,5,delight,,,,,,,,,,
event_neverland1_03_e_141,40034,event_neverland1_03_e,Narration,,,Locale_MainScenario:event_neverland1_03_e_141,False,,,,,,,,,,,,,,13,XS_50,0.3,,,,,,,,,sfx_scn_heavytrip,Low_2,,,,,,,,,,,,5,idle,,,,,,,,,,belorta
event_neverland1_03_e_142,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_142,True,,,,,,,,,,,,,,XS_50,5,1.0,,,,,,,,,,,,,,,,,,,,,belorta,5,worry,,,,,,,,,,
event_neverland1_03_e_143,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_143,False,,,,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,5,worry,,,,mica_w,13,idle,,,,
event_neverland1_03_e_144,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_144,False,,,,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,5,worry,,,,,13,idle,,,,
event_neverland1_03_e_145,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_145,True,,,,,,,,,,,,,,13,S_130,0.5,,,,,,,,,,,,,,,,,,,,,,5,worry,,,,,13,cry,,,,
event_neverland1_03_e_146,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_146,True,,,,,,,,,,,,,,S_130,3,1.0,,,,,,,,,,,,,,,,,,,,,,5,worry,,,,,3,cry,,,,
event_neverland1_03_e_147,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_147,False,,,,,,,,,,,,,,3,3,1.0,,,,,,,,,,,,,,,,,,,,,,5,worry,,,,,3,cry,,,,
event_neverland1_03_e_148,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_148,True,,,,,,,,,,,,,,3,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,worry,,,,,3,special,,,,
event_neverland1_03_e_149,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_149,True,,,,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,special,,,,
event_neverland1_03_e_150,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_150,True,,,,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,special,,,,
event_neverland1_03_e_151,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_151,True,,,,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,special,,,,
event_neverland1_03_e_152,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_152,True,,,,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,special,,,,
event_neverland1_03_e_153,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_153,True,,,,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,cry,,,,
event_neverland1_03_e_154,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_154,True,,,,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,cry,,,,
event_neverland1_03_e_155,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_155,True,,,,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,sad,,,,
event_neverland1_03_e_156,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_156,True,ludmilla_w,1,idle,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,sad,,,,
event_neverland1_03_e_157,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_157,True,,1,delight,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,sad,,,,
event_neverland1_03_e_158,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_158,True,,1,smile,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,idle,,,,
event_neverland1_03_e_159,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_159,True,,1,smile,,,,,,,,,,,10,1,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,idle,,,,
event_neverland1_03_e_160,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_160,True,,1,idle,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,idle,,,,
event_neverland1_03_e_161,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_161,True,,1,idle,,,,,,,,,,,1,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,idle,,,,
event_neverland1_03_e_162,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_162,False,,1,idle,,,,,,,,,,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,special,,,,
event_neverland1_03_e_163,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_163,True,,1,idle,,,,,,,,,,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,special,,,,
event_neverland1_03_e_164,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_164,True,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,3,special,,,,
