id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,play_sound,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_camera_shake
event_boomtheghost1_04_s_110,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_110,True,,,,,,,,,,,31,31,1.0,,,,,,1,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_111,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_111,False,,,,,,,,,,,black,black,1.0,,,,,,1,sleep_01,,,,frima_s,sfx_scn_down,,3,idle,
event_boomtheghost1_04_s_112,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_112,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,3,idle,
event_boomtheghost1_04_s_113,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_113,False,,,,,,,,,,Deck_n,black,black,1.0,,,,,frima_s,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_114,40084,event_boomtheghost1_04_s,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_04_s_114,False,elegg_s,1,idle,centi_s,13,surprise,tove_s,15,idle,,S_50,53,1.0,none,,,black,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_115,40084,event_boomtheghost1_04_s,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_04_s_115,False,,1,idle,,13,surprise,,15,idle,,53,53,1.0,,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_116,40084,event_boomtheghost1_04_s,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_04_s_116,True,,1,idle,,13,surprise,,15,idle,,53,53,1.0,bgm_story_spookaboo,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_117,40084,event_boomtheghost1_04_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_04_s_117,True,,1,idle,,13,surprise,,15,idle,,L_130,L_1300,0.7,,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_118,40084,event_boomtheghost1_04_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_04_s_118,True,,1,idle,,13,surprise,,15,special,,L_1300,S_1500,1.0,,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_119,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_119,True,,1,idle,,13,surprise,,15,special,,S_100,S_10,0.7,,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_120,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_120,False,,1,idle,,13,surprise,,15,special,,S_10,S_10,1.0,,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_121,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_121,False,,1,idle,,13,surprise,,15,special,,S_10,S_10,1.0,,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_122,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_122,False,,1,idle,,13,surprise,,15,special,,S_10,31,1.0,,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_123,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_123,False,,1,idle,,13,surprise,,15,idle,,31,31,1.0,,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_124,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_124,True,,1,idle,,13,surprise,,15,idle,,31,31,1.0,,,,,,5,sleep_01,,,,,,,3,idle,Low_2
event_boomtheghost1_04_s_125,40084,event_boomtheghost1_04_s,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_125,False,,1,idle,,13,surprise,,15,idle,,black,black,1.0,,,,,,5,sleep_01,,,,,sfx_scn_tyrantcry,,3,idle,
event_boomtheghost1_04_s_126,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_126,False,,1,idle,,13,surprise,,15,idle,,black,black,1.0,,,,,,5,sleep_01,,,,,,,3,idle,
event_boomtheghost1_04_s_127,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_127,False,,1,idle,,13,surprise,,15,idle,,black,black,1.0,,,,,,5,sleep_01,,,,,,,3,idle,
