id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_filter_01,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_oldtales2_06_s_112,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_112,False,,1,1,1.0,,,,,,sfx_scn_atomicshot,Low_2,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_113,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_113,False,EventScene_oldtales_11_5,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_114,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_114,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_115,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_115,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_116,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_116,False,,1,1,1.0,,,,,,sfx_scn_atomicexplosion,Low_2,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_117,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_117,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_118,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_118,True,,1,100,1.0,,hansel,hansel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_119,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_119,True,,100,100,1.0,,hansel,hansel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_120,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_120,True,,100,100,1.0,,abe,abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_121,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_121,False,SpaceElevator,black,black,1.0,,,,,,,,abe,3,idle,,,,,,cinderella,1,idle,,littlemermaid,17,think,,hansel,13,idle,,gretel,15,idle,
event_oldtales2_06_s_122,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_122,False,,black,black,1.0,,,,,,,,,3,idle,,,,,,,1,idle,,,17,think,,,13,idle,,,15,idle,
event_oldtales2_06_s_123,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_123,True,,L_170,17,1.0,,littlemermaid,littlemermaid,,,,,,3,idle,,,,,,,1,idle,,,17,think,,,13,idle,,,15,idle,
event_oldtales2_06_s_124,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_124,True,,17,1315,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,idle,,,17,think,,,13,idle,,,15,idle,
event_oldtales2_06_s_125,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_125,True,,1315,1,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,think,,,13,idle,,,15,idle,
event_oldtales2_06_s_126,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_126,True,,1,1,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,think,,,13,idle,,,15,idle,
event_oldtales2_06_s_127,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_127,True,,1,S_10,1.0,,cinderella,cinderella,,,sfx_scn_shieldmove,,,3,idle,,,,,,,1,"expression_0,idle_alt",,,17,think,,,13,idle,,,15,idle,
event_oldtales2_06_s_128,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_128,True,,S_10,S_100,0.5,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,angry_02,,,17,think,,,13,idle,,,15,idle,
event_oldtales2_06_s_129,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_129,False,,black,black,1.0,,cinderella,,,,sfx_scn_lazerfire2,,,3,idle,,,,,,,1,angry_02,,,17,think,,,13,idle,,,15,idle,
event_oldtales2_06_s_130,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_130,False,,black,black,1.0,,cinderella,,,,,,,3,idle,,,,,,,1,angry_02,,,17,think,,,13,idle,,,15,idle,
event_oldtales2_06_s_131,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_131,False,,black,black,1.0,,cinderella,,,,,,,3,idle,,,,,,,1,angry_02,,,17,idle,,,13,idle,,,15,idle,
event_oldtales2_06_s_132,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_132,True,,1315,1315,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,angry_02,,,17,idle,,,13,idle,,,15,idle,
event_oldtales2_06_s_133,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_133,True,,1315,17,1.0,,littlemermaid,littlemermaid,,,,,,3,idle,,,,,,,1,idle_alt,,,17,delight,,,13,idle,,,15,idle,
event_oldtales2_06_s_134,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_134,True,,31,31,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle_alt,,,17,delight,,,13,idle,,,15,idle,
event_oldtales2_06_s_135,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_135,True,,31,31,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle_alt,,,17,delight,,,13,idle,,,15,idle,
event_oldtales2_06_s_136,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_136,True,,31,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle_alt,,,17,delight,,,13,idle,,,15,idle,
event_oldtales2_06_s_137,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_137,True,,S_130,S_130,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,idle_alt,,,17,delight,,,13,idle,,,15,idle,
event_oldtales2_06_s_138,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_138,True,,30,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle_alt,,,17,delight,,,13,idle,,,15,idle,
event_oldtales2_06_s_139,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_139,True,,30,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle_alt,,,17,delight,,,13,idle,,,15,idle,
event_oldtales2_06_s_140,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_140,False,,30,30,1.0,,abe,,,,sfx_scn_buildingexp,Low_2,,3,idle,,,,,,,1,idle_alt,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_141,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_141,False,,30,50,1.0,,abe,,,,,,,3,idle,,,,,,,1,idle_alt,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_142,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_142,False,,50,500,1.0,,abe,,,,,,,3,idle,,,,,,,1,sad_02,,,17,rage,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_143,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_143,False,,500,500,1.0,,abe,,,,sfx_scn_rapturelanding,,,3,idle,,,,,,,1,sad_02,,,17,rage,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_144,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_144,False,,500,500,1.0,,abe,,,,,,,3,idle,,,,,,,1,sad_02,,,17,rage,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_145,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_145,False,,500,300,1.0,,abe,,,,,,,3,idle,,,,,,,1,sad_02,,,17,rage,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_146,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_146,True,,300,300,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,sad_02,,,17,rage,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_147,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_147,False,,300,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,sad_02,,,17,rage,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_148,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_148,True,,S_100,S_1300,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,sad_02,,,17,rage,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_149,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_149,True,,300,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,sad_02,,,17,surprise,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_150,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_150,True,,L_170,L_170,1.0,,littlemermaid,littlemermaid,,,,,,3,idle,,,,,,,1,sad_02,,,17,surprise,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_151,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_151,True,,S_10,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle_alt,,,17,surprise,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_152,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_152,True,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle_alt,,,17,surprise,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_153,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_153,True,,S_100,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle_alt,,,17,surprise,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_154,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_154,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle_alt,,,17,surprise,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_155,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_155,False,,S_10,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle_alt,,,17,surprise,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_156,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_156,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle_alt,,,17,surprise,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_157,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_157,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,angry_02,,,17,surprise,,,13,surprise,,,15,surprise,
event_oldtales2_06_s_158,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_158,True,,S_10,S_100,0.5,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,angry_02,,,17,surprise,,,13,surprise,,,15,surprise,
