id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,set_filter_01,set_filter_02,play_sound
event_absolute2_01_s_125,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_125,False,FlowerRoad,black,black,1.0,,,,,,,,vesti,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_126,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_126,True,,XS_1300,XS_1300,1.0,,,,,,,,vesti,vesti,,,,,,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_127,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_127,True,,XS_1300,XS_1300,1.0,,,,,,,,vesti,vesti,,,,,,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_128,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_128,False,CrystalCity,black,black,1.0,,vesti,13,sad,behemoth,1,idle,eunhwa,,,,eunhwa,3,angry,,,,,,emma,15,rage,,Grey,Vignetting,
event_absolute2_01_s_129,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_129,False,,31,31,1.0,,,13,sad,,1,idle,eunhwa,behemoth,,,,3,angry,,,,,,,15,rage,,Grey,Vignetting,
event_absolute2_01_s_130,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_130,False,,31,31,1.0,,,13,sad,,1,idle,eunhwa,,,,,3,angry,,,,,,,15,rage,,Grey,Vignetting,sfx_scn_crystalgrowupmed
event_absolute2_01_s_131,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_131,True,,31,31,1.0,,,13,sad,,1,idle,eunhwa,eunhwa,,,,3,angry,,,,,,,15,rage,,Grey,Vignetting,
event_absolute2_01_s_132,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_132,False,,31,31,1.0,,,13,sad,,1,idle,eunhwa,,,,,3,angry,,,,,,,15,rage,,Grey,Vignetting,
event_absolute2_01_s_133,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_133,True,,31,1315,1.0,,,13,special,,1,idle,vesti,vesti,,,,3,angry,,,,,,,15,rage,,Grey,Vignetting,
event_absolute2_01_s_134,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_134,False,none,black,black,1.0,,,13,special,,1,idle,emma,,vesti,behemoth,,3,angry,,,,,eunhwa,,15,rage,,,,
event_absolute2_01_s_135,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_135,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,15,rage,emma,,,
event_absolute2_01_s_136,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_136,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_137,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_137,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_138,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_138,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_139,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_139,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_140,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_140,False,RuinIndoor,black,black,1.0,,signal,1,angry,emma_t,3,surprise,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_141,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_141,True,,black,black,1.0,none,,1,angry,,3,surprise,signal,signal,,,,,,,,,,,,,,,,,
event_absolute2_01_s_142,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_142,True,,300,30,0.7,,,1,angry,,3,surprise,emma_t,emma_t,,,,,,,,,,,,,,,,,
event_absolute2_01_s_143,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_143,True,,30,31,1.0,,,1,idle,,3,surprise,signal,signal,,,,,,,,,,,,,,,,,
event_absolute2_01_s_144,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_144,True,,31,31,1.0,,,1,idle,,3,surprise,emma_t,emma_t,,,,,,,,,,,,,,,,,
