id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,play_sound,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,set_camera_shake
event_ce004_1_prologue_103,40055,event_ce004_1_prologue,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_prologue_103,True,,15,angry,,13,angry,,17,no,,10,10,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,think,,,,,
event_ce004_1_prologue_104,40055,event_ce004_1_prologue,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_prologue_104,True,,15,angry,,13,angry,,17,no,,30,30,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,angry,,1,think,,,,,
event_ce004_1_prologue_105,40055,event_ce004_1_prologue,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_1_prologue_105,False,,15,angry,,13,angry,,17,no,,50,50,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,think,,,,,
event_ce004_1_prologue_106,40055,event_ce004_1_prologue,Speech,anis,anis,Locale_SubScenario:event_ce004_1_prologue_106,True,,15,angry,,13,void,,17,no,,130,130,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,think,,,,,
event_ce004_1_prologue_107,40055,event_ce004_1_prologue,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_prologue_107,True,,15,angry,,13,void,,17,no,,2,2,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_108,40055,event_ce004_1_prologue,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_prologue_108,True,,15,angry,,13,void,,17,no,,2,2,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_109,40055,event_ce004_1_prologue,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_prologue_109,True,,15,angry,,13,void,,17,no,,2,2,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_110,40055,event_ce004_1_prologue,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_prologue_110,True,,15,angry,,13,void,,17,no,,2,2,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_111,40055,event_ce004_1_prologue,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_prologue_111,True,,15,idle,,13,void,,17,no,,150,150,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_112,40055,event_ce004_1_prologue,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_prologue_112,True,,15,idle,,13,void,,17,no,,150,150,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_113,40055,event_ce004_1_prologue,Self,rapi,,Locale_SubScenario:event_ce004_1_prologue_113,False,,15,idle,,13,void,,17,no,,150,150,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_114,40055,event_ce004_1_prologue,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_prologue_114,True,,15,idle,,13,void,,17,no,,150,150,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_115,40055,event_ce004_1_prologue,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_prologue_115,True,,15,idle,,13,void,,17,no,,150,150,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_116,40055,event_ce004_1_prologue,Self,rapi,,Locale_SubScenario:event_ce004_1_prologue_116,False,,15,idle,,13,void,,17,no,,150,150,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_117,40055,event_ce004_1_prologue,Speech,rapi,rapi,Locale_SubScenario:event_ce004_1_prologue_117,True,,15,idle,,13,void,,17,no,,150,150,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_118,40055,event_ce004_1_prologue,Self,rapi,,Locale_SubScenario:event_ce004_1_prologue_118,False,,15,idle,,13,void,,17,no,,150,10,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_119,40055,event_ce004_1_prologue,Self,rapi,,Locale_SubScenario:event_ce004_1_prologue_119,False,,15,idle,,13,void,,17,no,,10,10,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,surprise,,,,,
event_ce004_1_prologue_120,40055,event_ce004_1_prologue,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_prologue_120,True,,15,idle,,13,void,,17,no,,10,10,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,idle,,,,,
event_ce004_1_prologue_121,40055,event_ce004_1_prologue,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_prologue_121,True,,15,idle,,13,void,,17,no,,10,10,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,idle,,,,,
event_ce004_1_prologue_122,40055,event_ce004_1_prologue,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_prologue_122,True,,15,idle,,13,void,,17,no,,10,10,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,idle,,,,,
event_ce004_1_prologue_123,40055,event_ce004_1_prologue,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_prologue_123,True,,15,idle,,13,void,,17,no,,10,10,1.0,,,,,,,,,,,,7,surprise,,5,idle,,3,idle,,1,idle,,,,,
