id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,play_sound
event_boomtheghost1_01_e_112,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_112,True,,,,,3,think,,53,53,1.0,,rapi_ss,rapi_ss,,,,,5,etc,,,,,,,,,,,,,,
event_boomtheghost1_01_e_113,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_113,True,,,,,3,think,,53,53,1.0,,rapi_ss,rapi_ss,,,,,5,etc,,,,,,,,,,,,,,
event_boomtheghost1_01_e_114,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_114,True,,,,,3,think,,53,5,1.0,,yan,yan,,,,,5,etc,,,,,,,,,,,,,,
event_boomtheghost1_01_e_115,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_115,False,,,,,3,think,,5,5,1.0,,yan,,,,,,5,etc,,,,frima,1,idle,,,,,,,,
event_boomtheghost1_01_e_116,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_116,True,,,,,3,think,,5,S_50,1.0,,yan,yan,,,,,5,etc,,,,,1,idle,,,,,,,,
event_boomtheghost1_01_e_117,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_117,True,,,,,3,delight,,S_50,30,1.0,,rapi_ss,rapi_ss,,,,,5,etc,,,,,1,idle,,,,,,,,
event_boomtheghost1_01_e_118,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_118,False,,,,,3,delight,,30,30,1.0,,rapi_ss,,,,,,5,etc,,,,,1,idle,,,,,,,,
event_boomtheghost1_01_e_119,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_119,True,,,,,3,delight,,30,10,1.0,,frima,frima,,,,,5,etc,,,,,1,idle,,,,,,,,
event_boomtheghost1_01_e_120,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_120,True,,,,,3,delight,,10,10,1.0,,frima,frima,,,,centi,5,etc,,,,,1,idle,yan,,,tove,7,no,,
event_boomtheghost1_01_e_121,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_121,True,,,,,3,delight,,10,10,1.0,,frima,frima,,,,,5,idle,,,,,1,idle,,,,,7,no,,
event_boomtheghost1_01_e_122,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_122,True,,,,,3,delight,,10,30,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,,,,1,idle,,,,,7,no,,
event_boomtheghost1_01_e_123,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_123,False,,,,,3,delight,,30,30,1.0,,rapi_ss,,,,,,5,idle,,,,,1,idle,,,,,7,no,,
event_boomtheghost1_01_e_124,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_124,True,,,,,3,delight,,30,300,0.5,,rapi_ss,rapi_ss,,,,,5,idle,,,,,1,idle,,,,,7,no,,
event_boomtheghost1_01_e_125,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_125,True,,,,,3,delight,,300,L_500,1.0,,centi,centi,,,,,5,idle,,,,,1,idle,,,,,7,no,,
event_boomtheghost1_01_e_126,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_126,True,,,,,3,delight,,L_500,L_50,1.0,,centi,centi,,,,,5,idle,,,,,1,idle,,frima,,,7,no,,
event_boomtheghost1_01_e_127,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_127,True,,,,,3,delight,,L_50,53,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,,,,,,,,,,7,no,,
event_boomtheghost1_01_e_128,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_128,True,,,,,3,think,,53,53,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,,,,,,,,,,7,no,,
event_boomtheghost1_01_e_129,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_129,False,,,,,3,think,,53,53,1.0,,rapi_ss,,,,,,5,idle,,,,,,,,,,,7,no,,
event_boomtheghost1_01_e_130,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_130,True,,,,,3,think,,53,53,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,,,,,,,,,,7,no,,
event_boomtheghost1_01_e_131,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_131,True,,,,,3,think,,S_70,S_700,0.5,,tove,tove,,,,,5,idle,,,,,,,,,,,7,no,,
event_boomtheghost1_01_e_132,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_132,True,,,,,3,think,,L_500,L_50,1.0,,centi,centi,,,,,5,idle,,,,,,,,,,,7,no,,
event_boomtheghost1_01_e_133,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_133,True,,,,,3,think,,L_50,75,1.0,,tove,tove,,,,,5,idle,,,,,,,,,,,7,shy,,
event_boomtheghost1_01_e_134,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_134,True,,,,,3,think,,75,75,1.0,,centi,centi,,,,,5,delight,,,,,,,,,,,7,shy,,
event_boomtheghost1_01_e_135,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_135,True,,,,,3,think,,S_70,S_700,0.5,,tove,tove,,,,,5,delight,,,,,,,,,,,7,shy,,
event_boomtheghost1_01_e_136,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_136,True,,,,,3,think,,L_50,L_500,0.5,,centi,centi,,,,,5,delight,,,,,,,,,,,7,shy,,
event_boomtheghost1_01_e_137,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_137,True,,,,,3,delight,,L_500,300,1.0,,rapi_ss,rapi_ss,,,,,5,delight,,,,,,,,,,,7,shy,,
event_boomtheghost1_01_e_138,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_138,False,,,,,3,delight,,300,300,1.0,,rapi_ss,,,,,,5,delight,,,,,,,,,,,7,shy,,
event_boomtheghost1_01_e_139,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_139,True,,,,,3,delight,,300,S_100,1.0,,elegg,elegg,,,,,5,delight,elegg,1,idle,,,,,,,,7,shy,tove,
event_boomtheghost1_01_e_140,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_140,True,,,,,3,delight,,S_100,S_10,1.0,,elegg,elegg,,,,,5,delight,,1,idle,,,,centi,,,,,,,
event_boomtheghost1_01_e_141,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_141,True,,,,,3,delight,,S_10,31,1.0,,rapi_ss,rapi_ss,,,,,,,,1,idle,,,,,,,,,,,
event_boomtheghost1_01_e_142,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_142,True,,,,,3,delight,,31,31,1.0,,elegg,elegg,,,,,,,,1,worry,,,,,,,,,,,
event_boomtheghost1_01_e_143,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_143,True,,,,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,1,worry,,,,,,,,,,,
event_boomtheghost1_01_e_144,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_144,False,,,,,3,delight,,31,31,1.0,,elegg,elegg,,,,,,,,1,worry,,,,,,,,,,,
event_boomtheghost1_01_e_145,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_145,True,,,,,3,delight,,black,black,1.0,,rapi_ss,rapi_ss,,,,,,,,1,worry,,,,,,,,,,,
event_boomtheghost1_01_e_146,40084,event_boomtheghost1_01_e,Monologue,Locale_MainScenario:event_boomtheghost1_01_e_146,False,,,,,3,delight,,500,500,1.0,,rapi_ss,,,,,,,,,1,idle,,,,,,,,,,,
event_boomtheghost1_01_e_147,40084,event_boomtheghost1_01_e,Monologue,Locale_MainScenario:event_boomtheghost1_01_e_147,False,,,,,3,delight,,500,500,1.0,,rapi_ss,,,,,,,,,1,idle,,,,,,,,,,,
event_boomtheghost1_01_e_148,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_148,True,,,,,3,think,,500,300,1.0,,rapi_ss,rapi_ss,,,,,,,,1,idle,,,,,,,,,,,
event_boomtheghost1_01_e_149,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_149,True,,,,,3,think,,300,300,1.0,,rapi_ss,rapi_ss,,,,,,,,1,idle,,,,,,,,,,,
event_boomtheghost1_01_e_150,40084,event_boomtheghost1_01_e,Narration,Locale_MainScenario:event_boomtheghost1_01_e_150,False,,,,,3,think,,black,black,1.0,none,dorothy,,,rapi_ss,,,,,,1,idle,,,,,,elegg,,,,,sfx_scn_autodooropen
event_boomtheghost1_01_e_151,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_151,False,dorothy,1,think,,,,,100,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_152,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_152,True,,1,think,,,,,100,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_153,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_153,True,,1,think,,,,,100,10,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
