id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,highlight,fade,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_coinsinrush1_06_s_120,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_120,True,,L_100,L_10,0.5,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_121,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_121,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_122,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_122,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_123,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_123,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_124,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_124,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_125,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_125,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_126,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_126,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_127,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_127,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_128,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_128,False,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_129,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_129,False,,black,black,1.0,sfx_scn_down,none,,,,,,1,idle,,,,,,,,,,,,
event_coinsinrush1_06_s_130,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_130,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_131,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_131,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_132,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_132,False,,L_10,L_10,1.0,,bgm_story_tepidappleade,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_133,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_133,False,,black,black,1.0,sfx_scn_dooropenfast2,,,,,,,1,idle,milk_b,3,angry1,,,,,,,ade_b,5,no
event_coinsinrush1_06_s_134,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_134,True,,4,4,1.0,,,milk_b,,,,,1,idle,,3,angry1,milk_b,,,,,,,5,no
event_coinsinrush1_06_s_135,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_135,True,,4,4,1.0,,,ade_b,,,,,1,idle,,3,angry1,ade_b,,,,,,,5,no
event_coinsinrush1_06_s_136,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_136,False,,4,4,1.0,,,,,,,,1,idle,,3,angry1,ade_b,,,,,,,5,no
event_coinsinrush1_06_s_137,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_137,False,,4,4,1.0,,,,,,,,1,idle,,3,angry1,ade_b,,,,,,,5,no
event_coinsinrush1_06_s_138,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_138,True,,4,4,1.0,,,ade_b,,,,,1,idle,,3,angry1,ade_b,,,,,,,5,worry
event_coinsinrush1_06_s_139,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_139,True,,4,4,1.0,,,milk_b,,,,,1,idle,,3,good,milk_b,,,,,,,5,worry
event_coinsinrush1_06_s_140,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_140,True,,4,4,1.0,,,milk_b,,,,,1,idle,,3,good,milk_b,,,,,,,5,worry
event_coinsinrush1_06_s_141,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_141,True,,4,4,1.0,,,milk_b,,,,,1,idle,,3,good,milk_b,,,,,,,5,worry
event_coinsinrush1_06_s_142,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_142,False,,4,4,1.0,,,,,,,,1,idle,,3,good,milk_b,,,,,,,5,worry
event_coinsinrush1_06_s_143,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_143,True,,4,L_10,1.0,,,verygentleman,,,,,1,idle,,3,good,verygentleman,,,,,,,5,worry
event_coinsinrush1_06_s_144,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_144,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,3,good,verygentleman,,,,,,,5,worry
event_coinsinrush1_06_s_145,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_145,False,,L_10,L_10,1.0,,,,,,,,1,idle,,3,surprise3,verygentleman,,,,,,,5,worry
event_coinsinrush1_06_s_146,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_146,False,,L_10,4,1.0,,,ade_b,,,,,1,idle,,3,surprise3,ade_b,,,,,,,5,surprise
event_coinsinrush1_06_s_147,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_147,True,,4,4,1.0,,,milk_b,,,,,1,idle,,3,surprise3,milk_b,,,,,,,5,surprise
event_coinsinrush1_06_s_148,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_148,True,,4,4,1.0,,,ade_b,,,,,1,idle,,3,surprise3,ade_b,,,,,,,5,idle
event_coinsinrush1_06_s_149,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_149,True,,4,4,1.0,,,ade_b,,,,,1,idle,,3,good,ade_b,,,,,,,5,idle
event_coinsinrush1_06_s_150,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_150,True,,4,4,1.0,,bgm_inark,ade_b,,,,,1,idle,,3,good,ade_b,,,,,,,5,delight
event_coinsinrush1_06_s_151,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_151,True,,4,4,1.0,,,ade_b,,,,,1,idle,,3,good,ade_b,,,,,,,5,delight
event_coinsinrush1_06_s_152,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_152,True,,4,4,1.0,,,milk_b,,,,,1,idle,,3,good,milk_b,,,,,,,5,delight
event_coinsinrush1_06_s_153,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_153,True,,4,4,1.0,,,milk_b,,,,,1,idle,,3,delight2,milk_b,,,,,,,5,delight
event_coinsinrush1_06_s_154,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_154,False,,4,4,1.0,,,,,,,,1,idle,,3,delight2,milk_b,,,,,,,5,delight
event_coinsinrush1_06_s_155,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_155,True,,4,50,1.0,,,ade_b,,,,,1,idle,,3,delight2,ade_b,,,,,,,5,shy2
event_coinsinrush1_06_s_156,40088,event_coinsinrush1_06_s,Choice,Locale_MainScenario:event_coinsinrush1_06_s_156,False,,50,50,1.0,,,,,,,,1,idle,,3,delight2,ade_b,,,,,event_coinsinrush1_06_s_158,,5,shy2
event_coinsinrush1_06_s_157,40088,event_coinsinrush1_06_s,Choice,Locale_MainScenario:event_coinsinrush1_06_s_157,False,,50,50,1.0,,,,,,,,1,idle,,3,delight2,ade_b,,,,,event_coinsinrush1_06_s_159,,5,shy2
event_coinsinrush1_06_s_158,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_158,True,,50,50,1.0,,,ade_b,,,,,1,idle,,3,delight2,ade_b,,,,,event_coinsinrush1_06_s_160,,5,delight
event_coinsinrush1_06_s_159,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_159,True,,50,50,1.0,,,ade_b,,,,,1,idle,,3,delight2,ade_b,,,,,,,5,shy2
event_coinsinrush1_06_s_160,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_160,False,,50,50,1.0,sfx_scn_bigcrowdcheer,,,,,,,1,idle,,3,delight2,,,,,,,,5,surprise
event_coinsinrush1_06_s_161,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_161,False,,50,50,1.0,,,,,,,,1,idle,,3,delight2,,,,,,,,5,surprise
event_coinsinrush1_06_s_162,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_162,False,,50,50,1.0,,,,,,,,1,idle,,3,surprise3,,,,,,,,5,surprise
event_coinsinrush1_06_s_163,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_163,True,,50,50,1.0,,,rouge_b_op,rouge_b_op,OP_leftup,delight,,1,idle,,3,surprise3,rouge_b_op,,,,,,,5,surprise
event_coinsinrush1_06_s_164,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_164,False,,50,50,1.0,,,,,OP_leftup,delight,,1,idle,,3,surprise3,rouge_b_op,,,,,,,5,surprise
event_coinsinrush1_06_s_165,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_165,True,,50,50,1.0,,,rouge_b_op,,OP_leftup,delight2,,1,idle,,3,surprise3,rouge_b_op,,,,,,,5,surprise
event_coinsinrush1_06_s_166,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_166,True,,50,50,1.0,,,rouge_b_op,,OP_leftup,delight2,,1,idle,,3,surprise3,rouge_b_op,,,,,,,5,surprise
