id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,fade,play_sound
event_beautyfullshot1_03_s_90,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_90,True,,1,idle,,13,angry,,3,angry,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_91,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_91,True,,1,idle,,13,angry,,3,angry,,5,idle,anis_s,15,idle,neon_s,17,idle,rapi_s,19,idle,,,,,,,,S_30,S_300,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_92,40051,event_beautyfullshot1_03_s,Speech,anis_s,Locale_MainScenario:event_beautyfullshot1_03_s_92,True,,1,idle,,13,angry,,3,angry,,5,idle,,15,idle,,17,idle,,19,idle,,,,,,,,1517,1517,1.0,event_bgm_beautyfullshot_seasidedance,anis_s,,,,,,,,,,,
event_beautyfullshot1_03_s_93,40051,event_beautyfullshot1_03_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_03_s_93,True,,1,idle,,13,angry,,3,angry,,5,idle,,15,idle,,17,idle,,19,idle,,,,,,,,1517,1517,1.0,,neon_s,,,,,,,,,,,
event_beautyfullshot1_03_s_94,40051,event_beautyfullshot1_03_s,Speech,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_s_94,True,,1,idle,,13,angry,,3,angry,,5,idle,,15,idle,,17,idle,,19,idle,mary_s,15,idle,,,,,190,190,1.0,,rapi_s,,,,,anis_s,,,,,,
event_beautyfullshot1_03_s_95,40051,event_beautyfullshot1_03_s,Speech,mary_s,Locale_MainScenario:event_beautyfullshot1_03_s_95,True,,1,idle,,13,angry,,3,angry,,5,idle,maiden_s,7,idle,,17,idle,,19,idle,,15,idle,,,,,150,150,1.0,,mary_s,,,,,,,,,,,
event_beautyfullshot1_03_s_96,40051,event_beautyfullshot1_03_s,Speech,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_96,True,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,17,idle,,19,idle,,15,idle,,,,,S_70,S_700,1.0,,maiden_s,,,,,,neon_s,rapi_s,mary_s,,,
event_beautyfullshot1_03_s_97,40051,event_beautyfullshot1_03_s,Speech,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_97,True,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,guilty_s,9,idle,,,,,,,,,,,S_700,S_700,1.0,,maiden_s,,,,,,,,,,,
event_beautyfullshot1_03_s_98,40051,event_beautyfullshot1_03_s,Speech,guilty_s,Locale_MainScenario:event_beautyfullshot1_03_s_98,True,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,9,idle,,,,,,,,,,,S_700,900,1.0,,guilty_s,,,,,,,,,,,
event_beautyfullshot1_03_s_99,40051,event_beautyfullshot1_03_s,Speech,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_99,True,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,9,idle,,,,,,,,,,,900,97,1.0,,maiden_s,,,,,,,,,,,
event_beautyfullshot1_03_s_100,40051,event_beautyfullshot1_03_s,Speech,guilty_s,Locale_MainScenario:event_beautyfullshot1_03_s_100,True,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,9,idle,,,,,,,,,,,97,97,1.0,,guilty_s,,,,,,,,,,,
event_beautyfullshot1_03_s_101,40051,event_beautyfullshot1_03_s,Speech,jackal,Locale_MainScenario:event_beautyfullshot1_03_s_101,True,,1,idle,,13,angry,,3,angry,,5,shy_02,,7,idle,,9,idle,,,,,,,,,,,97,53,1.5,,jackal,,,,,,,,,,,
event_beautyfullshot1_03_s_102,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_102,False,,1,idle,,13,angry,,3,sad,,5,shy_02,,7,idle,,9,idle,,,,,,,,,,,53,53,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_103,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_103,True,,1,idle,,13,angry,,3,sad,,5,shy_02,,7,idle,,9,idle,,,,,,,,,,,130,130,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_104,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_104,True,,1,idle,,13,angry,,3,sad,,5,idle,,7,idle,,9,idle,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_105,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_105,True,,1,idle,,13,angry,,3,good,,5,idle,,7,idle,,9,idle,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_106,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_106,True,,1,idle,,13,angry,,3,good,,5,idle,,7,idle,,9,idle,,,,,,,,,,,130,130,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_107,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_107,True,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,9,idle,,,,,,,,,,,130,130,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_108,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_108,True,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,9,idle,,,,,,,,,,,130,1300,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_109,40051,event_beautyfullshot1_03_s,Speech,guilty_s,Locale_MainScenario:event_beautyfullshot1_03_s_109,True,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,9,surprise,,,,,,,,,,,90,900,0.5,,guilty_s,,,,,,,,,,,
event_beautyfullshot1_03_s_110,40051,event_beautyfullshot1_03_s,Speech,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_110,True,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,9,surprise,,,,,,,,,,,S_70,S_700,0.5,,maiden_s,,,,,,,,,,,
event_beautyfullshot1_03_s_111,40051,event_beautyfullshot1_03_s,Narration,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_111,False,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,9,surprise,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,sfx_scn_jellyfishhit
event_beautyfullshot1_03_s_112,40051,event_beautyfullshot1_03_s,Monologue,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_112,False,,1,idle,,13,angry,,3,angry,,5,idle,,7,idle,,9,surprise,,,,,,,,,,,black,black,1.0,,,,,,,maiden_s,guilty_s,,,,,
event_beautyfullshot1_03_s_113,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_113,False,,1,surprise,,13,think,,3,angry,,5,idle,,,,,,,,,,,,,,,,,13,130,0.5,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_114,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_114,False,,1,surprise,,13,think,,3,angry,,5,idle,,,,,,,,,,,,,,,,,1,10,0.5,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_115,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_115,True,,1,surprise,,13,think,,3,angry,,5,idle,,,,,,,,,,,,,,,,,10,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_116,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_116,True,,1,surprise,,13,think,,3,angry,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_117,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_117,True,,1,surprise,,13,think,,3,angry,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_118,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_118,True,,1,void,,13,think,,3,angry,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_119,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_119,True,,1,void,,13,think,,3,angry,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_120,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_120,True,,1,sad,,13,think,,3,angry,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_121,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_121,True,,1,sad,,13,angry,,3,angry,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_122,40051,event_beautyfullshot1_03_s,Narration,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_122,False,,1,sad,,13,angry,,3,angry,,5,idle,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,sfx_scn_polaroidshutter
event_beautyfullshot1_03_s_123,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_123,False,,1,sad,,13,angry,,3,angry,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_124,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_124,False,,1,sad,,13,angry,,3,angry,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_125,40051,event_beautyfullshot1_03_s,Narration,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_125,False,,1,sad,,13,angry,,3,angry,,5,idle,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,sfx_scn_jellyfishdrop
event_beautyfullshot1_03_s_126,40051,event_beautyfullshot1_03_s,Monologue,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_126,False,,1,sad,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_127,40051,event_beautyfullshot1_03_s,Speech,jackal,Locale_MainScenario:event_beautyfullshot1_03_s_127,True,,1,sad,,13,angry,,3,idle,,5,shy_01,,,,,,,,,,,,,,,,,S_50,S_50,1.0,,jackal,,,,,,,,,,,
event_beautyfullshot1_03_s_128,40051,event_beautyfullshot1_03_s,Speech,jackal,Locale_MainScenario:event_beautyfullshot1_03_s_128,True,,1,sad,,13,angry,,3,idle,,5,shy_01,,,,,,,,,,,,,,,,,S_50,S_500,1.0,,jackal,,,,,,,,,,,
event_beautyfullshot1_03_s_129,40051,event_beautyfullshot1_03_s,Narration,jackal,Locale_MainScenario:event_beautyfullshot1_03_s_129,False,,1,sad,,13,angry,,3,idle,,5,shy_01,,,,,,,,,,,,,,,,,S_500,S_500,1.0,,,,,,jackal,,,,,,,
event_beautyfullshot1_03_s_130,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_130,True,,1,sad,,13,angry,,3,idle,,,,,,,,,,,,,,,,,,,,S_500,S_300,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_131,40051,event_beautyfullshot1_03_s,Self,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_131,False,,1,sad,,13,angry,,3,idle,,,,,,,,,,,,,,,,,,,,S_300,S_300,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_132,40051,event_beautyfullshot1_03_s,Narration,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_132,False,,1,sad,,13,angry,,3,idle,,,,,,,,,,,,,,,,,,,EventScene_BeautyFullShot_01,black,black,1.0,none,,sakura_s,rosanna_s,viper_s,,,,,,,,sfx_scn_photoprint
event_beautyfullshot1_03_s_133,40051,event_beautyfullshot1_03_s,Narration,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_133,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,sfx_scn_paperwiggle
event_beautyfullshot1_03_s_134,40051,event_beautyfullshot1_03_s,Monologue,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_134,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_01,jellyfishpicture_02,1.0,bgm_story_profusion,,,,,,,,,,,,
event_beautyfullshot1_03_s_135,40051,event_beautyfullshot1_03_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_135,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_02,jellyfishpicture_02,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_136,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_136,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_02,jellyfishpicture_02,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_137,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_137,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_02,jellyfishpicture_02,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_138,40051,event_beautyfullshot1_03_s,Self,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_138,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_02,jellyfishpicture_02,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_139,40051,event_beautyfullshot1_03_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_139,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_02,jellyfishpicture_02,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_140,40051,event_beautyfullshot1_03_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_140,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_02,jellyfishpicture_01,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_141,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_141,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_01,jellyfishpicture_01,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_142,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_142,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_01,jellyfishpicture_01,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_143,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_143,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_01,jellyfishpicture_01,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_144,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_144,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_01,jellyfishpicture_01,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_145,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_145,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_01,jellyfishpicture_03,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_146,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_146,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_03,jellyfishpicture_04,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_147,40051,event_beautyfullshot1_03_s,Self,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_147,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_04,jellyfishpicture_02,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_148,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_148,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_02,jellyfishpicture_02,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_149,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_149,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jellyfishpicture_02,jellyfishpicture_02,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_150,40051,event_beautyfullshot1_03_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_150,False,sakura_s,1,smile,rosanna_s,13,idle,,,,,,,,,,,,,,,,,,,,,,CoralIslandInside_d,black,black,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_151,40051,event_beautyfullshot1_03_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_151,False,,1,smile,,13,idle,,,,,,,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_152,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_152,False,,1,smile,,13,idle,,,,,,,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_153,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_153,False,,1,smile,,13,idle,,,,,,,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_154,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_154,True,,1,smile,,13,idle,,,,,,,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_155,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_155,True,,1,smile,,13,idle,,,,,,,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_156,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_156,True,,1,smile,,13,idle,,,,,,,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_157,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_157,True,,1,smile,,13,idle,,,,,,,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_158,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_158,True,,1,smile,,13,idle,,,,,,,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
