id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_forrest_01_s_148,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_148,True,,1,1,1.0,,,,12,sad,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_149,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_149,True,,1,1,1.0,,,,12,sad,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_150,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_150,True,,1,1,1.0,,,,12,sad,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_151,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_151,True,,1,1,1.0,,,,12,sad,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_152,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_152,True,,1,1,1.0,none,,,12,sad,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_153,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_153,True,,1,1,1.0,,,,12,sad,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_154,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_154,True,,1,1,1.0,,,,12,idle,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_155,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_155,True,,L_140,L_140,1.0,,,,12,idle,trina,trina,,,14,angry,,,,2,idle
event_forrest_01_s_156,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_156,False,,L_140,L_140,1.0,bgm_story_empathize,,,12,sad,trina,flora,,,14,angry,,,,2,idle
event_forrest_01_s_157,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_157,True,,L_140,L_140,1.0,,,,12,sad,trina,trina,,,14,angry,,,,2,idle
event_forrest_01_s_158,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_158,True,,L_140,L_140,1.0,,,,12,sad,trina,trina,,,14,angry,,,,2,idle
event_forrest_01_s_159,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_159,True,,L_140,L_140,1.0,,,,12,sad,trina,trina,,,14,angry,,,,2,idle
event_forrest_01_s_160,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_160,True,,20,20,1.0,,,,12,sad,mana,mana,,,14,angry,,,,2,idle
event_forrest_01_s_161,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_161,True,,L_140,L_140,1.0,,,,12,sad,trina,trina,,,14,angry,,,,2,idle
event_forrest_01_s_162,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_162,True,,20,20,1.0,,,,12,sad,mana,mana,,,14,angry,,,,2,idle
event_forrest_01_s_163,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_163,False,,20,120,1.0,,,,12,sad,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_164,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_164,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_165,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_165,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_166,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_166,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_167,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_167,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_168,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_168,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_169,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_169,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_170,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_170,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_171,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_171,True,,120,1,1.0,,,,12,idle,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_172,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_172,True,,1,1,1.0,,,,12,idle,mana,mana,,,14,angry,,,,2,idle
event_forrest_01_s_173,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_173,True,,1,13,1.0,,,,12,idle,flora,flora,,,14,angry,,,,2,idle
event_forrest_01_s_174,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_174,True,,13,13,1.0,,,,12,idle,trina,trina,,,14,think1,,,,2,idle
event_forrest_01_s_175,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_175,True,,13,13,1.0,,,,12,delight,flora,flora,,,14,think1,,,,2,idle
event_forrest_01_s_176,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_176,True,,13,1,1.0,,,,12,delight,flora,flora,,,14,think1,,,,2,idle
event_forrest_01_s_177,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_177,True,,1,1,1.0,,,,12,delight,mana,mana,,,14,think1,,,,2,idle
event_forrest_01_s_178,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_178,True,,1,1,1.0,,,,12,delight,mana,mana,,,14,think1,,,,2,idle
event_forrest_01_s_179,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_179,True,,1,1,1.0,,,,12,delight,mana,mana,,,14,think1,,,,2,idle
event_forrest_01_s_180,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_180,True,,L_140,L_140,1.0,,,,12,delight,trina,trina,,,14,think2,,,,2,idle
event_forrest_01_s_181,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_181,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,think2,,,,2,idle
event_forrest_01_s_182,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_182,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,think2,,,,2,idle
event_forrest_01_s_183,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_183,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,think2,,,,2,idle
