id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_ce006_3_epilogue_138,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_138,False,,13,idle,,black,black,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_139,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_139,True,,13,idle,,130,130,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_140,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_140,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_141,40080,event_ce006_3_epilogue,Monologue,art,Locale_MainScenario:event_ce006_3_epilogue_141,False,,13,idle,EventScene_memoriesteller_09_5,black,black,1.0,,,com,,3,idle,,privaty,,1,idle,art
event_ce006_3_epilogue_142,40080,event_ce006_3_epilogue,Monologue,art,Locale_MainScenario:event_ce006_3_epilogue_142,False,,,,,black,black,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_143,40080,event_ce006_3_epilogue,Monologue,art,Locale_MainScenario:event_ce006_3_epilogue_143,False,,,,,black,black,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_144,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_144,True,,,,,1,memoriesteller_09_5_01,1.5,,art,,,,,,,,,,
event_ce006_3_epilogue_145,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_145,True,,,,,memoriesteller_09_5_01,memoriesteller_09_5_01,1.0,,art,,,,,,,,,,
event_ce006_3_epilogue_146,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_146,True,,,,,memoriesteller_09_5_01,memoriesteller_09_5_01,1.0,,art,,,,,,,,,,
event_ce006_3_epilogue_147,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_147,False,,,,,memoriesteller_09_5_01,memoriesteller_09_5_01,1.0,,com,,,,,,,,,,
event_ce006_3_epilogue_148,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_148,True,,,,,memoriesteller_09_5_01,memoriesteller_09_5_01,1.0,,com,,,,,,,,,,
event_ce006_3_epilogue_149,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_149,True,,,,,memoriesteller_09_5_01,memoriesteller_09_5_01,1.0,,com,,,,,,,,,,
event_ce006_3_epilogue_150,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_150,True,,,,,memoriesteller_09_5_01,memoriesteller_09_5_01,1.0,,com,,,,,,,,,,
event_ce006_3_epilogue_151,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_151,True,,,,,memoriesteller_09_5_01,memoriesteller_09_5_01,1.0,,com,,,,,,,,,,
event_ce006_3_epilogue_152,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_152,False,,,,,memoriesteller_09_5_01,memoriesteller_09_5_01,1.0,,privaty,,,,,,,,,,
event_ce006_3_epilogue_153,40080,event_ce006_3_epilogue,Monologue,,Locale_MainScenario:event_ce006_3_epilogue_153,False,,,,,memoriesteller_09_5_01,memoriesteller_09_5_01,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_154,40080,event_ce006_3_epilogue,Monologue,,Locale_MainScenario:event_ce006_3_epilogue_154,False,,,,,memoriesteller_09_5_01,1,1.3,,,,,,,,,,,,
event_ce006_3_epilogue_155,40080,event_ce006_3_epilogue,Monologue,,Locale_MainScenario:event_ce006_3_epilogue_155,False,,,,,1,1,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_156,40080,event_ce006_3_epilogue,Monologue,,Locale_MainScenario:event_ce006_3_epilogue_156,False,,,,,1,1,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_157,40080,event_ce006_3_epilogue,Monologue,,Locale_MainScenario:event_ce006_3_epilogue_157,False,,,,,1,1,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_158,40080,event_ce006_3_epilogue,Monologue,,Locale_MainScenario:event_ce006_3_epilogue_158,False,,,,,1,1,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_159,40080,event_ce006_3_epilogue,Monologue,,Locale_MainScenario:event_ce006_3_epilogue_159,False,,,,,1,1,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_160,40080,event_ce006_3_epilogue,Monologue,,Locale_MainScenario:event_ce006_3_epilogue_160,False,,,,,1,1,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_161,40080,event_ce006_3_epilogue,Narration,,Locale_MainScenario:event_ce006_3_epilogue_161,False,,,,,black,black,1.0,,,,,,,,,,,,
