id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_icedragonsaga1_04_e_109,40064,event_icedragonsaga1_04_e,Speech,volume_c,Locale_MainScenario:event_icedragonsaga1_04_e_109,True,,S_70,S_70,1.0,bgm_story_boogienight,volume_c,,3,idle,,1,worry,,13,idle,,,,,,,7,delight,
event_icedragonsaga1_04_e_110,40064,event_icedragonsaga1_04_e,Speech,volume_c,Locale_MainScenario:event_icedragonsaga1_04_e_110,True,,S_70,S_70,1.0,,volume_c,,3,idle,,1,worry,,13,idle,,,,,,,7,delight,
event_icedragonsaga1_04_e_111,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_111,True,,S_70,2,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,7,delight,
event_icedragonsaga1_04_e_112,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_112,True,,2,2,1.0,,maiden_w,,3,idle,,1,worry,,13,idle,,,,,,,7,delight,volume_c
event_icedragonsaga1_04_e_113,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_113,True,,2,2,1.0,,guillotine_w_no,,3,delight,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_114,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_114,True,,2,2,1.0,,guillotine_w_no,,3,delight,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_115,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_115,True,,2,2,1.0,,maiden_w,,3,delight,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_116,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_116,True,,2,2,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_117,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_117,True,,2,2,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_118,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_118,True,,2,2,1.0,,maiden_w,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_119,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_119,True,,2,2,1.0,,maiden_w,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_120,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_120,False,,2,L_10,1.0,,maiden_w,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_121,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_121,False,,L_10,L_10,1.0,,maiden_w,,3,idle,,1,surprise,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_122,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_122,True,,L_10,L_10,1.0,,maiden_w,,3,idle,,1,surprise,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_123,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_123,True,,L_10,2,1.0,,guillotine_w_no,,3,surprise,,1,surprise,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_124,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_124,True,,2,4,1.0,,chloe_v,,3,surprise,,1,surprise,,13,idle,,,,,,chloe_v,5,idle,
event_icedragonsaga1_04_e_125,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_125,True,,4,4,1.0,,chloe_v,,3,surprise,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_126,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_126,True,,4,4,1.0,,chloe_v,,3,surprise,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_127,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_127,False,,4,3,1.0,none,chloe_v,,3,worry,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_128,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_128,True,,3,3,1.0,,guillotine_w_no,,3,worry,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_129,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_129,True,,3,2,1.0,,guillotine_w_no,,3,worry,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_130,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_130,True,,2,2,1.0,,maiden_w,,3,worry,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_131,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_131,True,,2,3,1.0,,guillotine_w_no,,3,worry,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_132,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_132,True,,3,3,1.0,,guillotine_w_no,,3,think,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_133,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_133,True,,3,XS_30,1.0,event_bgm_neverland_snowflakes_night,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_134,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_134,True,,XS_30,XS_30,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_135,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_135,True,,XS_30,XS_30,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_136,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_136,True,,XS_30,XS_30,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_137,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_137,True,,XS_30,XS_30,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_138,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_138,False,,L_10,L_10,1.0,,maiden_w,,3,idle,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_139,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_139,True,,XS_30,XS_30,1.0,,guillotine_w_no,,3,delight,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_140,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_140,True,,XS_30,XS_300,1.0,,guillotine_w_no,,3,delight,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_141,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_141,True,,XS_300,2,0.7,none,maiden_w,,3,delight,,1,angry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_142,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_142,False,,black,black,1.0,,maiden_w,,3,delight,,1,angry,,13,idle,guillotine_w_no,maiden_w,vesti_c,,,,5,idle,chloe_v
event_icedragonsaga1_04_e_143,40064,event_icedragonsaga1_04_e,Narration,,Locale_MainScenario:event_icedragonsaga1_04_e_143,False,HotSpringInnIn_n,6,6,1.0,event_bgm_icedragonsaga_anotherhero,yulha,,,,,,,,,,,,,sfx_scn_write,black,yulha,1,idle,
event_icedragonsaga1_04_e_144,40064,event_icedragonsaga1_04_e,Self,,Locale_MainScenario:event_icedragonsaga1_04_e_144,False,,6,6,1.0,,yulha,,,,,,,,,,,,,,,,1,idle,
event_icedragonsaga1_04_e_145,40064,event_icedragonsaga1_04_e,Self,,Locale_MainScenario:event_icedragonsaga1_04_e_145,False,,6,6,1.0,,yulha,,,,,,,,,,,,,,,,1,idle,
event_icedragonsaga1_04_e_146,40064,event_icedragonsaga1_04_e,Speech,yulha,Locale_MainScenario:event_icedragonsaga1_04_e_146,True,,6,1,1.0,,yulha,,,,,,,,,,,,,,,,1,idle,
event_icedragonsaga1_04_e_147,40064,event_icedragonsaga1_04_e,Self,,Locale_MainScenario:event_icedragonsaga1_04_e_147,False,,1,1,1.0,,yulha,,,,,,,,,,,,,,,,1,idle,
event_icedragonsaga1_04_e_148,40064,event_icedragonsaga1_04_e,Speech,yulha,Locale_MainScenario:event_icedragonsaga1_04_e_148,True,,1,1,1.0,,yulha,,,,,,,,,,,,,,,,1,idle,
event_icedragonsaga1_04_e_149,40064,event_icedragonsaga1_04_e,Speech,yulha,Locale_MainScenario:event_icedragonsaga1_04_e_149,True,,1,1,1.0,,yulha,,,,,,,,,,,,,,,,1,idle,
