id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,play_sound,characters/7/hide_char_id
event_ce006_1_03_s_100,40079,event_ce006_1_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_1_03_s_100,True,,6,surprise,,2,idle,,8,surprise,,4,idle,,14,angry,,18,angry,,15,15,1.0,,,,,,16,worry,,,,,,,,,,
event_ce006_1_03_s_101,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_101,True,,6,surprise,,2,idle,,8,surprise,,4,idle,,14,angry,,18,angry,,8,S_80,1.3,,,,,,16,worry,,,,,,,,,,
event_ce006_1_03_s_102,40079,event_ce006_1_03_s,Narration,ce006_03,,Locale_MainScenario:event_ce006_1_03_s_102,False,,6,surprise,,2,idle,,8,surprise,,4,idle,,14,angry,,18,angry,,black,black,1.0,,,,,,16,worry,,,,,,,,,sfx_scn_buildingexp,
event_ce006_1_03_s_103,40079,event_ce006_1_03_s,Monologue,ce006_03,,Locale_MainScenario:event_ce006_1_03_s_103,False,,2,surprise,,6,idle,,8,surprise,,4,idle,,14,angry,,18,angry,,black,black,1.0,,,,,,16,worry,,,,,,,,,,
event_ce006_1_03_s_104,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_104,True,,2,surprise,,6,angry,,8,surprise,,4,idle,,14,angry,,18,angry,,7,7,1.0,,,,,,16,worry,,,,,,,,,,
event_ce006_1_03_s_105,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_105,True,,2,surprise,,6,angry,,8,surprise,,4,idle,,14,angry,,18,angry,,7,7,1.0,,,,,,16,worry,,,,,,,,,,
event_ce006_1_03_s_106,40079,event_ce006_1_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_03_s_106,True,,2,angry,,6,angry,,8,surprise,,4,idle,,14,angry,,18,angry,,black,black,1.0,,,,,,16,worry,,,,,ce006_01,,,,,
event_ce006_1_03_s_107,40079,event_ce006_1_03_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_1_03_s_107,False,,,,,6,angry,,8,surprise,,2,idle,,14,angry,,18,angry,,black,black,1.0,,ce006_03,roam,rapi,,16,worry,,,,,,ce006_npc_01,anis,neon,,
event_ce006_1_03_s_108,40079,event_ce006_1_03_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_1_03_s_108,False,ce006_01,4,angry,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
event_ce006_1_03_s_109,40079,event_ce006_1_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_03_s_109,True,,4,angry,,,,,,,,,,,,,,,,,4,40,1.3,,,,,,,,,,,,,,,,,
event_ce006_1_03_s_110,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_110,True,,4,angry,,,,,,,roam,2,idle,,,,,,,,40,3,1.3,,,,,,,,,,,,,,,,,
event_ce006_1_03_s_111,40079,event_ce006_1_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_03_s_111,False,,4,surprise,,,,,,,,2,idle,,,,,,,,3,3,1.0,,,,,,,,,,,,,,,,,
event_ce006_1_03_s_112,40079,event_ce006_1_03_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_1_03_s_112,False,,4,surprise,,,,,,,,2,idle,,,,,,,,3,3,1.0,,,,,,,,,,,,,,,,,
event_ce006_1_03_s_113,40079,event_ce006_1_03_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_1_03_s_113,False,,4,surprise,,,,,,,,2,idle,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,sfx_scn_movingrobot,
event_ce006_1_03_s_114,40079,event_ce006_1_03_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_1_03_s_114,False,,4,surprise,,,,,,,,2,idle,,,,,,,,black,black,1.0,,,roam,,,,,,,,,,,,,,
event_ce006_1_03_s_115,40079,event_ce006_1_03_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_1_03_s_115,False,,4,surprise,,,,,,,,,,,,,,,,,black,black,1.0,none,,,,,,,,,,,ce006_01,,,,sfx_scn_heavymetaldrop,
event_ce006_1_03_s_116,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_116,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
event_ce006_1_03_s_117,40079,event_ce006_1_03_s,Monologue,com,,Locale_MainScenario:event_ce006_1_03_s_117,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
event_ce006_1_03_s_118,40079,event_ce006_1_03_s,Monologue,com,,Locale_MainScenario:event_ce006_1_03_s_118,False,ce006_01,4,surprise,ce006_npc_01,6,idle,ce006_03,8,think,roam,2,idle,rapi,14,idle,anis,16,void,,black,black,1.0,,,,,neon,18,idle,,,,,,,,,,
event_ce006_1_03_s_119,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_119,True,,4,surprise,,6,idle,,8,think,,2,idle,,14,idle,,16,void,,3,3,1.0,collab_bgm_sb_field_floodedcs_inst,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_120,40079,event_ce006_1_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_03_s_120,True,,4,surprise,,6,idle,,8,think,,2,idle,,14,idle,,16,void,,3,3,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_121,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_121,True,,4,surprise,,6,idle,,8,think,,2,idle,,14,idle,,16,void,,3,3,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_122,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_122,False,,4,surprise,,6,idle,,8,think,,2,idle,,14,idle,,16,void,,3,3,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_123,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_123,True,,4,surprise,,6,idle,,8,think,,2,idle,,14,idle,,16,void,,3,3,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_124,40079,event_ce006_1_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_03_s_124,True,,4,no,,6,idle,,8,think,,2,idle,,14,idle,,16,void,,3,3,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_125,40079,event_ce006_1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_03_s_125,True,,4,no,,6,idle,,8,think,,2,idle,,14,think,,16,void,,15,15,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_126,40079,event_ce006_1_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_1_03_s_126,True,,4,no,,6,idle,,8,think,,2,idle,,14,think,,16,void,,15,17,1.3,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_127,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_127,True,,4,no,,6,idle,,8,think,,2,idle,,14,think,,16,void,,17,17,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_128,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_128,True,,4,no,,6,idle,,8,think,,2,idle,,14,think,,16,void,,17,17,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_129,40079,event_ce006_1_03_s,Self,anis,,Locale_MainScenario:event_ce006_1_03_s_129,False,,4,no,,6,idle,,8,think,,2,idle,,14,think,,16,void,,17,17,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_130,40079,event_ce006_1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_03_s_130,True,,4,no,,6,idle,,8,think,,2,idle,,14,idle,,16,void,,17,15,1.3,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_131,40079,event_ce006_1_03_s,Self,rapi,,Locale_MainScenario:event_ce006_1_03_s_131,False,,4,no,,6,idle,,8,think,,2,idle,,14,idle,,16,void,,15,15,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_132,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_132,True,,4,no,,6,idle,,8,surprise,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_133,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_133,True,,4,no,,6,idle,,8,surprise,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_134,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_134,True,,4,no,,6,idle,,8,think,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_135,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_135,True,,4,no,,6,pain,,8,think,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_136,40079,event_ce006_1_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_03_s_136,True,,4,no,,6,pain,,8,think,,2,idle,,14,idle,,16,void,,40,40,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_137,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_137,True,,4,no,,6,pain,,8,sad,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_138,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_138,True,,4,no,,6,pain,,8,sad,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_139,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_139,True,,4,no,,6,pain,,8,sad,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_140,40079,event_ce006_1_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_03_s_140,True,,4,no,,6,pain,,8,sad,,2,idle,,14,idle,,16,void,,40,40,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_141,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_141,True,,4,no,,6,pain,,8,no,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_142,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_142,True,,4,no,,6,pain,,8,angry,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_143,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_143,True,,4,no,,6,pain,,8,angry,,2,idle,,14,idle,,16,void,,7,7,1.0,,,,,,18,idle,,,,,,,,,,
