id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,set_filter_01,fade,jump_target,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_02,characters/2/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_killthelord_06_e_143,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_143,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_144,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_144,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_145,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_145,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_146,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_146,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_147,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_147,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_148,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_148,True,,1,void,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_149,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_149,True,,1,void,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_150,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_150,True,,1,think,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_151,40043,event_killthelord_06_e,Monologue,d_w,Locale_SubScenario:event_killthelord_06_e_151,False,,1,think,,10,1,1.0,,,,,,,sfx_scn_handtouchsmooth,,,,,,,,,,
event_killthelord_06_e_152,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_152,True,,1,idle,,1,1,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_153,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_153,True,,1,good,,1,1,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_154,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_154,True,,1,good,,1,1,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_155,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_155,True,,1,idle,,1,1,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_156,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_156,False,,13,idle,,1,1,1.0,,,d_w,,,,sfx_scn_heelfootstep,,,,,,,,,,
event_killthelord_06_e_157,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_157,False,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_158,40043,event_killthelord_06_e,Narration,,Locale_SubScenario:event_killthelord_06_e_158,False,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
