id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade
event_seayouagain1_05_s_102,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_102,True,,1,angry,,13,idle,,17,no,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_103,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_103,True,,1,angry,,13,idle,,17,no,,70,70,1.0,,,rapi_s,rapi_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_104,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_104,True,,1,angry,,13,idle,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_105,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_105,True,,1,angry,,13,idle,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_106,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_106,True,,1,angry,,13,idle,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_107,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_107,True,,1,angry,,13,idle,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_108,40024,event_seayouagain1_05_s,Self,Locale_MainScenario:event_seayouagain1_05_s_108,False,,1,void,,13,idle,,17,no,,130,130,1.0,,,,,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_109,40024,event_seayouagain1_05_s,Self,Locale_MainScenario:event_seayouagain1_05_s_109,False,,1,void,,13,idle,,17,no,,130,130,1.0,,,,,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_110,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_110,True,,1,void,,13,think,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_111,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_111,True,,1,void,,13,think,,17,no,,XS_170,XS_170,1.0,,,liter_s,liter_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_112,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_112,True,,1,void,,13,idle,,17,no,,XS_170,XS_170,1.0,,,liter_s,liter_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_113,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_113,True,,1,void,,13,idle,,17,no,,XS_170,XS_170,1.0,,,liter_s,liter_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_114,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_114,False,,1,void,,13,idle,,17,no,,70,70,1.0,,,rapi_s,rapi_s,,,,,,19,surprise,,7,think,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_115,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_115,True,,1,void,,13,idle,,17,no,,70,7,1.0,,,rapi_s,rapi_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_116,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_116,True,,1,void,,13,idle,,17,no,,7,7,1.0,,,rapi_s,rapi_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_117,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_117,True,,1,void,,13,idle,,17,no,,7,7,1.0,,,rapi_s,rapi_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_118,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_118,True,,1,void,,13,idle,,17,no,,7,7,1.0,,,rapi_s,rapi_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_119,40024,event_seayouagain1_05_s,Self,Locale_MainScenario:event_seayouagain1_05_s_119,False,,1,void,,13,idle,,17,no,,7,7,1.0,,,,,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_120,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_120,True,,1,void,,13,idle,,17,no,,7,17,1.0,,,liter_s,liter_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_121,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_121,True,,1,void,,13,idle,,17,no,,17,XS_170,1.0,,,liter_s,liter_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
