id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,play_sound,characters/1/hide_char_id,set_camera_shake,characters/0/hide_char_id
event_onemoretime_04_e_137,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_137,True,,1,delight,,,,,3,delight,,10,10,1.0,,poli_c,,,,,
event_onemoretime_04_e_138,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_138,True,,1,delight,,,,,3,delight,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_139,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_139,False,,1,delight,,,,,3,delight,,10,10,1.0,,,,,,,bay
event_onemoretime_04_e_140,40044,event_onemoretime_04_e,Self,bay,Locale_SubScenario:event_onemoretime_04_e_140,False,,,,,,,,3,idle,,10,XS_30,1.0,,,,,,,
event_onemoretime_04_e_141,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_141,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_142,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_142,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_143,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_143,False,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,
event_onemoretime_04_e_144,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_144,False,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,
event_onemoretime_04_e_145,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_145,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_146,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_146,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_147,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_147,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_148,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_148,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_149,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_149,False,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,
event_onemoretime_04_e_150,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_150,True,,,,,,,,3,idle,,XS_30,3,1.0,,poli_c,,,,,
