id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/4/hide_char_id,characters/2/hide_char_id,set_filter_01,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_ce006_2_04_e_113,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_113,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_114,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_114,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_115,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_115,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_116,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_116,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_117,40080,event_ce006_2_04_e,Narration,girlvoice,Locale_MainScenario:event_ce006_2_04_e_117,False,,,,,,,,,,,,,,,,,black,black,1.0,,,sfx_scn_memorynoise,,,Vignetting,,,,,,,,
event_ce006_2_04_e_118,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_118,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_119,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_119,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_120,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_120,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_121,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_121,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_122,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_122,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_123,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_123,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_124,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_124,True,,,,,,,,,,,,,,,,,1,memoriesteller_04_04_01,1.0,,girlvoice,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_125,40080,event_ce006_2_04_e,Narration,girlvoice,Locale_MainScenario:event_ce006_2_04_e_125,False,,,,,,,,,,,,,,,,EventScene_memoriesteller_04_04,black,black,1.0,,,sfx_scn_memorynoise,,,Vignetting,,,,,,,,
event_ce006_2_04_e_126,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_126,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_127,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_127,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_128,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_128,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_129,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_129,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_130,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_130,False,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,Vignetting,,,,,,,,
event_ce006_2_04_e_131,40080,event_ce006_2_04_e,Narration,roam,Locale_MainScenario:event_ce006_2_04_e_131,False,,,,,,,,,,,,,roam,1,idle,Desert_06,black,black,1.0,,,sfx_scn_memorynoise,,,Grey,,,,,,,,
event_ce006_2_04_e_132,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_132,True,,,,,,,,,,,,,,1,idle,,1,1,1.0,,roam,,,,Grey,,,,,,,,
event_ce006_2_04_e_133,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_133,True,,,,,,,,,,,,,,1,idle,,1,1,1.0,,roam,,,,Grey,,,,,,,,
event_ce006_2_04_e_134,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_134,True,,,,,,,,,,,,,,1,idle,,1,1,1.0,,roam,,,,Grey,,,,,,,,
event_ce006_2_04_e_135,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_135,True,,,,,,,,,,,,,,1,idle,,1,1,1.0,,roam,,,,Grey,,,,,,,,
event_ce006_2_04_e_136,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_136,True,,,,,,,,,,,,,,1,idle,,1,1,1.0,,roam,,,,Grey,,,,,,,,
event_ce006_2_04_e_137,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_137,True,,,,,,,,,,,,,,1,idle,,1,1,1.0,,roam,,,,Grey,,,,,,,,
event_ce006_2_04_e_138,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_138,True,,,,,,,,,,ce006_01,13,angry,,15,idle,CityForest_02,black,black,1.0,none,ce006_01,,,,Grey,black,,,,,,,
event_ce006_2_04_e_139,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_139,True,,,,,,,,,,,13,angry,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_140,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_140,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_141,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_141,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,collab_bgm_sb_landscapeofthepast,roam,,,,,,,,,,,,
event_ce006_2_04_e_142,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_142,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_143,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_143,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_144,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_144,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_145,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_145,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_146,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_146,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_147,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_147,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_148,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_148,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_149,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_149,True,,,,,,,,,,,13,idle,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_150,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_150,False,,,,,,,,,,,13,think,,15,idle,,14,130,1.3,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_151,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_151,True,,,,,,,,,,,13,no,,15,idle,,130,130,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_152,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_152,True,,,,,,,,,,,13,no,,15,idle,,130,130,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_153,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_153,True,,,,,,,,,,,13,no,,15,idle,,130,130,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_154,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_154,True,,,,,,,,,,,13,no,,15,idle,,130,130,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_155,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_155,True,,,,,,,,,,,13,no,,15,idle,,130,130,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_156,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_156,True,,,,,,,,,,,13,no,,15,idle,,150,150,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_157,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_157,True,,,,,,,,,,,13,no,,15,idle,,130,130,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_158,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_158,True,,,,,,,,,,,13,no,,15,idle,,130,130,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_159,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_159,False,,,,,,,,,,,13,no,,15,idle,,130,150,1.3,,roam,,,,,,,,,,,,
event_ce006_2_04_e_160,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_160,True,,,,,,,,,,,13,no,,15,idle,,150,150,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_161,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_161,True,,,,,,,,,,,13,no,,15,idle,,150,150,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_162,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_162,True,,,,,,,,,,,13,no,,15,idle,,150,150,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_163,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_163,True,,,,,,,,,,,13,no,,15,idle,,150,150,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_164,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_164,True,,,,,,,,,,,13,no,,15,idle,,150,14,1.5,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_165,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_165,True,,,,,,,,,,,13,no,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_166,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_166,True,,,,,,,,,,,13,no,,15,idle,,14,14,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_167,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_167,True,,,,,,,,,,,13,no,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_168,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_168,True,,,,,,,,,,,13,no,,15,idle,,14,14,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_169,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_169,True,,,,,,,,,,,13,no,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_170,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_170,True,,,,,,,,,,,13,delight,,15,idle,,14,14,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_171,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_171,False,,,,,,,,,,,13,delight,,15,idle,,14,130,1.3,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_172,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_172,True,,,,,,,rapi,1,angry,,13,idle,,15,idle,,black,black,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_173,40080,event_ce006_2_04_e,Self,rapi,Locale_MainScenario:event_ce006_2_04_e_173,False,neon,5,idle,anis,3,angry,,1,angry,,13,idle,,15,idle,,2,2,1.0,none,,,,,,black,,,,,,,
event_ce006_2_04_e_174,40080,event_ce006_2_04_e,Speech,rapi,Locale_MainScenario:event_ce006_2_04_e_174,True,,5,idle,,3,angry,,1,angry,,13,idle,,15,idle,,2,2,1.0,,rapi,,,,,,,,,,,,
event_ce006_2_04_e_175,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_175,True,,5,idle,,3,angry,,1,angry,,13,idle,,15,idle,,14,14,1.0,bgm_theruinedcity,roam,,,,,,,,,,,,
event_ce006_2_04_e_176,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_176,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_177,40080,event_ce006_2_04_e,Speech,anis,Locale_MainScenario:event_ce006_2_04_e_177,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,2,2,1.0,,anis,,,,,,,,,,,,
event_ce006_2_04_e_178,40080,event_ce006_2_04_e,Speech,neon,Locale_MainScenario:event_ce006_2_04_e_178,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,2,4,1.3,,neon,,,,,,,,,,,,
event_ce006_2_04_e_179,40080,event_ce006_2_04_e,Speech,neon,Locale_MainScenario:event_ce006_2_04_e_179,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,neon,,,,,,,,,,,,
event_ce006_2_04_e_180,40080,event_ce006_2_04_e,Self,neon,Locale_MainScenario:event_ce006_2_04_e_180,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,,,,,,,,,
event_ce006_2_04_e_181,40080,event_ce006_2_04_e,Speech,neon,Locale_MainScenario:event_ce006_2_04_e_181,True,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,neon,,,,,,,,,,,,
event_ce006_2_04_e_182,40080,event_ce006_2_04_e,Self,neon,Locale_MainScenario:event_ce006_2_04_e_182,False,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,,,,,,,,,
event_ce006_2_04_e_183,40080,event_ce006_2_04_e,Speech,rapi,Locale_MainScenario:event_ce006_2_04_e_183,True,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,4,2,1.3,,rapi,,,,,,,,,,,,
event_ce006_2_04_e_184,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_184,True,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_185,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_185,True,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_186,40080,event_ce006_2_04_e,Self,roam,Locale_MainScenario:event_ce006_2_04_e_186,False,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,,,,,,
event_ce006_2_04_e_187,40080,event_ce006_2_04_e,Self,roam,Locale_MainScenario:event_ce006_2_04_e_187,False,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,,,,,,
event_ce006_2_04_e_188,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_188,False,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,14,150,1.3,,roam,,,,,,,,,,,,
event_ce006_2_04_e_189,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_189,True,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,150,150,1.0,,roam,,,,,,,,,,,,
