id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,set_camera_shake,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_jinxplayer_06_e_122,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_122,True,,3,idle,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_123,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_123,True,,3,idle,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_124,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_124,True,,3,idle,,1,idle,,30,300,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_125,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_125,False,,3,idle,,1,idle,,black,black,1.0,,,rouge,fancyfemale,,,,,,black,,,,
event_jinxplayer_06_e_126,40058,event_jinxplayer_06_e,Narration,blanc,Narration,Locale_SubScenario:event_jinxplayer_06_e_126,False,,,,,,,,black,black,1.0,none,,,,noir,7,idle,,,,blanc,5,idle,
event_jinxplayer_06_e_127,40058,event_jinxplayer_06_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_06_e_127,True,,,,,,,,6,6,1.0,bgm_story_epicjazzymoods,,,,,7,idle,,,,,5,idle,
event_jinxplayer_06_e_128,40058,event_jinxplayer_06_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_06_e_128,True,,,,,,,,6,6,1.0,,,,,,7,idle,,,,,5,delight,
event_jinxplayer_06_e_129,40058,event_jinxplayer_06_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_06_e_129,True,,,,,,,,6,6,1.0,,,,,,7,surprise,,,,,5,delight,
event_jinxplayer_06_e_130,40058,event_jinxplayer_06_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_06_e_130,True,,,,,,,,6,6,1.0,,,,,,7,delight,,,,,5,delight,
event_jinxplayer_06_e_131,40058,event_jinxplayer_06_e,Self,blanc,Self,Locale_SubScenario:event_jinxplayer_06_e_131,False,,,,,,,,6,6,1.0,,,,,,7,delight,,,,,5,delight,
event_jinxplayer_06_e_132,40058,event_jinxplayer_06_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_06_e_132,True,,,,,,,,6,6,1.0,,,,,,7,idle,,,,,5,idle,
event_jinxplayer_06_e_133,40058,event_jinxplayer_06_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_06_e_133,True,,,,,,,,6,6,1.0,,,,,,7,idle,,,,,5,idle,
event_jinxplayer_06_e_134,40058,event_jinxplayer_06_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_06_e_134,True,,,,,,,,6,6,1.0,,,,,,7,idle,,,,,5,idle,
event_jinxplayer_06_e_135,40058,event_jinxplayer_06_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_06_e_135,True,,,,,,,,6,6,1.0,,,,,,7,idle,,,,,5,idle,
event_jinxplayer_06_e_136,40058,event_jinxplayer_06_e,Self,noir,Self,Locale_SubScenario:event_jinxplayer_06_e_136,False,,,,,,,,6,6,1.0,,,,,,7,idle,,,,,5,idle,
event_jinxplayer_06_e_137,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_137,False,rouge,13,idle,,,,CoinRushGameZone,black,black,1.0,,,,,,7,idle,noir,,black,,5,idle,blanc
event_jinxplayer_06_e_138,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_138,False,,13,idle,,,,,13,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_139,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_139,True,,13,idle,,,,,13,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_140,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_140,True,,13,delight,,,,,13,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_141,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_141,True,,13,idle,,,,,13,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_142,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_142,False,,13,idle,,,,,13,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_143,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_143,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_144,40058,event_jinxplayer_06_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_06_e_144,False,,13,idle,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_145,40058,event_jinxplayer_06_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_06_e_145,False,,13,idle,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_146,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_146,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_147,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_147,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_148,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_148,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_149,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_149,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_150,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_150,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_151,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_151,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_152,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_152,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_153,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_153,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_154,40058,event_jinxplayer_06_e,Narration,,Narration,Locale_SubScenario:event_jinxplayer_06_e_154,False,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_155,40058,event_jinxplayer_06_e,Self,,Self,Locale_SubScenario:event_jinxplayer_06_e_155,False,,13,delight,,,,,130,130,1.0,none,,,,,,,,,,,,,
event_jinxplayer_06_e_156,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_156,True,,13,idle,,,,,130,130,1.0,bgm_story_impression,,,,,,,,,,,,,
event_jinxplayer_06_e_157,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_157,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_158,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_158,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_159,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_159,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_160,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_160,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_161,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_161,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_162,40058,event_jinxplayer_06_e,Self,,Self,Locale_SubScenario:event_jinxplayer_06_e_162,False,,13,idle,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_163,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_163,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_164,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_164,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_165,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_165,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_166,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_166,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_167,40058,event_jinxplayer_06_e,Self,,Self,Locale_SubScenario:event_jinxplayer_06_e_167,False,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_168,40058,event_jinxplayer_06_e,Self,,Self,Locale_SubScenario:event_jinxplayer_06_e_168,False,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_169,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_169,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_170,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_170,True,,13,idle,,,,,130,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_171,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_171,True,,13,idle,,,,,13,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_172,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_172,True,,13,idle,,,,,13,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_173,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_173,True,,13,idle,,,,,13,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_174,40058,event_jinxplayer_06_e,Self,,Self,Locale_SubScenario:event_jinxplayer_06_e_174,False,,13,idle,,,,,13,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_175,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_175,True,,13,idle,,,,,13,13,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_176,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_176,True,,13,idle,,,,,13,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_177,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_177,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_178,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_178,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_179,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_179,True,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,
