id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_background,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/1/hide_char_id,characters/2/hide_char_id
event_goldencoinrush1_01_s_126,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_126,True,14,14,1.0,,,,ade,ade,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_127,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_127,False,S_10,S_10,1.0,none,,,soda,soda,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_128,40048,event_goldencoinrush1_01_s,Monologue,Locale_MainScenario:event_goldencoinrush1_01_s_128,False,S_10,1,1.0,,,,soda,,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_129,40048,event_goldencoinrush1_01_s,Monologue,Locale_MainScenario:event_goldencoinrush1_01_s_129,False,1,6,1.5,bgm_story_weare,,,soda,,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_130,40048,event_goldencoinrush1_01_s,Monologue,Locale_MainScenario:event_goldencoinrush1_01_s_130,False,6,6,1.0,,,,soda,,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_131,40048,event_goldencoinrush1_01_s,Monologue,Locale_MainScenario:event_goldencoinrush1_01_s_131,False,6,6,1.0,,,,soda,,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_132,40048,event_goldencoinrush1_01_s,Monologue,Locale_MainScenario:event_goldencoinrush1_01_s_132,False,6,6,1.0,,,,soda,,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_133,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_133,True,6,1,1.0,,,,soda,soda,,1,serious,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_134,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_134,True,1,S_10,1.0,,,,soda,soda,,1,serious,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_135,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_135,True,S_10,S_100,1.0,,,,soda,soda,,1,serious,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_136,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_136,False,XS_130,XS_130,1.0,,,,cocoa,cocoa,,1,serious,,13,surprised,,15,worried,,,
event_goldencoinrush1_01_s_137,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_137,True,XS_130,XS_130,1.0,,,,cocoa,cocoa,,1,serious,,13,surprised,,15,worried,,,
event_goldencoinrush1_01_s_138,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_138,True,150,150,1.0,,,,ade,ade,,1,serious,,13,surprised,,15,worried,,,
event_goldencoinrush1_01_s_139,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_139,True,S_100,S_10,1.0,,,,soda,soda,,1,serious,,13,surprised,,15,worried,,,
event_goldencoinrush1_01_s_140,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_140,True,S_10,S_10,1.0,,,,soda,soda,,1,serious,,13,surprised,,15,worried,,,
event_goldencoinrush1_01_s_141,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_141,True,S_10,S_10,1.0,,,,soda,soda,,1,serious,,13,surprised,,15,worried,,,
event_goldencoinrush1_01_s_142,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_142,True,S_10,S_10,1.0,,,,soda,soda,,1,serious,,13,surprised,,15,worried,,,
event_goldencoinrush1_01_s_143,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_143,True,S_10,S_10,1.0,,,,soda,soda,,1,serious,,13,surprised,,15,worried,,,
event_goldencoinrush1_01_s_144,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_144,True,S_10,14,1.0,,,,ade,ade,,1,serious,,13,surprised,,15,idle,,,
event_goldencoinrush1_01_s_145,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_145,True,14,14,1.0,,,,cocoa,cocoa,,1,serious,,13,delight,,15,idle,,,
event_goldencoinrush1_01_s_146,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_146,True,14,14,1.0,,,,cocoa,cocoa,,1,serious,,13,delight,,15,idle,,,
event_goldencoinrush1_01_s_147,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_147,True,14,14,1.0,,,,ade,ade,,1,serious,,13,delight,,15,delight,,,
event_goldencoinrush1_01_s_148,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_148,True,14,14,1.0,,,,ade,ade,,1,serious,,13,delight,,15,delight,,,
event_goldencoinrush1_01_s_149,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_149,True,14,14,1.0,,,,ade,ade,,1,serious,,13,delight,,15,delight,,,
event_goldencoinrush1_01_s_150,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_150,True,14,14,1.0,,,,cocoa,cocoa,,1,serious,,13,delight,,15,delight,,,
event_goldencoinrush1_01_s_151,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_151,True,S_10,S_10,1.0,,,,soda,soda,,1,idle,,13,delight,,15,delight,,,
event_goldencoinrush1_01_s_152,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_152,True,S_10,S_10,1.0,,,,soda,soda,,1,idle,,13,delight,,15,delight,,,
event_goldencoinrush1_01_s_153,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_153,True,S_10,1,1.0,none,City_d,,soda,soda,,1,sad,,13,delight,,15,delight,black,cocoa,ade
event_goldencoinrush1_01_s_154,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_154,True,1,1,1.0,,,,soda,soda,,1,sad,,,,,,,,,
