id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/0/hide_char_id
event_schooloflock_intermission_01_131,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_131,True,,,,,30,30,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_132,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_132,True,,,,,30,30,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_133,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_133,True,,,,,30,30,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_134,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_134,True,,,,,30,30,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_135,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_135,False,,,,,30,30,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_136,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_136,True,,,,,30,3,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_137,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_137,True,,,,,3,3,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_138,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_138,True,,,,,3,4,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_139,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_139,True,,,,,4,4,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_140,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_140,True,,,,,4,4,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_141,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_141,True,,,,,4,4,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_142,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_142,False,,,,,4,4,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_143,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_143,True,,,,,4,50,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_144,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_144,True,,,,,50,50,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_145,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_145,True,,,,,50,50,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_146,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_146,True,,,,,50,50,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_147,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_147,True,,,,,50,30,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_148,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_148,True,,,,,30,30,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_149,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_149,True,,,,,30,30,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_150,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_150,False,,,,,30,30,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_151,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_151,True,,,,,XS_10,XS_10,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_152,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_152,True,,,,,XS_10,XS_10,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_153,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_153,True,,,,,4,4,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_154,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_154,True,,,,,4,4,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_155,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_155,True,,,,,4,XS_10,1.0,,,,1,delight,,3,delight,,5,good,,
event_schooloflock_intermission_01_156,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_156,True,,,,,XS_10,XS_10,1.0,,,,1,delight,,3,delight,,5,good,,
event_schooloflock_intermission_01_157,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_157,True,,,,,XS_10,XS_10,1.0,,,,1,delight,,3,delight,,5,good,,
event_schooloflock_intermission_01_158,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_158,True,,,,,XS_10,XS_10,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_159,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_159,True,,,,,XS_10,XS_100,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_160,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_160,True,,,,,XS_100,XS_100,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_161,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_161,False,,,,,XS_100,XS_100,1.0,,,,1,idle,,3,delight,,5,good,,
