id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/hide_char_id,set_camera_shake,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,jump_target
event_phantomthiefvsdetective_04_s_111,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_111,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_112,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_112,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_113,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_113,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_114,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_114,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_115,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_115,True,,2,idle,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,event_phantomthiefvsdetective_04_s_123
event_phantomthiefvsdetective_04_s_116,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_116,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_117,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_117,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_118,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_118,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_119,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_119,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_120,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_120,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_121,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_121,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_122,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_122,True,,2,idle,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,event_phantomthiefvsdetective_04_s_123
event_phantomthiefvsdetective_04_s_123,40059,event_phantomthiefvsdetective_04_s,Speech,poli_op,Locale_SubScenario:event_phantomthiefvsdetective_04_s_123,True,,2,idle,,,,,S_20,S_20,1.0,,poli_op,,,,,,poli_op,OP_leftup,angry,,
event_phantomthiefvsdetective_04_s_124,40059,event_phantomthiefvsdetective_04_s,Speech,poli_op,Locale_SubScenario:event_phantomthiefvsdetective_04_s_124,True,,2,idle,,,,,S_20,S_20,1.0,,poli_op,,,,,,,OP_leftup,angry,,
event_phantomthiefvsdetective_04_s_125,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_125,True,,2,pain,,,,,S_20,S_20,1.0,,novel,,,,,,,OP_leftup,angry,,
event_phantomthiefvsdetective_04_s_126,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_126,False,,2,think,,,,,S_20,S_200,1.0,,,sfx_scn_dooropen,,,,,,OP_leftup,angry,poli_op,
event_phantomthiefvsdetective_04_s_127,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_127,True,,2,think,,,,,S_200,S_200,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_128,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_128,True,,2,think,,,,,S_200,S_200,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_129,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_129,True,,2,think,,,,,S_200,S_200,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_130,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_130,True,,2,pain,,,,,S_200,S_200,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_131,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_131,False,,2,think,,,,Office,black,black,1.0,,,sfx_scn_dooropenfast,,,,,,,,,
event_phantomthiefvsdetective_04_s_132,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_132,False,,2,think,,,,,S_200,S_20,1.0,,,,,,,,,,,,
event_phantomthiefvsdetective_04_s_133,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_133,False,,2,think,,,,,S_20,S_20,1.0,,,,,,,,,,,,
event_phantomthiefvsdetective_04_s_134,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_134,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_135,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_135,False,,2,think,,,,,S_20,S_20,1.0,,,,,,,,,,,,
event_phantomthiefvsdetective_04_s_136,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_136,False,,2,think,,,,,S_20,S_20,1.0,,,,,,,,,,,,
event_phantomthiefvsdetective_04_s_137,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_137,False,,2,think,,,,,S_20,S_20,1.0,,,,,,,,,,,,
event_phantomthiefvsdetective_04_s_138,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_138,False,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_139,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_139,True,,2,think,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_140,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_140,False,,2,think,,,,,black,black,1.0,,,,novel,,,,,,,,
event_phantomthiefvsdetective_04_s_141,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_141,False,novel,2,think,,,,,black,black,1.0,,,sfx_scn_dooropenfast,,,,,,,,,
event_phantomthiefvsdetective_04_s_142,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_142,False,,2,think,,,,,S_20,S_20,1.0,,,,,,,,,,,,
event_phantomthiefvsdetective_04_s_143,40059,event_phantomthiefvsdetective_04_s,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_143,False,,2,think,,,,,S_20,S_20,1.0,,,,,,,,,,,,
event_phantomthiefvsdetective_04_s_144,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_144,True,,2,pain,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_145,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_145,True,,2,pain,,,,,S_20,S_20,1.0,,novel,,,,,,,,,,
event_phantomthiefvsdetective_04_s_146,40059,event_phantomthiefvsdetective_04_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_04_s_146,True,,2,pain,,,,,S_20,S_200,1.0,,novel,,,,,,,,,,
