id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
snowfall_global_07_135,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_135,True,,12,12,1.0,,,,,,belorta,belorta,,,,,13,worry,,1,angry,,,,,,,
snowfall_global_07_136,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_136,True,,12,12,1.0,,,,,,belorta,belorta,,,,,13,worry,,1,angry,,,,,,,
snowfall_global_07_137,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_137,True,,12,12,1.0,,,,,,belorta,belorta,,,,,13,worry,,1,delight,,,,,,,
snowfall_global_07_138,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_138,False,,12,XS_10,1.0,,,,,,,,,,,,13,worry,,1,delight,,,,,,,
snowfall_global_07_139,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_139,False,,XS_10,XS_10,1.0,,,,,,,,,,,,13,worry,,1,delight,,,,,,,
snowfall_global_07_140,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_140,False,,XS_10,XS_10,1.0,,,,,,,,,,,,13,worry,,1,delight,,,,,,,
snowfall_global_07_141,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_141,False,,XS_10,XS_10,1.0,,,,,,,,,,,,13,worry,,1,delight,,,,,,,
snowfall_global_07_142,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_142,True,,XS_10,XS_10,1.0,,,,,,belorta,belorta,,,,,13,worry,,1,worry,,,,,,,
snowfall_global_07_143,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_143,True,,XS_10,1,1.0,,,,,,belorta,belorta,,,,,13,worry,,1,worry,,,,,,,
snowfall_global_07_144,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_144,True,,1,1,1.0,,,,,,belorta,belorta,,,,,13,worry,,1,worry,,,,,,,
snowfall_global_07_145,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_145,True,,1,12,1.0,,,,,,emma,emma,,,,,13,delight,,1,worry,,,,,,,
snowfall_global_07_146,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_146,True,,12,12,1.0,,,,,,emma,emma,,,,,13,delight,,1,worry,,,,,,,
snowfall_global_07_147,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_147,False,,12,12,1.0,,,,,,,,,,,,13,delight,,1,worry,,,,,,,
snowfall_global_07_148,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_148,True,,12,12,1.0,,,,,,belorta,belorta,,,,,13,delight,,1,worry,,,,,,,
snowfall_global_07_149,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_149,True,,12,12,1.0,,,,,,belorta,belorta,,,,,13,delight,,1,shy,,,,,,,
snowfall_global_07_150,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_150,True,,12,12,1.0,,,,,,belorta,belorta,,,,,13,delight,,1,shy,,,,,,,
snowfall_global_07_151,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_151,False,,12,12,1.0,,,,,,,,,,,,13,delight,,1,shy,,,,,,,
snowfall_global_07_152,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_152,False,,12,12,1.0,,,,,,,,,,,,13,delight,,1,shy,,,,,,,
snowfall_global_07_153,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_153,True,,12,130,1.0,,,,,,emma,emma,,,,,13,idle,,1,shy,,,,,,,
snowfall_global_07_154,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_154,True,,130,130,1.0,,,,,,emma,emma,,,,,13,idle,,1,shy,,,,,,,
snowfall_global_07_155,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_155,True,,130,130,1.0,,,,,,emma,emma,,,,,13,idle,,1,shy,,,,,,,
snowfall_global_07_156,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_156,True,,130,130,1.0,,,snowfall_global_07_274,,,emma,emma,,,,,13,idle,,1,shy,,,,,,,
snowfall_global_07_157,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_157,False,,1,10,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_158,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_158,False,,10,10,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_159,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_159,False,,10,10,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_160,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_160,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_161,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_161,False,,10,10,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_162,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_162,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_163,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_163,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_164,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_164,False,,10,10,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_165,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_165,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_166,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_166,False,,1,1,1.0,,,,,black,,,,1,think,,13,worry,,3,think,,5,surprise,,emma,blanc_c,noir_c
snowfall_global_07_167,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_167,False,,1,1,1.0,,,,,,,,,1,think,,,,,,,,,,,,,
snowfall_global_07_168,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_168,False,,1,1,1.0,,,,,,,,,1,think,,,,,,,,,,,,,
snowfall_global_07_169,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_169,True,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,,,,,,
snowfall_global_07_170,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_170,True,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,,,,,,
snowfall_global_07_171,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_171,True,,1,16,1.0,,none,,,,unknown,unknown,,1,think,,,,,,,,,,,,,
snowfall_global_07_172,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_172,True,,16,16,1.0,,,,,,unknown,unknown,,1,think,,,,,,,,,,,,,
snowfall_global_07_173,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_173,False,,16,1,1.0,,,,,,,,,1,think,,,,,,,,,,,,,
snowfall_global_07_174,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_174,True,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_175,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_175,False,,1,1,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_176,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_176,False,,1,1,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_177,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_177,True,,1,12,1.0,,event_bgm_neverland_hugme_night,,,,unknown,unknown,,1,surprise,belorta,13,delight,,,,,,,,,,
snowfall_global_07_178,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_178,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,delight,,,,,,,,,,
snowfall_global_07_179,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_179,False,,12,12,1.0,,,,,,,,,1,think,,13,delight,,,,,,,,,,
snowfall_global_07_180,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_180,False,,12,12,1.0,,,,,,,,,1,think,,13,delight,,,,,,,,,,
snowfall_global_07_181,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_181,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,delight,,,,,,,,,,
snowfall_global_07_182,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_182,False,,12,12,1.0,,,,,,,,,1,think,,13,delight,,,,,,,,,,
snowfall_global_07_183,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_183,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,delight,,,,,,,,,,
snowfall_global_07_184,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_184,False,,12,12,1.0,,,,,,,,,1,think,,13,delight,,,,,,,,,,
snowfall_global_07_185,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_185,True,,12,XS_130,1.0,,,,,,belorta,belorta,,1,think,,13,shy,,,,,,,,,,
snowfall_global_07_186,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_186,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,think,,13,shy,,,,,,,,,,
snowfall_global_07_187,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_187,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,think,,13,idle,,,,,,,,,,
snowfall_global_07_188,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_188,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,think,,13,idle,,,,,,,,,,
snowfall_global_07_189,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_189,False,,XS_130,XS_130,1.0,,,,,,,,,1,think,,13,idle,,,,,,,,,,
snowfall_global_07_190,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_190,False,,XS_130,XS_130,1.0,,,,,,,,,1,think,,13,idle,,,,,,,,,,
snowfall_global_07_191,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_191,False,,XS_130,XS_130,1.0,,,,,,,,,1,think,,13,idle,,,,,,,,,,
snowfall_global_07_192,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_192,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,think,,13,angry,,,,,,,,,,
snowfall_global_07_193,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_193,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,think,,13,angry,,,,,,,,,,
snowfall_global_07_194,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_194,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,think,,13,idle,,,,,,,,,,
snowfall_global_07_195,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_195,True,,XS_130,100,0.6,,,,,,ludmilla_w,ludmilla_w,,1,angry,,13,idle,,,,,,,,,,
snowfall_global_07_196,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_196,True,,100,100,1.0,,,,,,ludmilla_w,ludmilla_w,,1,angry,,13,idle,,,,,,,,,,
snowfall_global_07_197,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_197,True,,100,100,1.0,,,,,,ludmilla_w,ludmilla_w,,1,angry,,13,idle,,,,,,,,,,
snowfall_global_07_198,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_198,True,,100,100,1.0,,,,,,ludmilla_w,ludmilla_w,,1,angry,,13,idle,,,,,,,,,,
snowfall_global_07_199,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_199,True,,100,100,1.0,,,,,,ludmilla_w,ludmilla_w,,1,angry,,13,idle,,,,,,,,,,
snowfall_global_07_200,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_200,True,,100,100,1.0,,,,,,ludmilla_w,ludmilla_w,,1,angry,,13,idle,,,,,,,,,,
snowfall_global_07_201,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_201,True,,100,12,1.0,,,,,,belorta,belorta,,1,angry,,13,worry,,,,,,,,,,
snowfall_global_07_202,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_202,True,,12,12,1.0,,,,,,belorta,belorta,,1,angry,,13,worry,,,,,,,,,,
snowfall_global_07_203,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_203,False,,12,12,1.0,,,,,,,,,1,angry,,13,worry,,,,,,,,,,
snowfall_global_07_204,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_204,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,angry,,13,worry,,,,,,,,,,
snowfall_global_07_205,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_205,True,,12,12,1.0,,,,,,belorta,belorta,,1,angry,,13,worry,,,,,,,,,,
snowfall_global_07_206,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_206,False,,12,12,1.0,,,,,,,,,1,angry,,13,worry,,,,,,,,,,
snowfall_global_07_207,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_207,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,,,,,,,,,
snowfall_global_07_208,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_208,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,,,,,,,,,
snowfall_global_07_209,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_209,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,,,,,,,,,
snowfall_global_07_210,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_210,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,,,,,,,,,
snowfall_global_07_211,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_211,True,,12,12,1.0,,,,,,belorta,belorta,,1,think,,13,worry,,,,,,,,,,
snowfall_global_07_212,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_212,True,,12,12,1.0,,,,,,belorta,belorta,,1,think,,13,worry,,,,,,,,,,
snowfall_global_07_213,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_213,True,,12,12,1.0,,,,,,belorta,belorta,,1,think,,13,worry,,,,,,,,,,
snowfall_global_07_214,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_214,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,worry,,,,,,,,,,
snowfall_global_07_215,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_215,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,worry,,,,,,,,,,
snowfall_global_07_216,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_216,True,,12,12,1.0,,,,,,belorta,belorta,,1,idle,,13,shy,,,,,,,,,,
snowfall_global_07_217,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_217,True,,12,10,1.0,,,snowfall_global_07_274,,,ludmilla_w,ludmilla_w,,1,idle,,13,shy,,,,,,,,,,
snowfall_global_07_218,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_218,False,,black,black,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,ludmilla_w,emma,blanc_c,noir_c
snowfall_global_07_219,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_219,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_07_220,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_220,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_07_222,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_222,False,HotSpringInnOut_n,1,1,1.0,amb_so_inn_out_3,event_bgm_neverland_hugme_night,,,black,,,mica_w,1,idle,,,,,,,,,,,,,
snowfall_global_07_223,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_223,True,,1,S_10,1.0,,,,,,mica_w,mica_w,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_224,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_224,True,,S_10,S_10,1.0,,,,,,mica_w,mica_w,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_225,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_225,False,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_226,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_226,False,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_227,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_227,True,,S_10,S_10,1.0,,,,,,mica_w,mica_w,,1,idle,,,,,,,,,,,,,
snowfall_global_07_228,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_228,False,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
snowfall_global_07_229,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_229,True,,S_10,S_10,1.0,,,,,,mica_w,mica_w,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_230,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_230,True,,S_10,S_10,1.0,,,,,,mica_w,mica_w,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_231,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_231,False,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_232,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_232,False,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_233,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_233,False,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_234,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_234,False,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_235,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_235,True,,S_10,S_10,1.0,,,,,,mica_w,mica_w,,1,special,,,,,,,,,,,,,
snowfall_global_07_236,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_236,False,,S_10,S_10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,
snowfall_global_07_237,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_237,True,,S_10,S_10,1.0,,,,,,mica_w,mica_w,,1,idle,,,,,,,,,,,,,
snowfall_global_07_238,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_238,False,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
snowfall_global_07_239,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_239,True,,S_10,S_10,1.0,,,,,,mica_w,mica_w,,1,idle,,,,,,,,,,,,,
snowfall_global_07_240,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_240,True,,S_10,S_10,1.0,,,,,,mica_w,mica_w,,1,idle,,,,,,,,,,,,,
snowfall_global_07_241,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_241,True,,S_10,S_10,1.0,,,,,,mica_w,mica_w,,1,delight,,,,,,,,,,,,,
snowfall_global_07_242,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_242,True,,S_10,1,1.0,,,,,,mica_w,mica_w,,1,idle,,,,,,,,,,,,,
snowfall_global_07_243,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_243,True,,1,1,1.0,,,,,,unknown,unknown,,1,idle,,,,,,,,,,,,,
snowfall_global_07_244,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_244,True,,1,1,1.0,,,,,,unknown,unknown,,1,idle,,,,,,,,,,,,,
snowfall_global_07_245,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_245,False,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
snowfall_global_07_246,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_246,True,,1,1,1.0,,,,,,mica_w,mica_w,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_247,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_247,False,,1,1,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_248,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_248,False,,1,1,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
snowfall_global_07_249,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_249,True,,1,12,1.0,,,,,,belorta,belorta,,1,surprise,belorta,13,delight,,,,,,,,,,
snowfall_global_07_250,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_250,True,,12,12,1.0,,,,,,mica_w,mica_w,,1,idle,,13,delight,,,,,,,,,,
snowfall_global_07_251,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_251,False,,12,12,1.0,,,,,,,,,1,idle,,13,delight,,,,,,,,,,
snowfall_global_07_252,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_252,True,,12,12,1.0,,,,,,mica_w,mica_w,,1,idle,,13,delight,,,,,,,,,,
snowfall_global_07_253,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_253,True,,12,12,1.0,,,,,,mica_w,mica_w,,1,idle,,13,delight,,,,,,,,,,
snowfall_global_07_254,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_254,True,,12,XS_130,1.0,,,,,,belorta,belorta,,1,idle,,13,shy,,,,,,,,,,
snowfall_global_07_255,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_255,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,idle,,13,shy,,,,,,,,,,
snowfall_global_07_256,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_256,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_07_257,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_257,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_07_258,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_258,True,,XS_130,12,1.0,,,,,,mica_w,mica_w,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_07_259,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_259,True,,12,12,1.0,,,,,,belorta,belorta,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_07_260,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_260,True,,12,12,1.0,,,,,,mica_w,mica_w,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_07_261,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_261,True,,12,12,1.0,,,,,,belorta,belorta,,1,idle,,13,angry,,,,,,,,,,
snowfall_global_07_262,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_262,False,,12,12,1.0,,,,,,,,,1,idle,,13,angry,,,,,,,,,,
snowfall_global_07_263,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_263,False,,12,XS_130,1.0,,,,,,,,,1,idle,,13,angry,,,,,,,,,,
snowfall_global_07_264,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_264,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_07_265,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_265,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,idle,,13,delight,,,,,,,,,,
snowfall_global_07_266,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_266,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,1,idle,,13,delight,,,,,,,,,,
snowfall_global_07_267,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_267,True,,XS_130,12,1.0,,,,,,mica_w,mica_w,,1,surprise,,13,delight,,,,,,,,,,
snowfall_global_07_268,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_268,True,,12,12,1.0,,,,,,belorta,belorta,,1,surprise,,13,idle,,,,,,,,,,
snowfall_global_07_269,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_269,True,,12,12,1.0,,,,,,belorta,belorta,,1,surprise,,13,idle,,,,,,,,,,
snowfall_global_07_270,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_270,False,,12,12,1.0,,,,,,,,,1,surprise,,13,idle,,,,,,,,,,
snowfall_global_07_271,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_271,False,,12,12,1.0,,,,,,,,,1,surprise,,13,idle,,,,,,,,,,
snowfall_global_07_272,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_272,True,,12,S_10,1.0,,,,,,mica_w,mica_w,,1,delight,,13,idle,,,,,,,,,,
snowfall_global_07_273,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_273,True,,S_10,XS_130,1.0,,,snowfall_global_07_274,,,belorta,belorta,,1,delight,,13,idle,,,,,,,,,,
snowfall_global_07_274,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_274,False,,black,black,1.0,,,,,,,,,1,idle,,13,idle,,,,,,,,,,
snowfall_global_07_275,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_275,False,,black,black,1.0,,,,,,,,,1,idle,,13,idle,,,,,,,,,,
