id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,jump_target,fade,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,set_camera_shake
snowfall_episode_emma_05_141,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_145,False,,1,idle,,10,10,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_142,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_146,False,,1,idle,,3,30,0.5,,,lumi_01,,,,,3,idle,,Low_2
snowfall_episode_emma_05_143,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_147,False,,1,idle,,30,30,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_144,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_148,True,,1,idle,,30,30,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_145,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_149,True,,1,idle,,30,30,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_146,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_150,True,,1,idle,,30,30,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_147,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_151,False,,1,surprise,,30,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_148,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_152,False,,1,surprise,,2,2,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_149,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_153,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_150,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_154,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_151,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_155,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_152,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_156,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_153,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_157,True,,1,surprise,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_154,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_158,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_155,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_159,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_156,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_160,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_157,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_161,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_158,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_162,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_159,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_163,False,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_160,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_164,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_161,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_165,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_162,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_166,False,,1,delight,,2,2,1.0,,,,,,,,3,idle,,
