id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,jump_target,characters/0/hide_char_id,fade,play_sound,characters/1/hide_char_id
event_seayouagain1_04_s_110,40024,event_seayouagain1_04_s,Choice,,,Locale_MainScenario:event_seayouagain1_04_s_110,False,,,,,,,,,,,,,,,,,,,,summeranis_cutscene,summeranis_cutscene,1.0,,,,,,event_seayouagain1_04_s_112,,,,
event_seayouagain1_04_s_111,40024,event_seayouagain1_04_s,Choice,,,Locale_MainScenario:event_seayouagain1_04_s_111,False,,,,,,,,,,,,,,,,,,,,summeranis_cutscene,summeranis_cutscene,1.0,,,,,,event_seayouagain1_04_s_114,,,,
event_seayouagain1_04_s_112,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_112,True,,,,,,,,,,,,,,,,,,,,summeranis_cutscene,summeranis_cutscene,1.0,,,,,,,,,,
event_seayouagain1_04_s_113,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_113,True,,,,,,,,,,,,,,,,,,,,summeranis_cutscene,summeranis_cutscene,1.0,,,,,,event_seayouagain1_04_s_118,,,,
event_seayouagain1_04_s_114,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_114,False,,,,,,,,,,,,,,,,,,,,summeranis_cutscene,summeranis_cutscene,1.0,,,,,,,,,,
event_seayouagain1_04_s_115,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_115,False,,,,,,,,,,,,,,,,,,,,summeranis_cutscene,summeranis_cutscene,1.0,,,,,,,,,,
event_seayouagain1_04_s_116,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_116,True,,,,,,,,,,,,,,,,,,,,summeranis_cutscene,summeranis_cutscene,1.0,,,,,,,,,,
event_seayouagain1_04_s_117,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_117,True,,,,,,,,,,,,,,,,,,,,summeranis_cutscene,summeranis_cutscene,1.0,,,,,,event_seayouagain1_04_s_118,,,,
event_seayouagain1_04_s_118,40024,event_seayouagain1_04_s,Self,,,Locale_MainScenario:event_seayouagain1_04_s_118,False,,,,,,,,,,,,,,,,,,,,summeranis_cutscene,summeranis_cutscene,1.0,,,,,,,,,,
event_seayouagain1_04_s_119,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_119,False,,,,,,,,,,,,,,,,,,,Beach_s,black,black,1.0,,,,,,,,,,
event_seayouagain1_04_s_120,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_120,True,,,,anis_s,1,special,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_121,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_121,True,,,,,1,special,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_122,40024,event_seayouagain1_04_s,Monologue,,,Locale_MainScenario:event_seayouagain1_04_s_122,False,,,,,1,special,,,,,,,,,,,,,,XS_10,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_123,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_123,True,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_124,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_124,True,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_125,40024,event_seayouagain1_04_s,Self,,,Locale_MainScenario:event_seayouagain1_04_s_125,False,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_126,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_126,True,,,,,1,void,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_127,40024,event_seayouagain1_04_s,Monologue,,,Locale_MainScenario:event_seayouagain1_04_s_127,False,,,,,1,void,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,
event_seayouagain1_04_s_128,40024,event_seayouagain1_04_s,Monologue,,,Locale_MainScenario:event_seayouagain1_04_s_128,False,,,,,1,void,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,
event_seayouagain1_04_s_129,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_129,True,,,,,1,idle,,,,,,,,,,,,,,1,XS_10,0.7,,,,,,,,,,
event_seayouagain1_04_s_130,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_130,True,,,,,1,idle,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
