id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,fade,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_seayouagain2_06_s_116,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_116,True,,,,,,,,S_300,S_300,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_117,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_117,False,,,,,,,,100,100,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_118,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_118,False,,,,,,,,100,100,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_119,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_119,False,,,,,,,,100,100,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_120,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_120,False,,,,,,,,100,100,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_121,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_121,False,,,,,,,,100,10,1.0,,,1,idle,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_122,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_122,False,,,,,,,,10,10,1.0,,,1,idle,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_123,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_123,False,,,,,,,,black,black,1.0,,,1,idle,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_124,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_124,False,,,,,,,,black,black,1.0,,,1,idle,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_125,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_125,False,,,,,,,,1,1,1.0,,,1,idle,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_126,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_126,True,,,,,,,,1,1,1.0,,,1,idle,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_127,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_127,True,,,,,,,,1,1,1.0,,,1,idle,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_128,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_128,True,,,,,,,,1,10,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_129,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_129,True,,,,,,,,10,10,0.5,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_130,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_130,True,,,,,,,,10,10,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_131,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_131,False,,,,,,,,10,10,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_132,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_132,False,,,,,,,,10,10,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_133,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_133,True,,,,,,,,10,10,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_134,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_134,True,,,,,,,,10,100,0.5,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
