id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_absolute1_intermission_01_120,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_120,True,,1,1,1.0,,vesti_t,,,,2,angry,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_121,40086,event_absolute1_intermission_01,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_intermission_01_121,True,,1,20,1.3,,eunhwa_t,,,,2,angry,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_122,40086,event_absolute1_intermission_01,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_intermission_01_122,True,,20,20,1.0,,eunhwa_t,,,,2,angry,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_123,40086,event_absolute1_intermission_01,Monologue,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_123,False,,20,XS_120,1.3,,,Grey,,,2,angry,eunhwa_t,,12,sad,,,,,,,,,
event_absolute1_intermission_01_124,40086,event_absolute1_intermission_01,Monologue,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_124,False,,XS_120,XS_120,1.0,,,Grey,,,,,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_125,40086,event_absolute1_intermission_01,Monologue,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_125,False,,black,black,1.0,,,Grey,,,,,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_126,40086,event_absolute1_intermission_01,Monologue,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_126,False,,black,black,1.0,,,Grey,,,,,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_127,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_127,False,NikkeRoom,black,black,1.0,none,vesti_t,Grey,,emma_t,2,idle,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_128,40086,event_absolute1_intermission_01,Speech,emma_t,Locale_MainScenario:event_absolute1_intermission_01_128,True,,black,black,1.0,,emma_t,,,,2,idle,,,12,idle,,,,,,,,,
event_absolute1_intermission_01_129,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_129,True,,20,1,1.3,,vesti_t,,,,2,idle,,,12,surprise,,,,,,,,,
event_absolute1_intermission_01_130,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_130,False,,1,1,1.0,,vesti_t,,,,2,idle,,,12,surprise,,,,,,,,,
event_absolute1_intermission_01_131,40086,event_absolute1_intermission_01,Speech,emma_t,Locale_MainScenario:event_absolute1_intermission_01_131,True,,1,1,1.0,,emma_t,,,,2,idle,,,12,surprise,,,,,,,,,
event_absolute1_intermission_01_132,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_132,True,,1,1,1.0,,vesti_t,,,,2,idle,,,12,surprise,,,,,,,,,
