id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id
event_overthehorizon_06_e_159,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_159,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_160,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_160,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_161,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_161,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_162,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_162,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_163,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_163,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_164,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_164,True,,1,shy,,100,100,1.0,,
event_overthehorizon_06_e_165,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_165,True,,1,shy,,100,100,1.0,,
event_overthehorizon_06_e_166,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_166,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_167,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_167,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_168,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_168,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_169,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_169,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_170,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_170,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_171,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_171,False,,1,idle,,100,10,1.0,,
event_overthehorizon_06_e_172,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_172,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_173,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_173,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_174,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_174,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_175,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_175,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_176,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_176,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_177,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_177,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_178,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_178,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_179,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_179,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_180,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_180,False,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_181,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_181,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_182,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_182,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_183,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_183,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_184,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_184,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_185,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_185,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_186,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_186,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_187,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_187,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_188,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_188,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_189,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_189,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_190,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_190,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_191,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_191,True,,1,idle,,10,100,0.5,,
event_overthehorizon_06_e_192,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_192,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_193,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_193,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_194,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_194,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_195,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_195,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_196,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_196,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_197,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_197,False,,1,idle,,100,10,1.0,,
event_overthehorizon_06_e_198,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_198,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_199,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_199,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_200,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_200,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_201,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_201,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_202,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_202,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_203,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_203,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_204,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_204,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_205,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_205,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_206,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_206,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_207,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_207,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_208,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_208,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_209,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_209,True,,1,idle,,10,100,1.0,,
