id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_coinsinrush1_03_s_126,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_126,True,,S_70,S_70,1.0,,,unknown,,,,3,angry,,1,surprise,,,,,,13,surprise
event_coinsinrush1_03_s_127,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_127,True,,S_70,S_70,1.0,,,unknown,,,,3,angry,,1,surprise,,,,,,13,surprise
event_coinsinrush1_03_s_128,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_128,False,,black,black,1.0,,,,,,,1,angry,,3,surprise,bay_b,13,worry_02,,,15,surprise
event_coinsinrush1_03_s_129,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_129,False,,130,130,1.0,,,,,,,1,angry,,3,surprise,,13,worry_02,,,15,surprise
event_coinsinrush1_03_s_130,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_130,True,,130,130,1.0,,bay_b,bay_b,,,,1,angry,,3,surprise,,13,worry_02,,,15,surprise
event_coinsinrush1_03_s_131,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_131,True,,130,130,1.0,,bay_b,bay_b,,,,1,angry,,3,surprise,,13,worry_02,,,15,surprise
event_coinsinrush1_03_s_132,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_132,True,,130,12,1.0,,milk,milk,,,,1,angry,,3,surprise,,13,worry_02,,,15,surprise
event_coinsinrush1_03_s_133,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_133,False,,12,12,1.0,,bay_b,bay_b,,,,1,angry,,3,surprise,,13,worry_02,,,15,surprise
event_coinsinrush1_03_s_134,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_134,True,,12,12,1.0,,bay_b,bay_b,,,,1,angry,,3,surprise,,13,worry_02,,,15,surprise
event_coinsinrush1_03_s_135,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_135,True,,12,S_30,1.0,,exia,exia,,,,1,angry,,3,good,,13,worry_02,,,15,surprise
event_coinsinrush1_03_s_136,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_136,True,,130,1300,0.5,,bay_b,bay_b,,,,1,angry,,3,good,,13,worry,,,15,surprise
