id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade,play_sound
event_oldtales1_prologue_112,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_112,True,,70,70,1.0,,,,7,idle,,3,idle_blue,,1,smile,,13,angry,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_113,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_113,True,,70,70,1.0,,,,7,idle,,3,idle_blue,,1,smile,,13,angry,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_114,40061,event_oldtales1_prologue,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_prologue_114,True,,16,16,1.0,,,,7,idle,,3,idle_blue,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_115,40061,event_oldtales1_prologue,Narration,hansel,,Locale_MainScenario:event_oldtales1_prologue_115,False,,16,16,1.0,,,,7,idle,,3,idle_blue,,1,idle,,13,idle,,15,idle,,17,idle,,abe,,,,hansel,gretel,,sfx_scn_walkaway
event_oldtales1_prologue_116,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_116,True,,L_10,L_10,1.0,,,,,,,3,idle_blue,,1,worry,,13,idle,,,,,,,,,,,,,,,
event_oldtales1_prologue_117,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_117,False,,L_10,2,1.0,,,,,,,3,idle_blue,,1,worry,,13,idle,,,,,,,,,,,,,,,
event_oldtales1_prologue_118,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_118,True,,2,2,1.0,,,,,,,3,idle_blue,,1,worry,,13,idle,,,,,,,,,,,,,,,
event_oldtales1_prologue_119,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_119,True,,2,2,1.0,,,,,,,3,idle_blue,,1,smile,,13,idle,,,,,,,,,,,,,,,
event_oldtales1_prologue_120,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_120,True,,2,2,1.0,,,,,,,3,idle_blue,,1,smile,,13,idle,,,,,,,,,,,,,,,
event_oldtales1_prologue_121,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_121,True,,2,2,1.0,,,,,,,3,idle_blue,,1,smile,,13,idle,,,,,,,,,,,,,,,
event_oldtales1_prologue_122,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_122,True,,2,2,1.0,,,,,,,3,idle_blue,,1,smile,,13,idle,,,,,,,,,,,,,,,
event_oldtales1_prologue_123,40061,event_oldtales1_prologue,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_prologue_123,False,,2,13,1.0,,,,,,,3,idle_blue,,1,smile,,13,think,,,,,,,,,,,,,,,
event_oldtales1_prologue_124,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_124,True,,13,17,1.0,,,,,,,3,idle_blue,,1,smile,,13,think,,,,,,,Low_2,,cinderella,redshoes,littlemermaid,,,,
event_oldtales1_prologue_125,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_125,True,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_126,40061,event_oldtales1_prologue,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_prologue_126,True,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_127,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_127,True,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_128,40061,event_oldtales1_prologue,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_prologue_128,True,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_129,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_129,True,,17,170,1.0,,,,,,,,,,,,,,,,,,,,,Low_2,,,,,,,,
event_oldtales1_prologue_130,40061,event_oldtales1_prologue,Speech,hanselgretel,hanselgretel,Locale_MainScenario:event_oldtales1_prologue_130,True,,170,170,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_131,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_131,False,,170,170,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_132,40061,event_oldtales1_prologue,Speech,hanselgretel,hanselgretel,Locale_MainScenario:event_oldtales1_prologue_132,True,,170,170,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_133,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_133,True,,170,17,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_134,40061,event_oldtales1_prologue,Speech,hanselgretel,hanselgretel,Locale_MainScenario:event_oldtales1_prologue_134,True,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_135,40061,event_oldtales1_prologue,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_prologue_135,True,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_136,40061,event_oldtales1_prologue,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_prologue_136,True,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_137,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_137,False,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_138,40061,event_oldtales1_prologue,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_prologue_138,True,,17,13,1.0,,,abe,7,,cinderella,3,angry_blue,redshoes,1,smile,littlemermaid,13,think,,,,,,,,,,,,,,,
event_oldtales1_prologue_139,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_139,True,,13,2,1.0,,,,7,,,3,angry_blue,,1,smile,,13,think,,,,,,,,,,,,,,,
event_oldtales1_prologue_140,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_140,True,,2,2,1.0,,,,7,,,3,angry_blue,,1,smile,,13,think,,,,,,,,,,,,,,,
