id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_icedragonsaga2_02_s_111,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_111,False,,black,black,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_112,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_112,False,,black,black,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_113,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_113,False,,black,black,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_114,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_114,False,,black,black,1.0,,,,,,2,surprise,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_115,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_115,False,,black,black,1.0,,,,,,2,surprise,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_116,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_116,False,,black,black,1.0,,,,,,2,surprise,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_117,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_117,False,,black,black,1.0,,,,,,2,sad,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_118,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_118,False,,black,black,1.0,,,,,,2,sad,,maiden_w,12,worry,,,4,idle,,volume_c,14,idle,
event_icedragonsaga2_02_s_119,40065,event_icedragonsaga2_02_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_s_119,True,,L_120,L_120,1.0,event_bgm_icedragonsaga_adventure,,,,,2,no,,,12,worry,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_120,40065,event_icedragonsaga2_02_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_s_120,True,,L_120,L_120,1.0,,,,,,2,no,,,12,worry,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_121,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_121,True,,XS_40,XS_40,1.0,,,,,,2,no,,,12,worry,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_122,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_122,True,,XS_40,XS_40,1.0,,,,,,2,no,,,12,worry,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_123,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_123,True,,XS_40,XS_40,1.0,,,,,,2,no,,,12,worry,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_124,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_124,True,,XS_40,XS_40,1.0,,,,,,2,no,,,12,worry,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_125,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_125,True,,XS_40,XS_40,1.0,,,,,,2,no,,,12,worry,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_126,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_126,True,,XS_40,XS_40,1.0,,,,,,2,no,,,12,worry,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_127,40065,event_icedragonsaga2_02_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_s_127,True,,L_120,L_120,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_128,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_128,True,,XS_40,XS_40,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_129,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_129,True,,XS_40,XS_40,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_130,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_130,True,,XS_40,XS_40,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_131,40065,event_icedragonsaga2_02_s,Self,chloe_v,,Locale_MainScenario:event_icedragonsaga2_02_s_131,False,,XS_40,XS_40,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_132,40065,event_icedragonsaga2_02_s,Self,guillotine_w,,Locale_MainScenario:event_icedragonsaga2_02_s_132,False,,12,12,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_133,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_133,True,,12,S_140,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_134,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_134,True,,S_140,S_140,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_135,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_135,True,,S_140,S_140,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_136,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_136,True,,S_140,S_140,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_137,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_137,True,,S_140,S_140,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_138,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_138,True,,S_140,S_140,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_139,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_139,True,,S_140,S_140,1.0,,,,,,2,no,,,12,idle,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_140,40065,event_icedragonsaga2_02_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_s_140,True,,S_140,13,1.0,,,,,,2,no,,,12,shy,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_141,40065,event_icedragonsaga2_02_s,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga2_02_s_141,False,,13,13,1.0,,,,,,2,no,,,12,shy,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_142,40065,event_icedragonsaga2_02_s,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga2_02_s_142,False,,13,13,1.0,,,,,,2,no,,,12,shy,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_143,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_143,True,,13,13,1.0,,,,,,2,no,,,12,shy,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_144,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_144,True,,13,13,1.0,,,,,,2,no,,,12,shy,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_145,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_145,True,,13,13,1.0,,,,,,2,no,,,12,shy,,,4,idle,,,14,idle,
event_icedragonsaga2_02_s_146,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_146,False,,black,black,1.0,,black,,,,2,no,guillotine_w,,12,shy,maiden_w,,4,idle,chloe_v,,14,idle,volume_c
event_icedragonsaga2_02_s_147,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_147,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_148,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_148,False,,black,black,1.0,none,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_149,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_149,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_150,40065,event_icedragonsaga2_02_s,Narration,,,Locale_MainScenario:event_icedragonsaga2_02_s_150,False,,black,black,1.0,,,,sfx_scn_retropartyout,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_151,40065,event_icedragonsaga2_02_s,Narration,,,Locale_MainScenario:event_icedragonsaga2_02_s_151,False,,black,black,1.0,,,,sfx_scn_retropartyout,,,,,,,,,,,,,,,,
