id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,speaker,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_ce006_3_03_e_123,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_123,True,,,,,3,3,1.0,,,,hongryeon,,,,2,surprise,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_124,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_124,True,,,,,3,3,1.0,,,,rapunzel,,,,2,surprise,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_125,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_125,False,,,,,3,5,1.3,,,,snowwhite,,,,2,surprise,,4,surprise,,6,pain,,,,,,
event_ce006_3_03_e_126,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_126,True,,,,,5,5,1.0,,,,snowwhite,,,,2,surprise,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_127,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_127,True,,,,,20,20,1.0,,,,hongryeon,,,,2,no,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_128,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_128,True,,,,,5,5,1.0,,,,snowwhite,,,,2,no,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_129,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_129,True,,,,,20,20,1.0,,,,hongryeon,,,,2,no,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_130,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_130,True,,,,,5,5,1.0,,,,snowwhite,,,,2,no,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_131,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_131,True,,,,,5,5,1.0,,,,snowwhite,,,,2,no,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_132,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_132,True,,,,,5,3,1.3,,,,hongryeon,,,,2,idle,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_133,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_133,True,,,,,3,3,1.0,,,,rapunzel,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_134,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_134,True,,,,,120,120,1.0,,bgm_story_thepilgrimacv,,com,,black,,2,idle,,4,idle,,6,idle,com,12,idle,,,
event_ce006_3_03_e_135,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_135,True,,,,,5,5,1.0,,,,snowwhite,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_136,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_136,False,,,,,120,120,1.0,,,,com,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_137,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_137,True,,,,,120,120,1.0,,,,com,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_138,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_138,True,,,,,5,5,1.0,,,,snowwhite,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_139,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_139,True,,,,,120,120,1.0,,,,com,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_140,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_140,True,,,,,5,5,1.0,,,,rapunzel,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_141,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_141,True,,,,,5,5,1.0,,,,rapunzel,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_142,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_142,True,,,,,120,120,1.0,,,,com,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_143,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_143,True,,,,,120,1,1.3,,,,hongryeon,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_144,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_144,True,,,,,1,1,1.0,,,,com,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_145,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_145,True,,,,,1,1,1.0,,,,com,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_146,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_146,False,,,,,5,5,1.0,,,,snowwhite,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_147,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_147,True,,,,,5,5,1.0,,,,snowwhite,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_148,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_148,True,,,,,1,1,1.0,,,,com,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_149,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_149,True,,,,,1,1,1.0,,,,com,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_150,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_150,True,,,,,1,1,1.0,,,,com,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_151,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_151,True,,,,,1,1,1.0,,,,com,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_152,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_152,True,,,,,1,1,1.0,,,,com,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_153,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_153,True,,,,,1,1,1.0,,,,com,,,,2,no,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_154,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_154,False,,,,,5,5,1.0,,,,snowwhite,,,,2,no,,4,no,,6,pain,,12,idle,,,
event_ce006_3_03_e_155,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_155,False,,,,,5,3,1.3,,,,hongryeon,,,,2,no,,4,no,,6,pain,,12,idle,,,
event_ce006_3_03_e_156,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_156,False,,,,,3,3,1.0,,,,rapunzel,,,,2,no,,4,no,,6,pain,,12,idle,,,
event_ce006_3_03_e_157,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_157,True,,,,,3,1,1.3,,,,com,,,,2,no,,4,no,,6,pain,,12,idle,,,
event_ce006_3_03_e_158,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_158,True,,,,,1,1,1.0,,,,hongryeon,,,,2,idle,,4,no,,6,pain,,12,idle,,,
event_ce006_3_03_e_159,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_159,True,,,,,1,1,1.0,,,,com,,,,2,idle,,4,no,,6,idle,,12,idle,,,
event_ce006_3_03_e_160,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_160,True,,,,,1,1,1.0,,,,com,,,,2,idle,,4,no,,6,idle,,12,idle,,,
event_ce006_3_03_e_161,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_161,True,,,,,1,1,1.0,,,,hongryeon,,,,2,surprise,,4,no,,6,idle,,12,idle,,,
event_ce006_3_03_e_162,40080,event_ce006_3_03_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_03_e_162,False,,,,,1,1,1.0,,,,,,,,2,surprise,,4,no,,6,idle,,12,idle,,,
event_ce006_3_03_e_163,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_163,True,,,,,1,1,1.0,,,,hongryeon,,,,2,surprise,,4,no,,6,idle,,12,idle,,,
event_ce006_3_03_e_164,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_164,True,,,,,1,3,1.3,,,,rapunzel,,,,2,surprise,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_165,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_165,True,,,,,3,3,1.0,,,,hongryeon,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_166,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_166,True,,,,,3,3,1.0,,,,rapunzel,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_167,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_167,True,,,,,3,3,1.0,,,,hongryeon,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_168,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_168,True,,,,,60,60,1.0,,,,snowwhite,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_169,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_169,True,,,,,3,3,1.0,,,,hongryeon,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_170,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_170,True,,,,,3,3,1.0,,,,rapunzel,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_171,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_171,True,,,,,3,5,1.3,,,,snowwhite,,,,2,idle,,4,idle,,6,idle,,12,idle,,,
event_ce006_3_03_e_172,40080,event_ce006_3_03_e,Narration,com,Locale_MainScenario:event_ce006_3_03_e_172,False,,,,MemorialHall,black,black,1.0,sfx_scn_memorynoise,none,Grey,,,black,,2,idle,,4,idle,,6,idle,,1,idle,hongryeon,rapunzel,snowwhite
event_ce006_3_03_e_173,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_173,True,,,,,1,1,1.0,,collab_bgm_sb_camp_04,Grey,com,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_174,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_174,True,,,,,1,16,1.75,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_175,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_175,True,,,,,16,16,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_176,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_176,True,,,,,16,16,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_177,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_177,True,,,,,16,16,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_178,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_178,True,,,,,16,1,1.75,,,Grey,com,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_179,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_179,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_180,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_180,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_181,40080,event_ce006_3_03_e,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_03_e_181,True,,,,,1,1,1.0,,,Grey,bunkerchild,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_182,40080,event_ce006_3_03_e,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_03_e_182,True,,,,,1,1,1.0,,,Grey,bunkerchild,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_183,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_183,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_184,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_184,True,,,,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_185,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_185,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_186,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_186,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_187,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_187,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_188,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_188,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_189,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_189,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_190,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_190,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_191,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_191,True,,,,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_192,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_192,True,,,,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_193,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_193,True,,,,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_194,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_194,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_195,40080,event_ce006_3_03_e,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_03_e_195,True,,,,,1,1,1.0,,,Grey,bunkerchild,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_196,40080,event_ce006_3_03_e,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_03_e_196,True,,,,,1,1,1.0,,,Grey,bunkerchild,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_197,40080,event_ce006_3_03_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_03_e_197,True,,,,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_198,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_198,True,,,,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_199,40080,event_ce006_3_03_e,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_03_e_199,True,,,,,1,1,1.0,,,Grey,bunkerchild,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_200,40080,event_ce006_3_03_e,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_03_e_200,True,,,,,1,1,1.0,,,Grey,bunkerchild,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_201,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_201,True,,,,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_202,40080,event_ce006_3_03_e,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_03_e_202,True,,,,,1,1,1.0,,,Grey,bunkerchild,,,,,,,,,,,,,1,idle,,,
event_ce006_3_03_e_203,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_203,True,,,,,black,black,1.0,,,Grey,com,,,,,,,,,,,,,1,idle,,,
