id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_neverland1_05_s_113,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_113,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_114,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_114,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_115,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_115,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_116,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_116,True,,30,S_10,1.0,,mica_w,mica_w,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_117,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_117,True,,S_10,S_10,1.0,,mica_w,mica_w,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_118,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_118,True,,S_10,S_10,1.0,,mica_w,mica_w,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_119,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_119,True,,S_10,2,1.0,,emma,emma,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_120,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_120,True,,2,2,1.0,,mica_w,mica_w,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_121,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_121,True,,2,2,1.0,,emma,emma,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_122,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_122,True,,2,2,1.0,,emma,emma,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_123,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_123,True,,2,2,1.0,,emma,emma,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_124,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_124,True,,2,2,1.0,,mica_w,mica_w,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_125,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_125,False,,2,2,1.0,,,,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_126,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_126,True,,2,12,0.6,,belorta,belorta,,3,idle,,1,shy,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_127,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_127,False,,12,12,1.0,,mica_w,mica_w,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_128,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_128,True,,12,12,1.0,,belorta,belorta,,3,idle,,1,surprise,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_129,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_129,True,,12,12,1.0,,belorta,belorta,,3,idle,,1,surprise,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_130,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_130,True,,12,12,1.0,,mica_w,mica_w,,3,idle,,1,surprise,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_131,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_131,True,,12,XS_130,1.0,,belorta,belorta,,3,idle,,1,surprise,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_132,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_132,True,,XS_130,XS_130,1.0,,belorta,belorta,,3,idle,,1,surprise,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_133,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_133,True,,XS_130,XS_130,1.0,,belorta,belorta,,3,idle,,1,special,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_134,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_134,True,,XS_130,XS_130,1.0,,belorta,belorta,,3,idle,,1,special,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_135,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_135,True,,XS_130,XS_130,1.0,,belorta,belorta,,3,idle,,1,special,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_136,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_136,False,,XS_130,S_10,1.0,,mica_w,mica_w,,3,idle,,1,special,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_137,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_137,False,,black,black,1.0,,,,,3,idle,,1,special,,13,delight,,,,emma,mica_w,belorta,,,,,,,,,,,,,,,,,
event_neverland1_05_s_138,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_138,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_139,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_139,False,black,black,black,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_140,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_140,True,HotSpringInnIn_s,6,6,1.0,event_bgm_neverland_hugme_day,blanc_c,blanc_c,blanc_c,5,idle,noir_c,7,idle,ludmilla_w,3,idle,,,,,,,black,,,,,,,,,,,,,,,,
event_neverland1_05_s_141,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_141,True,,6,6,1.0,,noir_c,noir_c,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_142,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_142,True,,6,4,1.0,,ludmilla_w,ludmilla_w,,5,idle,,7,idle,,3,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_143,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_143,True,,4,4,1.0,,blanc_c,blanc_c,,5,idle,,7,idle,,3,idle,,,,,,,,signal,16,delight,delta,14,idle,vesti,12,idle,,,,,,,
event_neverland1_05_s_144,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_144,True,,15,15,1.0,,signal,signal,,5,idle,,7,idle,,3,idle,,,,blanc_c,noir_c,ludmilla_w,,,16,delight,,14,idle,,12,idle,eunhwa,2,idle,,,,
event_neverland1_05_s_145,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_145,True,,15,15,1.0,,signal,signal,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,idle,,,,
event_neverland1_05_s_146,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_146,True,,15,15,1.0,,signal,signal,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,idle,,,,
event_neverland1_05_s_147,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_147,True,,15,15,1.0,,delta,delta,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,idle,,,,
event_neverland1_05_s_148,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_148,True,,15,13,1.0,,vesti,vesti,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,idle,,,,
event_neverland1_05_s_149,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_149,True,,13,13,1.0,,vesti,vesti,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,idle,,,,
event_neverland1_05_s_150,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_150,True,,13,13,1.0,,delta,delta,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,idle,,,,
event_neverland1_05_s_151,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_151,True,,13,13,1.0,,vesti,vesti,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,idle,,,,
event_neverland1_05_s_152,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_152,False,,13,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,idle,,,,
event_neverland1_05_s_153,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_153,True,,1,1,1.0,,vesti,vesti,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,idle,,,,
event_neverland1_05_s_154,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_154,True,,1,1,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,idle,,2,angry,,,,
event_neverland1_05_s_155,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_155,True,,1,1,1.0,,vesti,vesti,,,,,,,,,,,,,,,,,,16,delight,,14,idle,,12,sad,,2,angry,,,,
event_neverland1_05_s_156,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_156,True,,black,black,1.0,,belorta,belorta,belorta,5,delight,,,,,,,,,,,,,,,16,delight,,14,idle,,12,sad,,2,angry,signal,delta,vesti,eunhwa
event_neverland1_05_s_157,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_157,True,,53,53,1.0,,belorta,belorta,,5,delight,emma,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_158,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_158,True,,53,53,1.0,,belorta,belorta,,5,delight,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_159,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_159,True,,53,53,1.0,,emma,emma,,5,delight,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_160,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_160,True,,53,53,1.0,,belorta,belorta,,5,delight,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_161,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_161,True,,53,53,1.0,,belorta,belorta,,5,delight,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_162,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_162,True,,53,53,1.0,,emma,emma,,5,delight,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_163,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_163,False,,53,1,1.0,,mica_w,mica_w,,5,delight,,3,idle,mica_w,1,special,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_164,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_164,False,,1,S_10,1.0,,,,,5,delight,,3,idle,,1,special,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_165,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_165,False,,S_10,S_10,1.0,,,,,5,delight,,3,idle,,1,special,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_166,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_166,True,,S_10,S_10,1.0,,mica_w,mica_w,,5,delight,,3,idle,,1,special,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_167,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_167,True,,S_10,S_10,1.0,,mica_w,mica_w,,5,delight,,3,idle,,1,special,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_168,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_168,True,,S_10,S_10,1.0,,mica_w,mica_w,,5,delight,,3,idle,,1,special,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_169,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_169,True,,S_10,S_10,1.0,,mica_w,mica_w,,5,delight,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_170,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_170,False,,S_10,S_10,1.0,,,,,5,delight,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_171,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_171,True,,S_10,S_10,1.0,,mica_w,mica_w,,5,delight,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_172,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_172,True,,S_10,S_10,1.0,,mica_w,mica_w,,5,delight,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_173,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_173,True,,S_10,S_10,1.0,,mica_w,mica_w,,5,delight,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_174,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_174,False,,S_10,S_10,1.0,,,,,5,delight,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_175,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_175,False,,S_10,S_10,1.0,,,,,5,delight,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
