id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,jump_target,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,set_camera_shake,set_filter_01,set_filter_02
d_nikke_biscuit_04_116,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_116,True,,1,idle,,5,sad,,XS_100,XS_100,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_117,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_117,True,,1,delight,,5,surprise,Park,XS_10,XS_10,1.0,,biscuit,,black,,,,,,,,,,,,,
d_nikke_biscuit_04_118,d_nikke_biscuit_04,Narration,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_118,False,,1,delight,,5,surprise,,beatrice_50,beatrice_50,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_119,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_119,False,,1,delight,,5,delight,,beatrice_50,beatrice_500,1.0,,beatrice,,,,,,,,,,,,,,,
d_nikke_biscuit_04_120,d_nikke_biscuit_04,Narration,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_120,False,,1,delight,,5,special,,beatrice_500,beatrice_50,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_121,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_121,True,,1,delight,,5,surprise,,XS_10,XS_10,1.0,none,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_122,d_nikke_biscuit_04,Speech,suspiciouswoman,Locale_NikkeEpisode:d_nikke_biscuit_04_122,True,,1,idle,,5,surprise,,7,7,1.0,,suspiciouswoman,,,,,suspiciouswoman,7,idle,suspiciousman,3,idle,,,,,
d_nikke_biscuit_04_123,d_nikke_biscuit_04,Speech,suspiciousman,Locale_NikkeEpisode:d_nikke_biscuit_04_123,True,,1,idle,,5,angry,,3,3,1.0,,suspiciousman,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_124,d_nikke_biscuit_04,Monologue,suspiciousman,Locale_NikkeEpisode:d_nikke_biscuit_04_124,False,,1,idle,,5,angry,,3,4,1.0,,,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_125,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_125,True,,1,sad,,5,angry,,XS_10,XS_10,1.0,,biscuit,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_126,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_126,True,,1,sad,,5,angry,,XS_10,XS_10,1.0,,biscuit,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_127,d_nikke_biscuit_04,Speech,suspiciouswoman,Locale_NikkeEpisode:d_nikke_biscuit_04_127,True,,1,sad,,5,angry,,7,7,1.0,bgm_story_stormbreakers,suspiciouswoman,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_128,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_128,False,,1,sad,,5,angry,,beatrice_50,beatrice_500,1.0,,beatrice,sfx_scn_bowwow,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_129,d_nikke_biscuit_04,Monologue,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_129,False,,1,sad,,5,angry,,beatrice_500,beatrice_500,1.0,,,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_130,d_nikke_biscuit_04,Self,,Locale_NikkeEpisode:d_nikke_biscuit_04_130,False,,1,sad,,5,angry,,beatrice_500,beatrice_500,1.0,,,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_131,d_nikke_biscuit_04,Monologue,,Locale_NikkeEpisode:d_nikke_biscuit_04_131,False,,1,sad,,5,angry,,beatrice_500,beatrice_500,1.0,,,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_132,d_nikke_biscuit_04,Speech,suspiciousman,Locale_NikkeEpisode:d_nikke_biscuit_04_132,True,,1,angry,,5,angry,,3,300,0.5,,suspiciousman,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_133,d_nikke_biscuit_04,Self,suspiciousman,Locale_NikkeEpisode:d_nikke_biscuit_04_133,False,,1,angry,,5,angry,,300,300,1.0,,,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_134,d_nikke_biscuit_04,Self,suspiciousman,Locale_NikkeEpisode:d_nikke_biscuit_04_134,False,,1,angry,,5,angry,,300,300,1.0,,,,,,,,7,idle,,3,idle,,,,,
d_nikke_biscuit_04_135,d_nikke_biscuit_04,Monologue,suspiciousman,Locale_NikkeEpisode:d_nikke_biscuit_04_135,False,,1,angry,,5,angry,,17,17,1.0,,,,,,,,7,idle,,3,idle,,,Low_2,Blur_High,Vignetting
d_nikke_biscuit_04_136,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_136,True,,1,sad,,5,angry,,XS_100,XS_100,1.0,,biscuit,,,,,,7,idle,,3,idle,,,,Blur_High,Vignetting
d_nikke_biscuit_04_137,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_137,True,,1,sad,,5,angry,,beatrice_500,beatrice_500,1.0,,beatrice,sfx_scn_bowwow,,,,,7,idle,,3,idle,,,,Blur_High,Vignetting
d_nikke_biscuit_04_138,d_nikke_biscuit_04,Speech,suspiciousman,Locale_NikkeEpisode:d_nikke_biscuit_04_138,True,,1,sad,,5,angry,,4,4,1.0,,suspiciousman,,,,,,7,idle,,3,idle,,,,Blur_High,Vignetting
d_nikke_biscuit_04_139,d_nikke_biscuit_04,Self,,Locale_NikkeEpisode:d_nikke_biscuit_04_139,False,,1,sad,,5,angry,,4,4,1.0,,,,,,,,7,idle,,3,idle,,,,Blur_High,Vignetting
d_nikke_biscuit_04_140,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_140,True,,1,sad,,5,angry,,4,4,1.0,,beatrice,sfx_scn_bowwow,,,,,7,idle,,3,idle,,,,Blur_High,Vignetting
d_nikke_biscuit_04_141,d_nikke_biscuit_04,Speech,suspiciousman,Locale_NikkeEpisode:d_nikke_biscuit_04_141,True,,1,sad,,5,angry,,4,300,0.5,,suspiciousman,,,,,,7,idle,,3,idle,,,,Blur_High,Vignetting
d_nikke_biscuit_04_142,d_nikke_biscuit_04,Speech,suspiciouswoman,Locale_NikkeEpisode:d_nikke_biscuit_04_142,True,,1,sad,,5,angry,,70,700,0.5,,suspiciouswoman,,,,beatrice,,7,idle,,3,idle,,,,Blur_High,Vignetting
d_nikke_biscuit_04_143,d_nikke_biscuit_04,Narration,,Locale_NikkeEpisode:d_nikke_biscuit_04_143,False,,1,sad,,,,,17,17,1.0,,,sfx_scn_running,,,,,7,idle,,3,idle,suspiciouswoman,suspiciousman,,Blur_High,Vignetting
d_nikke_biscuit_04_144,d_nikke_biscuit_04,Speech,,Locale_NikkeEpisode:d_nikke_biscuit_04_144,False,,1,sad,,,,,17,17,1.0,,beatrice,sfx_scn_bowwow,,,,,,,,,,,,,Blur_High,Vignetting
d_nikke_biscuit_04_145,d_nikke_biscuit_04,Monologue,,Locale_NikkeEpisode:d_nikke_biscuit_04_145,False,,1,sad,,,,,17,17,1.0,,,,,,,,,,,,,,,,Blur_High,Vignetting
d_nikke_biscuit_04_146,d_nikke_biscuit_04,Monologue,,Locale_NikkeEpisode:d_nikke_biscuit_04_146,False,,1,sad,,,,,17,17,1.0,,,,,,,,,,,,,,,,Blur_High,Vignetting
