id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_jackal_05_132,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_132,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_jackal_05_133,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_133,False,Backstreet,S_100,S_100,1.0,,,,,jackal,1,shy_02,,crow,3,idle,,,,,,,,,
d_nikke_jackal_05_134,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_134,True,,S_100,S_100,1.0,bgm_story_herecomestrouble,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_135,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_135,True,,S_100,S_100,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_136,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_136,True,,S_100,S_100,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_137,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_137,True,,S_100,S_100,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_138,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_138,True,,S_100,S_100,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_139,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_139,True,,S_100,S_100,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_140,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_140,True,,S_100,S_100,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_141,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_141,False,,S_100,S_100,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_142,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_142,False,,S_100,S_100,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_143,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_143,True,,S_100,31,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_144,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_144,True,,31,31,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_145,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_145,True,,31,31,1.0,,,,,,1,shy_02,,,3,idle,,,,,,,,,
d_nikke_jackal_05_146,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_146,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_147,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_147,True,,31,1,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_148,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_148,True,,1,S_10,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_149,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_149,False,black,black,black,1.0,,,,,,1,idle,jackal,,3,idle,crow,,,,,,,,
d_nikke_jackal_05_150,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_150,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
