id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,set_camera_shake,characters/0/hide_char_id
d_nikke_nihilister_04_125,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_125,True,,5,shy,,13,angry,,15,idle,,17,idle,,50,500,2.0,bgm_boss_mba002_phase2,,,,
d_nikke_nihilister_04_126,d_nikke_nihilister_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_nihilister_04_126,True,,5,shy,,13,angry,,15,idle,,17,angry,,16,16,1.0,,,,,
d_nikke_nihilister_04_127,d_nikke_nihilister_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_nihilister_04_127,True,,5,idle,,13,angry,,15,idle,,17,angry,,16,16,1.0,,,,,
d_nikke_nihilister_04_128,d_nikke_nihilister_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_nihilister_04_128,True,,5,idle,,13,angry,,15,idle,,17,angry,,16,16,1.0,,,,,
d_nikke_nihilister_04_129,d_nikke_nihilister_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_04_129,True,,5,idle,,13,angry,,15,idle,,17,angry,,16,14,0.3,,,,,
d_nikke_nihilister_04_130,d_nikke_nihilister_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_04_130,True,,5,idle,,13,angry,,15,idle,,17,angry,,14,14,1.0,,,,,
d_nikke_nihilister_04_131,d_nikke_nihilister_04,Self,,,Locale_NikkeEpisode:d_nikke_nihilister_04_131,False,,5,idle,,13,angry,,15,idle,,17,angry,,14,14,1.0,,,,,nihilister
d_nikke_nihilister_04_132,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_132,False,,5,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,,,,
d_nikke_nihilister_04_133,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_133,False,,5,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_firebreath,,,
d_nikke_nihilister_04_134,d_nikke_nihilister_04,Narration,,,Locale_NikkeEpisode:d_nikke_nihilister_04_134,False,,5,idle,,13,angry,,15,idle,,17,idle,,500,500,1.0,,sfx_scn_rapturehowl,,Low_2,
d_nikke_nihilister_04_135,d_nikke_nihilister_04,Narration,,,Locale_NikkeEpisode:d_nikke_nihilister_04_135,False,,5,idle,,13,angry,,15,idle,,17,idle,,500,5,0.3,,sfx_scn_firemissile,,Low_2,
d_nikke_nihilister_04_136,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_136,False,,5,idle,,13,angry,,15,idle,,17,idle,,5,9,1.0,,,,Low_2,
d_nikke_nihilister_04_137,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_137,False,nihilister,5,idle,,13,angry,,15,idle,,17,idle,,9,5,2.0,,,,,
d_nikke_nihilister_04_138,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_138,False,,5,idle,,13,angry,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_139,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_139,False,,5,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,,,,nihilister
d_nikke_nihilister_04_140,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_140,False,,5,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,,,,
d_nikke_nihilister_04_141,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_141,False,,5,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,,,,
d_nikke_nihilister_04_142,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_142,False,nihilister,5,shy,,13,angry,,15,idle,,17,idle,,8,50,0.3,,sfx_scn_rapturelanding,,Low_2,
d_nikke_nihilister_04_143,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_143,False,,5,shy,,13,angry,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_firebreath,,,
d_nikke_nihilister_04_144,d_nikke_nihilister_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_04_144,True,,5,idle,,13,no,,15,idle,,17,idle,,130,130,1.0,,,,,
d_nikke_nihilister_04_145,d_nikke_nihilister_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_04_145,True,,5,idle,,13,worry,,15,idle,,17,idle,,130,130,1.0,,,,,
d_nikke_nihilister_04_146,d_nikke_nihilister_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_04_146,True,,5,idle,,13,worry,,15,idle,,17,idle,,130,130,1.0,,,,,
d_nikke_nihilister_04_147,d_nikke_nihilister_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_04_147,True,,5,idle,,13,void,,15,think,,17,idle,,130,14,1.0,,,,,
d_nikke_nihilister_04_148,d_nikke_nihilister_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_04_148,True,,5,idle,,13,void,,15,idle,,17,idle,,14,14,1.0,,,,,
d_nikke_nihilister_04_149,d_nikke_nihilister_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_04_149,True,,5,idle,,13,void,,15,idle,,17,idle,,14,14,1.0,,,,,
d_nikke_nihilister_04_150,d_nikke_nihilister_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_nihilister_04_150,True,,5,idle,,13,void,,15,idle,,17,worry,,14,16,1.0,,,,,
d_nikke_nihilister_04_151,d_nikke_nihilister_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_04_151,True,,5,idle,,13,worry,,15,idle,,17,worry,,16,14,2.0,,,,,
d_nikke_nihilister_04_152,d_nikke_nihilister_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_04_152,True,,5,idle,,13,void,,15,idle,,17,idle,,14,14,1.0,,,,,
d_nikke_nihilister_04_153,d_nikke_nihilister_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_04_153,True,,5,idle,,13,void,,15,think,,17,idle,,14,150,2.0,,,,,
d_nikke_nihilister_04_154,d_nikke_nihilister_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_04_154,True,,5,idle,,13,void,,15,think,,17,idle,,150,150,1.0,,,,,
