id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade
d_nikke_julia_03_134,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_134,False,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_135,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_135,True,,S_10,S_100,2.0,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_136,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_136,True,,S_100,S_100,1.0,,julia,julia,,,,,,,,,,,,1,think,,,,,,
d_nikke_julia_03_137,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_137,True,,S_100,S_100,1.0,,julia,julia,,,,,,,,,,,,1,think,,,,,,
d_nikke_julia_03_138,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_138,False,,S_100,S_10,0.5,none,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_139,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_139,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_140,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_140,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_141,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_141,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_142,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_142,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_143,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_143,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_144,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_144,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_145,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_145,False,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_146,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_146,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
