id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,characters/1/hide_char_id,fade
d_nikke_Mary_BayGoddess_02_121,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_121,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_122,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_122,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_123,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_123,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_124,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_124,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_125,d_nikke_Mary_BayGoddess_02,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_125,False,,1,think,,black,black,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_126,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_126,True,,1,surprise,,10,100,2.0,,,,,,,
d_nikke_Mary_BayGoddess_02_127,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_127,True,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_128,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_128,True,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_129,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_129,True,,1,surprise,,100,10,2.0,,,,,,,
d_nikke_Mary_BayGoddess_02_130,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_130,True,,1,surprise,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_131,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_131,True,,1,surprise,,10,10,1.0,,,,,,,
