id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,jump_target,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/0/hide_char_id,fade
d_nikke_privaty_01_125,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_125,False,,S_100,S_10,2.0,,,1,shy,,14,idle,,16,delight,,18,idle,,,,,,
d_nikke_privaty_01_126,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_126,True,,S_10,S_10,1.0,,,1,shy,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_127,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_127,True,,S_140,S_140,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_128,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_128,True,,S_10,S_10,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_129,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_129,True,,S_140,15,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_130,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_130,True,,15,15,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_131,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_131,True,,15,1,2.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_132,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_132,False,,1,1,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_133,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_133,True,none,black,black,0.5,,,1,idle,,14,good,,16,idle,,18,idle,,milk,sugar,frima,privaty,
d_nikke_privaty_01_134,d_nikke_privaty_01,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_134,,CommanderRoom,13,1,2.0,none,,,,,,,,,,,,,,,,,,black
d_nikke_privaty_01_135,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_135,,,1,1,1.0,bgm_story_leisuretime,privaty,1,idle,,,,,,,,,,,,,,,
d_nikke_privaty_01_136,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_136,False,,1,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,
d_nikke_privaty_01_137,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_137,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,
d_nikke_privaty_01_138,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_138,True,,S_10,S_10,1.0,,,1,shy,,,,,,,,,,,,,,,
d_nikke_privaty_01_139,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_139,,,S_10,S_10,1.0,,,1,shy,,,,,,,,,,,,,,,
d_nikke_privaty_01_140,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_140,True,,S_10,S_100,0.5,,,1,surprise,,,,,,,,,,,,,,,
d_nikke_privaty_01_141,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_141,True,,S_100,S_100,1.0,,,1,surprise,,,,,,,,,,,,,,,
d_nikke_privaty_01_142,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_142,False,,S_100,S_100,1.0,,,1,shy,,,,,,,,,,,,,,,
d_nikke_privaty_01_143,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_143,True,,S_100,S_10,2.0,,,1,idle,,,,,,,,,,,,,,,
d_nikke_privaty_01_144,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_144,True,,S_10,S_10,1.0,,,1,delight,,,,,,,,,,,,,,,
d_nikke_privaty_01_145,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_145,True,,S_10,S_10,0.5,,,1,delight,,,,,,,,,,,,,,,
