id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,highlight,speaker,set_camera_shake,jump_target,play_sound,fade
d_nikke_nihilister_03_119,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_119,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_120,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_120,False,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_121,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_121,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_122,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_122,False,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_123,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_123,False,,1,surprise,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_124,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_124,False,,1,surprise,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_125,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_125,False,,1,surprise,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_126,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_126,False,,1,surprise,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_127,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_127,False,,1,angry2,,,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_128,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_128,True,,1,angry2,,,angry,,17,angry,,19,angry,,10,10,1.0,none,Grey,nihilister,nihilister,,,,black
d_nikke_nihilister_03_129,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_129,True,,1,angry2,,,angry,,17,angry,,19,angry,,10,10,1.0,,Grey,nihilister,nihilister,,,,
d_nikke_nihilister_03_130,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_130,True,,1,angry2,,,angry,,17,angry,,19,angry,,10,10,1.0,,Grey,nihilister,nihilister,,,,
d_nikke_nihilister_03_131,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_131,True,,1,angry2,,,angry,,17,angry,,19,angry,,10,10,1.0,,Grey,nihilister,nihilister,,,,
d_nikke_nihilister_03_132,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_132,True,,1,shy,,,angry,,17,angry,,19,angry,,10,1,2.0,bgm_volcanicnest,,nihilister,nihilister,,,,black
d_nikke_nihilister_03_133,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_133,True,,1,shy,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_134,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_134,True,,1,smile,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_135,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_135,True,,1,smile,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_136,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_136,True,,1,smile,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_137,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_137,True,,1,smile,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_138,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_138,True,,1,angry2,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_139,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_139,True,,1,angry2,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_140,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_140,False,,1,angry2,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_141,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_141,True,,1,idle,,,angry,,17,angry,,19,angry,,1,10,2.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_142,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_142,True,,1,idle,,,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_143,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_143,True,,1,idle,,,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_144,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_144,True,,1,idle,,,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_145,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_145,True,,1,idle,,,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_146,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_146,True,,1,idle,,,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_147,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_147,False,,1,idle,,,angry,,17,angry,,19,angry,,10,1,2.0,,,nihilister,,,,,
d_nikke_nihilister_03_148,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_148,True,,1,idle,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_149,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_149,True,,1,idle,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_150,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_150,True,,1,idle,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_151,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_151,True,,1,angry2,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_152,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_152,True,,1,angry2,,,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
