id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,set_camera_shake,fade,jump_target
d_nikke_rapunzel_02_132,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_132,True,,1,shy,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_133,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_133,False,,1,shy,,1,1,1.0,,,,,,,,,,,d_nikke_rapunzel_02_137
d_nikke_rapunzel_02_134,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_134,True,,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_135,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_135,True,,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_136,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_136,False,,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_137,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_137,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_138,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_138,False,,1,no,,1,10,2.0,,,,,,,,,,,
d_nikke_rapunzel_02_139,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_139,False,,1,no,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_140,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_140,True,,1,no,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_141,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_141,False,,1,no,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_142,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_142,True,,1,no,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_143,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_143,True,,1,no,,10,10,1.0,,,,,,,,,,,
