id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_rumani_02_152,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_152,False,,30,30,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_153,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_153,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_154,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_154,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_155,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_155,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_156,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_156,True,,30,30,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_157,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_157,False,,15,150,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_158,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_158,False,,150,19,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_159,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_159,False,,19,19,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_160,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_160,False,,black,black,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_161,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_161,False,,black,black,1.0,,,,,,3,angry,,,,
