id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake,set_filter_01,characters/0/hide_char_id
d_nikke_vesti_04_145,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_145,True,,15,angry,,15,15,1.0,,,,,,
d_nikke_vesti_04_146,d_nikke_vesti_04,Narration,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_146,False,,15,angry,,15,15,1.0,,,,,,
d_nikke_vesti_04_147,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_147,False,,15,angry,,15,15,1.0,,,,,,
d_nikke_vesti_04_148,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_148,True,,15,idle,,15,15,1.0,,,,,,
d_nikke_vesti_04_149,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_149,True,,15,idle,,15,15,1.0,,,,,,
d_nikke_vesti_04_150,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_150,True,,15,idle,,15,15,1.0,,,,,,
d_nikke_vesti_04_151,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_151,True,,15,idle,,15,15,1.0,,,,,,
d_nikke_vesti_04_152,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_152,True,,15,delight,,15,15,1.0,none,,,,,
d_nikke_vesti_04_153,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_153,True,,15,delight,,15,15,1.0,,,,,,
d_nikke_vesti_04_154,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_154,True,,15,delight,,15,XS_150,0.5,,,,,,
