id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_rapi_redhood_03_122,d_nikke_rapi_redhood_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_122,True,,2,good,,18,18,1.0,,,,,,,,,,17,idle,,19,no
d_nikke_rapi_redhood_03_123,d_nikke_rapi_redhood_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_123,True,,2,good,,18,18,1.0,,,,,,,,,,17,idle,,19,angry
d_nikke_rapi_redhood_03_124,d_nikke_rapi_redhood_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_124,True,,2,good,,18,18,1.0,,,,,,,,,,17,no,,19,angry
d_nikke_rapi_redhood_03_125,d_nikke_rapi_redhood_03,Speech,femaleemployee,femaleemployee,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_125,True,,2,good,,18,16,1.0,,,,,femaleemployee,15,idle,,,17,no,,19,angry
d_nikke_rapi_redhood_03_126,d_nikke_rapi_redhood_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_126,True,,2,good,,16,16,1.0,,,,,,15,idle,,,17,void,,19,angry
d_nikke_rapi_redhood_03_127,d_nikke_rapi_redhood_03,Speech,femaleemployee,femaleemployee,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_127,True,,2,good,,16,150,1.0,,,,,,15,idle,,,17,void,,19,angry
d_nikke_rapi_redhood_03_128,d_nikke_rapi_redhood_03,Speech,femaleemployee,femaleemployee,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_128,True,,2,good,,150,150,1.0,,,,,,15,idle,,,17,void,,19,idle
d_nikke_rapi_redhood_03_129,d_nikke_rapi_redhood_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_129,True,,2,good,,150,170,1.0,,,,,,15,idle,,,17,void,,19,idle
d_nikke_rapi_redhood_03_130,d_nikke_rapi_redhood_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_130,True,,2,good,,170,170,1.0,,,,,,15,idle,,,17,worry,,19,idle
d_nikke_rapi_redhood_03_131,d_nikke_rapi_redhood_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_131,True,,2,good,,170,170,1.0,,,,,,15,idle,,,17,no,,19,idle
d_nikke_rapi_redhood_03_132,d_nikke_rapi_redhood_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_03_132,True,,2,good,,170,S_190,1.0,,,,,,15,idle,,,17,no,,19,delight
