id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,fade,play_sound,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_dorothy_02_148,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_148,False,EdenIndoor,black,black,1.0,,,,,,Grey,Vignetting,noah,1,think,dorothy
d_nikke_dorothy_02_149,d_nikke_dorothy_02,Speech,noah,Locale_NikkeEpisode:d_nikke_dorothy_02_149,True,,XS_10,XS_10,1.0,,noah,,,,Grey,Vignetting,,1,shy,
d_nikke_dorothy_02_150,d_nikke_dorothy_02,Speech,noah,Locale_NikkeEpisode:d_nikke_dorothy_02_150,True,,XS_10,XS_10,1.0,,noah,,,,Grey,Vignetting,,1,pain,
d_nikke_dorothy_02_151,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_151,True,Desert_05,black,black,1.0,,noah,,,,Grey,Vignetting,dorothy,1,think,noah
d_nikke_dorothy_02_152,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_152,False,,1,1,1.0,,,,,,,,,1,worry,
d_nikke_dorothy_02_153,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_153,True,,1,10,2.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_154,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_154,False,,10,50,2.0,,,,,,,,,1,worry,
d_nikke_dorothy_02_155,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_155,False,,50,50,1.0,,,,,,,,,1,worry,
d_nikke_dorothy_02_156,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_156,False,,50,50,1.0,,,,,,,,,1,worry,
d_nikke_dorothy_02_157,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_157,True,,50,10,2.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_158,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_158,False,,10,10,1.0,,,,,,,,,1,worry,
d_nikke_dorothy_02_159,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_159,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
