id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_eunhwa_tactical_04_118,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_118,True,,10,10,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_119,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_119,True,,10,10,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_120,d_nikke_eunhwa_tactical_04,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_120,False,,10,10,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_121,d_nikke_eunhwa_tactical_04,Monologue,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_121,False,,10,100,1.3,,sfx_scn_rustle_2,,,,,1,idle,
d_nikke_eunhwa_tactical_04_122,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_122,True,,100,100,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_123,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_123,True,,100,100,1.0,,,,,,,1,no,
d_nikke_eunhwa_tactical_04_124,d_nikke_eunhwa_tactical_04,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_124,False,,100,100,1.0,,,,,,,1,no,
d_nikke_eunhwa_tactical_04_125,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_125,True,,100,100,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_126,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_126,True,,100,100,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_127,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_127,True,,100,100,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_128,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_128,True,,100,100,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_129,d_nikke_eunhwa_tactical_04,Monologue,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_129,False,,100,100,1.0,,sfx_scn_flare_2,,,,,1,idle,
d_nikke_eunhwa_tactical_04_130,d_nikke_eunhwa_tactical_04,Monologue,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_130,False,,100,100,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_131,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_131,True,,100,100,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_132,d_nikke_eunhwa_tactical_04,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_132,False,,100,100,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_133,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_133,True,,100,100,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_134,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_134,True,,100,10,1.0,,,,,,,1,surprise,
d_nikke_eunhwa_tactical_04_135,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_135,True,,10,10,1.0,,,,,,,1,surprise,
d_nikke_eunhwa_tactical_04_136,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_136,True,,10,10,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_137,d_nikke_eunhwa_tactical_04,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_137,False,,10,10,1.0,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_138,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_138,True,,10,100,1.2,,,,,,,1,idle,
d_nikke_eunhwa_tactical_04_139,d_nikke_eunhwa_tactical_04,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_04_139,True,,100,100,1.0,,,,,,,1,smile,
