id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_camera_shake,fade,jump_target,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_rupee_wintershopper_03_117,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_117,False,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_118,d_nikke_rupee_wintershopper_03,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_118,False,,L_10,L_100,1.0,,rupee_w,,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_119,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_119,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_120,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_120,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,shy,,,,d_nikke_rupee_wintershopper_03_121,,,,,
d_nikke_rupee_wintershopper_03_121,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_121,False,,L_100,L_100,1.0,,rupee_w,rupee,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_122,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_122,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_123,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_123,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_124,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_124,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_125,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_125,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_126,d_nikke_rupee_wintershopper_03,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_126,False,,L_100,L_100,1.0,bgm_story_shapeofhope,rupee_w,,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_127,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_127,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_128,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_128,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_129,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_129,False,,L_100,L_100,1.0,,rupee_w,,,1,idle,,,,d_nikke_rupee_wintershopper_03_131,,,,,
d_nikke_rupee_wintershopper_03_130,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_130,False,,L_100,L_100,1.0,,rupee_w,,,1,idle,,,,d_nikke_rupee_wintershopper_03_131,,,,,
d_nikke_rupee_wintershopper_03_131,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_131,False,black,L_100,L_100,1.0,,rupee_w,rupee,,1,surprise,rupee_w,,,,,,,,
d_nikke_rupee_wintershopper_03_132,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_132,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,,,,,,
d_nikke_rupee_wintershopper_03_133,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_133,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,,,,,,
