id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id
d_nikke_helm_aquamarine_05_128,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_128,True,,10,10,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_129,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_129,True,,10,10,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_130,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_130,True,,10,10,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_131,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_131,True,,10,10,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_132,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_132,True,,10,10,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_133,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_133,True,,10,10,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_134,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_134,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_135,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_135,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_136,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_136,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_137,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_137,False,,10,10,1.0,none,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_138,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_138,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_139,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_139,False,,10,10,1.0,,,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_140,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_140,True,,10,100,1.0,,helm_s,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_141,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_141,True,,100,100,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_142,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_142,True,,100,100,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_143,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_143,False,,black,black,1.0,,,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_144,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_144,True,,black,black,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_145,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_145,False,,black,black,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_146,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_146,True,,100,10,1.0,bgm_story_milkyway,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_147,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_147,False,,10,10,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_148,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_148,False,,10,10,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_149,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_149,False,,10,10,1.0,,helm_s,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_150,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_150,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_151,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_151,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_152,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_152,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_153,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_153,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_154,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_154,False,,10,10,1.0,,,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_155,d_nikke_helm_aquamarine_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_155,False,,black,black,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_156,d_nikke_helm_aquamarine_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_156,False,,black,black,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_157,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_157,False,,10,100,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_158,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_158,False,,100,100,1.0,,helm_s,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_159,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_159,False,,100,100,1.0,,,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_160,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_160,True,,100,100,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_161,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_161,True,,100,100,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_162,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_162,True,,100,100,1.0,,helm_s,,1,delight,,,,,,,
d_nikke_helm_aquamarine_05_163,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_163,True,,100,100,1.0,,helm_s,,1,delight,,,,,,,
d_nikke_helm_aquamarine_05_164,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_164,True,,100,100,1.0,,helm_s,,1,delight,,,,,,,
d_nikke_helm_aquamarine_05_165,d_nikke_helm_aquamarine_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_165,False,,black,black,1.0,,,,1,delight,,,,,,,
d_nikke_helm_aquamarine_05_166,d_nikke_helm_aquamarine_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_166,False,,black,black,1.0,,,,1,delight,,,,,,,
d_nikke_helm_aquamarine_05_167,d_nikke_helm_aquamarine_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_167,False,,black,black,1.0,,,,1,delight,,,,,,,
