id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_nikke_rapunzel_puregrace_04_94,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_94,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,smile,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_95,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_95,True,,12,1,1.0,,,,,,,,,,3,idle,,,1,think,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_96,d_nikke_rapunzel_puregrace_04,Narration,rapunzel_o,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_96,False,,1,10,1.0,,,sfx_scn_heavysupplies,,,,,,,3,idle,,,1,think,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_97,d_nikke_rapunzel_puregrace_04,Narration,rapunzel_o,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_97,False,,10,10,1.0,,,,,,,,,,3,idle,,,1,think,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_98,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_98,True,,10,10,1.0,,,,,,,,,,3,idle,,,1,no,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_99,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_99,True,,10,12,1.0,,,,,,,,,,3,idle,,,1,no,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_100,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_100,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,no,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_101,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_101,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,no,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_102,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_102,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,no,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_103,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_103,True,,12,130,1.0,,,,,,,,,,3,idle,,,1,no,,,13,surprise,,,,,,,,,
d_nikke_rapunzel_puregrace_04_104,d_nikke_rapunzel_puregrace_04,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_104,True,,30,30,1.0,,,,,,,,,,3,surprise,,,1,no,,,13,surprise,,,,,,,,,
d_nikke_rapunzel_puregrace_04_105,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_105,True,,1,1,1.0,,,,,,,,,,3,surprise,,,1,no,,,13,surprise,,,,,,,,,
d_nikke_rapunzel_puregrace_04_106,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_106,True,,1,1,1.0,,,,,,,,,,3,surprise,,,1,no,,,13,surprise,,,,,,,,,
d_nikke_rapunzel_puregrace_04_107,d_nikke_rapunzel_puregrace_04,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_107,False,,30,300,0.7,,,,Low_2,,,,,,3,think,,,1,no,,,13,surprise,,,,,,,,,
d_nikke_rapunzel_puregrace_04_108,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_108,False,,130,130,1.0,,,,,,,,,,3,think,,,1,no,,,13,surprise,,,,,,,,,
d_nikke_rapunzel_puregrace_04_109,d_nikke_rapunzel_puregrace_04,Narration,abe,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_109,False,,130,13,1.0,,,,,,,,,,3,think,,,1,no,,,13,surprise,,,,,,,,,
d_nikke_rapunzel_puregrace_04_110,d_nikke_rapunzel_puregrace_04,Narration,abe,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_110,False,,13,13,1.0,,,sfx_scn_steamboxopen,,,,,,,3,think,,,1,no,,,13,surprise,,,,,,,,,
d_nikke_rapunzel_puregrace_04_111,d_nikke_rapunzel_puregrace_04,Speech,erodednikke02,erodednikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_111,True,,13,13,1.0,,,,,,,,,,3,think,,,1,no,,,13,surprise,,,,,,,,,
d_nikke_rapunzel_puregrace_04_112,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_112,True,,13,13,1.0,,,,,,,,,,3,think,,,1,no,,,13,angry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_113,d_nikke_rapunzel_puregrace_04,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_113,True,,3,3,1.0,,,,,,,,,,3,surprise,,,1,no,,,13,angry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_114,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_114,True,,3,1,1.0,,,,,,,,,,3,surprise,,,1,angry,,,13,angry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_115,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_115,True,,1,10,1.0,,,,,,,,,,3,surprise,,,1,angry,,,13,angry,,,,,,,,,
