id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_sugar_02_125,d_nikke_sugar_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_02_125,False,,S_90,9,1.0,,,sfx_scn_beatup,Low_2,,19,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_126,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_126,True,,9,9,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_127,d_nikke_sugar_02,Speech,massproduction03,massproduction03,Locale_NikkeEpisode:d_nikke_sugar_02_127,False,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_128,d_nikke_sugar_02,Speech,massproduction02,massproduction02,Locale_NikkeEpisode:d_nikke_sugar_02_128,True,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_129,d_nikke_sugar_02,Speech,massproduction02,massproduction02,Locale_NikkeEpisode:d_nikke_sugar_02_129,True,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_130,d_nikke_sugar_02,Speech,massproduction02,massproduction02,Locale_NikkeEpisode:d_nikke_sugar_02_130,True,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_131,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_131,True,,6,9,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_132,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_132,True,,9,9,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_133,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_133,True,,9,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_134,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_134,False,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_135,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_135,True,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_136,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_136,True,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_137,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_137,True,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
