id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,play_sound,fade,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_blanc_01_145,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_145,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_146,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_146,True,,L_10,L_10,1.0,,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_147,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_147,False,,L_10,L_10,1.0,,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_148,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_148,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_149,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_149,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_150,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_150,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_151,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_151,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_152,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_152,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_153,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_153,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_154,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_154,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_155,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_155,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_156,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_156,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_157,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_157,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_158,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_158,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_159,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_159,True,,L_10,L_10,1.0,,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_160,d_nikke_blanc_01,Choice,,Locale_NikkeEpisode:d_nikke_blanc_01_160,False,,L_10,L_10,1.0,,blanc,,1,delight,,,,,d_nikke_blanc_01_162,,,,
d_nikke_blanc_01_161,d_nikke_blanc_01,Choice,,Locale_NikkeEpisode:d_nikke_blanc_01_161,False,,L_10,L_10,1.0,,blanc,,1,delight,,,,,d_nikke_blanc_01_162,,,,
d_nikke_blanc_01_162,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_162,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_163,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_163,True,,L_10,1,1.0,,blanc,,1,idle,,,,,,,,,
