id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,play_sound,set_filter_01,characters/0/hide_char_id
d_nikke_maiden_04_143,d_nikke_maiden_04,Speech,maiden,jumplive,Locale_NikkeEpisode:d_nikke_maiden_04_143,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_144,d_nikke_maiden_04,Speech,maiden,gunupplease,Locale_NikkeEpisode:d_nikke_maiden_04_144,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_145,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_145,True,,1,delight,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_146,d_nikke_maiden_04,Speech,maiden,healingwind,Locale_NikkeEpisode:d_nikke_maiden_04_146,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_147,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_147,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_148,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_148,False,,1,shy,,,,,S_10,S_100,2.0,,,,,,
d_nikke_maiden_04_149,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_149,False,,1,shy,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_150,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_150,True,,1,shy,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_151,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_151,True,,1,shy,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_152,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_152,False,,1,shy,,,,,S_100,1,2.0,,,,,,maiden
d_nikke_maiden_04_153,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_153,False,,,,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_154,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_154,False,,,,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_155,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_155,False,,,,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_156,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_156,False,,,,,,,,black,black,1.0,,,,,,
