id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,set_camera_shake,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_marciana_02_126,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_126,True,,13,13,1.0,,,marciana,marciana,,13,surprise,,,,,,,,,,,,,,,
d_nikke_marciana_02_127,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_127,True,,13,13,1.0,,,marciana,marciana,,13,surprise,,,,,,,,,,,,,,,
d_nikke_marciana_02_128,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_128,True,,13,13,1.0,,,marciana,marciana,,13,surprise,,,,,,,,,,,,,,,
d_nikke_marciana_02_129,d_nikke_marciana_02,Monologue,Locale_NikkeEpisode:d_nikke_marciana_02_129,False,,13,13,1.0,,,,,,13,surprise,,,,,,,,,,,,,,,
d_nikke_marciana_02_130,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_130,False,,13,13,1.0,,,,,,13,surprise,,,,,,,,,,,,,,,
d_nikke_marciana_02_131,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_131,True,,13,130,1.0,,,marciana,marciana,,13,special,,,,,,,,,,,,,,,
d_nikke_marciana_02_132,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_132,False,,130,130,1.0,,,,,,13,special,,,,,,,,,,,,,,,
d_nikke_marciana_02_133,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_133,True,,130,130,1.0,,,marciana,marciana,,13,special,,,,,,,,,,,,,,,
d_nikke_marciana_02_134,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_134,True,,130,130,1.0,,,marciana,marciana,,13,idle,,,,,,,,,,,,,,,
d_nikke_marciana_02_135,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_135,True,,130,130,1.0,,,marciana,marciana,,13,idle,,,,,,,,,,,,,,,
d_nikke_marciana_02_136,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_136,True,,130,1300,1.0,,,marciana,marciana,,13,idle,,,,,,,,,,,,,,,
d_nikke_marciana_02_137,d_nikke_marciana_02,Monologue,Locale_NikkeEpisode:d_nikke_marciana_02_137,False,,1300,1300,1.0,,,,,,13,idle,,,,,,,,,,,,,,,
d_nikke_marciana_02_138,d_nikke_marciana_02,Monologue,Locale_NikkeEpisode:d_nikke_marciana_02_138,False,,1300,1300,1.0,,,,,,13,idle,,,,,,,,,,,,,,,
